"ID","Player","Team","Position","RkOv","Status","Opponent","Score","%D","ADP","Ros","+/-","GP","G","KP","SOT","TkW","DPt2","AP","Int","AER","CSD"
"*0574a*","Giovani Lo Celso","TOT","M","310","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03dxa*","Kevin Long","BUR","D","392","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05oj4*","Emmanuel Longelo","WHU","F","587","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ug0*","Sean Longstaff","NEW","M","305","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4d*","Nigel Lonwijk","WOL","D","588","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o8n*","Max Lowe","SHU","D,M","407","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*0414o*","James Maddison","LEI","M,F","124","ADB","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rc8*","Frankie Maguire","SHU","M","590","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r2b*","Anthony Mancini","BUR","M","591","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03hvn*","Javier Manquillo","NEW","D,M","338","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o8j*","Marcal","WOL","D,M","369","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04e1k*","Solly March","BHA","M","204","FUG","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rej*","Dilan Markanday","TOT","F","592","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*045yy*","Arthur Masuaku","WHU","D,M","330","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m7z*","Juan Mata","MUN","M","389","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","415","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*0435s*","Joel Matip","LIV","D","313","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052ju*","Matty Longstaff","NEW","M","416","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r33*","Luke Mbete","MCI","D","596","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lla*","James McArthur","CRY","M","244","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04qfn*","Kevin McDonald","FUL","M","597","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04gyl*","Benjamin Mendy","MCI","D,M","315","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04u6k*","Yerry Mina","EVE","D","142","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g2n*","Takumi Minamino","LIV/SOU","M,F","327","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05akv*","Tyrick Mitchell","CRY","D","234","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03dy4*","Wes Morgan","LEI","D","472","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*0436h*","Lys Mousset","SHU","F","441","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05m6a*","Joel Mumbongo","BUR","F","488","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4p*","Richard Nartey","BUR","D","600","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r94*","Iliman Ndiaye","SHU","M","466","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05qz9*","Ben Nelson","LEI","D","601","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ge8*","Reiss Nelson","ARS","M,F","462","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ge9*","Eddie Nketiah","ARS","F","385","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05oel*","Niels Nkounkou","EVE","D","465","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ybj*","Felix Nmecha","MCI","M","602","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02onj*","Mark Noble","WHU","M","372","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04mmx*","Michael Obafemi","SOU","F","457","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*051l0*","Jack O'Connell","SHU","D","440","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04qfj*","Denis Odoi","FUL","D","423","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4w*","Ademipo Odubeko","WHU","F","603","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03rxb*","Angelo Ogbonna","WHU","D","159","FUG","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03azt*","Josh Onomah","FUL","M","421","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r93*","Tyler Onyango","EVE","M","607","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03pie*","Divock Origi","LIV","F","433","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05afk*","Owen Otasowie","WOL","M","432","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","1","0","0","0","0","0","0","0","0","0"
"*05l8q*","Cole Palmer","MCI","M","609","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04qf0*","Lee Peltier","WBA","D","450","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03eke*","Ayoze Perez","LEI","M,F","262","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052k2*","Taylor Perry","WOL","M","610","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05n03*","Kalvin Phillips","LEE","M","155","BAR","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*032ab*","Erik Pieters","BUR","D,M","267","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lnq*","Paul Pogba","MUN","M","104","PNP","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ym3*","Ian Poveda-Ocampo","LEE","F","418","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05795*","Dennis Praet","LEI","M,F","363","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04idk*","Davy Propper","BHA","M","427","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r44*","Arjan Raikhy","AVL","M","612","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04yes*","Kayne Ramsay","SOU","D","473","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m6x*","Tim Ream","FUL","D","371","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05a6i*","Lewis Richards","WOL","D","614","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4t*","Rico Richards","WBA","M","615","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*058vg*","Lewis Richardson","BUR","M","483","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","1","0","0","0","0","0","0","0","0","0"
"*038zf*","Callum Robinson","WBA","M,F","254","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lkj*","Jack Robinson","SHU","D","351","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03yqz*","Joe Rodon","SWA/TOT","D","289","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05nnx*","Rodrigo","LEE","M,F","193","NOAD","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o8m*","James Rodriguez","EVE","M,F","170","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lq9*","Jack Rodwell","SHU","M","616","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m87*","Oriol Romeu","SOU","M","192","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r41*","Callum Rowe","AVL","M","618","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4j*","Edward Rowe","AVL","M","619","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03yr6*","Henri Saivet","NEW","M","620","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04y92*","Bukayo Saka","ARS","D,M","99","MOV","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03819*","Mamadou Sakho","CRY","D","434","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m54*","Romaine Sawyers","WBA","M","311","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05nip*","Dane Scarlett","TOT","F","484","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04tig*","Fabian Schar","NEW","D","329","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05n05*","Jamie Shackleton","LEE","M","402","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03tj9*","Xherdan Shaqiri","LIV","M,F","390","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rdx*","Shola Shoretire","MUN","F","469","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r92*","Thierry Small","EVE","D","621","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*0554t*","William Smallbone","SOU","M","437","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r42*","Harrison Sohna","AVL","M","622","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02oq7*","Jack Stephens","SOU","D","228","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r3z*","Sil Swinkels","AVL","D","629","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4m*","Michael Tait","AVL","F","630","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04tsd*","Japhet Tanganga","TOT","D","410","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04spm*","Percy Tau","BHA","F","449","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m2y*","Neil Taylor","AVL","D","487","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r6m*","Allan Tchaptchet","SOU","D","474","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05nt7*","Thiago Silva","CHE","D","145","PMP","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05l30*","Max Thompson","BUR","F","632","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02rn6*","James Tomkins","CRY","D","406","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05n3v*","Konstantinos Tsimikas","LIV","D","475","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03xrs*","Axel Tuanzebe","MUN","D","414","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o2l*","Donny van de Beek","MUN","M","386","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03vlj*","Virgil van Dijk","LIV","D","376","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05oeg*","Vitinha","WOL","M","379","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lzn*","Theo Walcott","EVE/SOU","M,F","261","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r3y*","Jake Walker","AVL","D","636","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03zsq*","Kyle Walker-Peters","SOU","D","70","PMP","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*056ir*","Adam Webster","BHA","D","73","FUG","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4z*","Jensen Weir","BHA","M","639","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*051wl*","Wesley","AVL","F","459","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m65*","Connor Wickham","CRY","F","642","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*059j3*","Brandon Williams","MUN","D,M","436","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05a6e*","Neco Williams","LIV","D","408","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05oji*","Rhys Williams","LIV","D","314","NIM","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03r8x*","Callum Wilson","NEW","F","157","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03bwz*","Harry Winks","TOT","M","380","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04vya*","Sam Woods","CRY","D","644","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*059iu*","Romaric Yapi","BHA","D","645","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04s1e*","Andriy Yarmolenko","WHU","M,F","443","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r45*","Brad Young","AVL","M","646","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*0327v*","Wilfried Zaha","CRY","M,F","162","PMP","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05opi*","Andi Zeqiri","BHA","F","446","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03arh*","Kurt Zouma","CHE","D","52","ADB","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05l0f*","Nathan Tella","SOU","M,F","401","FA","SOU 0<br/>@WHU 3 F","42.54","-","-","-","-","1","0","0","0","1","1","9","0","0","0"
"*02w3x*","Pablo Hernandez","LEE","M","409","FA","WBA 1<br/>@LEE 3 F","40.74","-","-","-","-","1","0","0","0","0","1","11","0","0","0"
"*05mzy*","Gaetano Berardi","LEE","D","435","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05t69*","Harry Boyes","SHU","D","512","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05roa*","Cody Drameh","LEE","D","536","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ogb*","Anthony Elanga","MUN","F","430","FA","MUN 2<br/>@WOL 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rkk*","William Fish","MUN","D","481","FA","MUN 2<br/>@WOL 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ss7*","Taylor Gardner-Hickman","WBA","F","548","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rey*","Kaine Hayden","AVL","M","559","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05t6z*","Tim Iroegbunam","WBA","M","567","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05s00*","Daniel Jebbison","SHU","F","424","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03m5e*","Jonjoe Kenny","EVE","D","438","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05t6f*","Toby King","WBA","M","577","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05s08*","Valentino Livramento","CHE","D","585","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rjj*","Joel Lopez Salguero","ARS","D","589","FA","BHA 0<br/>@ARS 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05swf*","Tawanda Maswanhise","LEI","M","595","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05t6y*","Hannibal Mejbri","MUN","M","476","FA","MUN 2<br/>@WOL 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05t6x*","William Osula","SHU","F","608","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rff*","Jaden Philogene-Bidace","AVL","M","478","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rkb*","Isaac Price","EVE","M","611","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M","613","FA","CRY 0<br/>@LIV 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05t6a*","Femi Seriki","SHU","M","485","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rip*","Thanawat Suengchitthawon","LEI","M","627","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rl4*","Crysencio Summerville","LEE","M","628","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ss6*","Caleb Taylor","WBA","D","631","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rka*","Reece Welch","EVE","D","640","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*043pi*","Ben Woodburn","LIV","M,F","643","FA","CRY 0<br/>@LIV 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
