"ID","Player","Team","Position","RkOv","Status","Opponent","Score","%D","ADP","Ros","+/-","GP","G","KP","SOT","TkW","DPt2","AP","Int","AER","CSD"
"*04qrf*","Helder Costa","LEE","M,F","328","FA","WBA 1<br/>@LEE 3 F","46.56","-","-","-","-","1","0","0","0","0","0","12","0","0","0"
"*03dyl*","Jeffrey Schlupp","CRY","D,M","251","FA","CRY 0<br/>@LIV 2 F","46.56","-","-","-","-","1","0","0","0","0","0","0","1","0","0"
"*03yuo*","Keinan Davis","AVL","F","397","FA","CHE 1<br/>@AVL 2 F","46.3","-","-","-","-","1","0","0","0","0","0","4","0","1","0"
"*05opl*","Wesley Fofana","LEI","D","60","PMP","TOT 4<br/>@LEI 2 F","46.3","-","-","-","-","1","0","0","0","2","1","13","0","1","0"
"*02lnf*","Joshua King","BOU/EVE","M,F","444","FA","EVE 0<br/>@MCI 5 F","46.3","-","-","-","-","2","0","0","0","0","0","4","0","1","0"
"*03ek4*","Patrick Bamford","LEE","F","30","RED","WBA 1<br/>@LEE 3 F","46.24","-","-","-","-","1","0","0","0","0","0","10","0","0","0"
"*04rhe*","Naby Keita","LIV","M","384","FA","CRY 0<br/>@LIV 2 F","46.24","-","-","-","-","1","0","0","0","0","0","10","0","0","0"
"*05oid*","Cengiz Under","LEI","M","428","FA","TOT 4<br/>@LEI 2 F","46.08","-","-","-","-","1","0","0","0","0","0","9","0","0","0"
"*05oyq*","Said Benrahma","WHU","M,F","280","FA","SOU 0<br/>@WHU 3 F","45.77","-","-","-","-","1","0","0","0","0","0","7","0","0","0"
"*04qr8*","Diogo Jota","WOL/LIV","M,F","203","FA","CRY 0<br/>@LIV 2 F","45.46","-","-","-","-","1","0","0","0","0","0","5","0","0","0"
"*03r8t*","Matt Ritchie","NEW","D,M","322","FA","NEW 2<br/>@FUL 0 F","45.46","-","-","-","-","1","0","0","0","0","0","5","0","0","0"
"*03scr*","Aleksandar Mitrovic","FUL","F","225","FA","NEW 2<br/>@FUL 0 F","45.3","-","-","-","-","2","0","0","0","0","0","4","0","0","0"
"*05r37*","Jakub Moder","BHA","M","382","FA","BHA 0<br/>@ARS 2 F","45.14","-","-","-","-","1","0","0","0","0","0","3","0","0","0"
"*05m46*","Luke Thomas","LEI","D,M","318","FA","TOT 4<br/>@LEI 2 F","45.04","-","-","-","-","1","0","0","0","0","1","8","2","1","0"
"*046c5*","Jarrod Bowen","WHU","M,F","126","RED","SOU 0<br/>@WHU 3 F","44.98","-","-","-","-","1","0","0","0","0","0","2","0","0","0"
"*02t1p*","Billy Sharp","SHU","F","381","FA","BUR 0<br/>@SHU 1 F","44.98","-","-","-","-","1","0","0","0","0","0","2","0","0","0"
"*02lnx*","Danny Welbeck","WAT/BHA","F","230","FA","BHA 0<br/>@ARS 2 F","44.98","-","-","-","-","1","0","0","0","0","0","2","0","0","0"
"*04mqy*","Pierre-Emerick Aubameyang","ARS","M,F","147","ADB","BHA 0<br/>@ARS 2 F","44.83","-","-","-","-","1","0","0","0","0","0","1","0","0","0"
"*0477h*","Grady Diangana","WBA","M","293","FA","WBA 1<br/>@LEE 3 F","44.83","-","-","-","-","1","0","0","0","0","0","1","0","0","0"
"*03vlm*","Anthony Martial","MUN","M,F","282","FA","MUN 2<br/>@WOL 1 F","44.83","-","-","-","-","1","0","0","0","0","0","1","0","0","0"
"*0554h*","Sidnei Tavares","LEI","M","454","FA","TOT 4<br/>@LEI 2 F","44.83","-","-","-","-","1","0","0","0","0","0","1","0","0","0"
"*0554u*","Trezeguet","AVL","M,F","250","FA","CHE 1<br/>@AVL 2 F","44.83","-","-","-","-","1","0","0","0","0","0","1","0","0","0"
"*0410j*","Tammy Abraham","CHE","F","249","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05os4*","Rayan Ait-Nouri","WOL","D,M","265","ADB","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","1","0","0","0","0","0","0","0","0","0"
"*03ksl*","Semi Ajayi","WBA","D","185","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02y6o*","Nathan Ake","MCI","D","323","MOV","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05os5*","Alex Telles","MUN","D","306","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m66*","Marcos Alonso","CHE","D,M","288","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4u*","Frederik Alves","WHU","D","496","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*058vf*","Steven Alzate","BHA","D,M,F","348","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05opj*","Elliot Anderson","NEW","M","479","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04qez*","Florin Andone","BHA","F","497","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*059j0*","Faustino Anjorin","CHE","M","498","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ogh*","Harrison Ashby","WHU","D","499","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ret*","Ryan Astley","EVE","D","500","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03dda*","Christian Atsu","NEW","M","501","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05nnv*","Miguel Azeez","ARS","M","502","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04sau*","Fabian Balbuena","WHU","D","303","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*059iq*","Folarin Balogun","ARS","F","503","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4v*","Jamal Baptiste","WHU","D","504","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m5c*","Phil Bardsley","BUR","D","429","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03dxr*","Ashley Barnes","BUR","F","268","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4n*","Louie Barry","AVL","F","505","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02rlq*","Chris Basham","SHU","D,M","128","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05lus*","Lewis Bate","CHE","M","506","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*043bx*","Michy Batshuayi","CRY","F","356","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*0326y*","Hector Bellerin","ARS","D,M","187","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ymr*","Josh Benson","BUR","M","442","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gcs*","Sander Berge","SHU","M","360","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gcn*","Steven Bergwijn","TOT","M,F","358","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04t94*","Adrian Bernabe","MCI","M","507","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03gou*","Muhamed Besic","EVE","M","508","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4h*","Lamare Bogarde","AVL","M","510","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o8o*","Jayden Bogle","SHU","D,M","294","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04qr0*","Willy Boly","WOL","D","169","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04tsg*","Jamie Bowden","TOT","M","511","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*0328o*","Robbie Brady","BUR","M","336","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4l*","Mungo Bridge","AVL","F","513","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04mdj*","Nathan Broadhead","EVE","M","467","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o2q*","Zak Brunt","SHU","M","514","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05raa*","Hugo Bueno","WOL","D","515","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rb8*","Moises Caicedo","BHA","M","516","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gdm*","Jake Cain","LIV","M","517","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*0328q*","Tom Cairney","FUL","M","344","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gbo*","Leonardo Campana","WOL","F","518","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05opn*","Carlos Vinicius","TOT","F","422","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02ljq*","Andy Carroll","NEW","F","361","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o8l*","Oliver Casey","LEE","D","520","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o4b*","Matty Cash","AVL","D","102","SJB","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*0558o*","Dani Ceballos","ARS","M","206","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02t1j*","Calum Chambers","ARS","D","309","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r39*","Kgaogelo Chauke","SOU","M","521","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r43*","Benjamin Chrisene","AVL","M","522","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052jy*","Christian Marques","WOL","D","593","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05re5*","Carney Chukwuemeka","AVL","M","456","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g4d*","Dennis Cirkin","TOT","D","523","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*059j2*","Leighton Clarkson","LIV","M","524","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02t1k*","Nathaniel Clyne","LIV/CRY","D","354","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lpl*","Seamus Coleman","EVE","D,M","215","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052k4*","Theo Corbeanu","WOL","F","458","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05nnu*","Ben Cottrell","ARS","M","525","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04xjt*","Conor Coventry","WHU","M","526","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ogl*","Charlie Cresswell","LEE","D","527","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052k1*","Luke Cundle","WOL","M","528","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*054ow*","Vontae Daley-Campbell","LEI","D","529","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gcq*","Daniel Podence","WOL","M,F","277","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lzx*","Scott Dann","CRY","D","273","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05raj*","Ben Davies","LIV","D","530","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*040ah*","Tom Davies","EVE","M","290","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05nil*","Leif Davis","LEE","D","460","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05oig*","Liam Delap","MCI","F","461","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lm3*","Fabian Delph","EVE","M","431","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05oh1*","Lars Dendoncker","BHA","M","532","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05nio*","Alfie Devine","TOT","M","533","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r2u*","Cheikh Diaby","WBA","F","534","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r34*","Amad Diallo","MUN","M,F","439","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05os3*","Ibrahima Diallo","SOU","M","337","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lpn*","Eric Dier","TOT","D,M","146","FUG","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04spp*","Douglas Luiz","AVL","M","214","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052k8*","Tommy Doyle","MCI","M","535","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04zyc*","Anthony Driscoll-Glennon","BUR","D","537","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*032f5*","Paul Dummett","NEW","D","292","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05747*","Jimmy Dunne","BUR","D","393","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r40*","Frankie Ealing","AVL","D","538","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03wph*","Kyle Edwards","WBA","M,F","448","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m5l*","John Egan","SHU","D","201","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04mqv*","Emerson","CHE","D","426","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052i4*","Bjorn Engels","AVL","D","539","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ojf*","Fabio Carvalho","FUL","M,F","405","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04mf8*","Nathan Ferguson","CRY","D","540","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03jab*","Federico Fernandez","NEW","D","221","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05lo6*","Will Ferry","SOU","M","541","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r8j*","Ryan Finnigan","SOU","M","542","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052i7*","Ethan Fitzhugh","LEI","M","543","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05qza*","Shane Flynn","LEI","M","544","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lpu*","Adam Forshaw","LEE","M","546","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04shz*","Tyrese Francois","FUL","M","468","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lof*","Ryan Fredericks","WHU","D,M","343","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03rle*","Christian Fuchs","LEI","D","345","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","178","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052h5*","Gabriel Martinelli","ARS","M,F","353","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05afg*","Ethan Galbraith","MUN","M","547","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04spn*","Eric Garcia","MCI","D","378","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*0329o*","Dwight Gayle","NEW","F","391","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*056iu*","Jean-Philippe Gbamin","EVE","M","470","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05n3u*","Joe Gelhardt","LEE","F","549","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lyr*","Kieran Gibbs","WBA","D","396","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04qr9*","Morgan Gibbs-White","WOL","M,F","387","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052cc*","Billy Gilmour","CHE","M","420","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04tc9*","Claudio Gomes","MCI","M","551","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03r93*","Joseph Gomez","LIV","D","359","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o2n*","Kyron Gordon","SHU","D","552","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ymz*","Karlan Grant","HUD/WBA","M,F","365","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lm7*","Jack Grealish","AVL","M,F","115","SJB","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4r*","Sam Greenwood","LEE","F","554","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04aml*","Kamil Grosicki","WBA","M","447","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*044ej*","Johann Gudmundsson","BUR","M","291","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*059iv*","Peter Gwargis","BHA","M","555","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o2r*","Antwoine Hackford","SHU","F","480","FA","BUR 0<br/>@SHU 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05reo*","Reece Hannam","CRY","D","556","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4s*","George Harmon","WBA","D","557","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04qr4*","Kortney Hause","AVL","D","349","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o6h*","Kai Havertz","CHE","M,F","216","FUG","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","1","0","0","0","0","0","0","0","0","0"
"*03vlo*","Michael Hector","FUL","D","451","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lk5*","Jordan Henderson","LIV","D,M","186","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*047l2*","Jeff Hendrick","NEW","M","350","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*044nm*","Rob Holding","ARS","D","108","SJB","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04c39*","Nathan Holland","WHU","M","565","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r2t*","Niall Huggins","LEE","F","464","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m7r*","Branislav Ivanovic","CHE/WBA","D","374","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","1","0","0","0","0","0","0","0","0","0"
"*04itp*","Jose Izquierdo","BHA","F","463","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04t92*","Alireza Jahanbakhsh","BHA","M,F","400","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*0554o*","Alexandre Jankewitz","SOU","M","490","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4q*","Sylvester Jasper","FUL","F","569","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4k*","Taylor Jay-Hart","AVL","M","570","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ozb*","Jack Jenkins","LEE","M","571","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*059iw*","Teddy Jenks","BHA","M","572","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04qrc*","Raul Jimenez","WOL","F","308","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05reu*","Kyle John","EVE","D","573","FA","EVE 0<br/>@MCI 5 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rei*","Nile John","TOT","M","574","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lnd*","Phil Jones","MUN","D","575","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*0521z*","James Justin","LEI","D,M","144","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r8c*","Michal Karbownik","BHA","D","576","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lk9*","Martin Kelly","CRY","D","477","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4o*","Reda Khadra","BHA","M","482","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04yey*","Max Kilman","WOL","D","283","FA","MUN 2<br/>@WOL 1 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05nuh*","Robin Koch","LEE","D,M","212","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04mks*","Terence Kongolo","HUD/FUL","D","445","FA","NEW 2<br/>@FUL 0 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05a6f*","Billy Koumetio","LIV","D","578","FA","CRY 0<br/>@LIV 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05a6d*","Tariq Lamptey","BHA","D,M","366","FA","BHA 0<br/>@ARS 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lyy*","Henri Lansbury","AVL","M","580","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03sd5*","Manuel Lanzini","WHU","M","362","FA","SOU 0<br/>@WHU 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rdy*","Marcel Lavinier","TOT","D","581","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04y93*","Thakgalo Leshabela","LEI","M","471","FA","TOT 4<br/>@LEI 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4i*","Hayden Lindley","AVL","M","584","FA","CHE 1<br/>@AVL 2 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lor*","Jake Livermore","WBA","M","383","FA","WBA 1<br/>@LEE 3 F","44.67","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
