"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","A","SOT","TkW","DPt2","AP","Int","BR","CSD"
"*0524k*","Rodri","MCI","D,M","98","PMP","NOR 0<br/>@MCI 5 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*03jd6*","Marcos Rojo","MUN","D","446","FA","MUN 2<br/>@LEI 0 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lp2*","Danny Rose","TOT/NEW","D,M","247","FA","LIV 3<br/>@NEW 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*04g1w*","Antonio Rudiger","CHE","D","163","KLI","WOL 0<br/>@CHE 2 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*03819*","Mamadou Sakho","CRY","D","311","FA","TOT 1<br/>@CRY 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*04574*","Leroy Sane","MCI","F","456","BAR","NOR 0<br/>@MCI 5 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*05748*","Ismaila Sarr","WAT","M,F","173","FA","WAT 2<br/>@ARS 3 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*04tig*","Fabian Schar","NEW","D","161","FA","LIV 3<br/>@NEW 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*04qfm*","Ryan Sessegnon","TOT","D,M,F","402","FA","TOT 1<br/>@CRY 1 F","48.72","-","-","1","0","0","0","0","0","0","0","0","0"
"*059j4*","Meritan Shabani","WOL","M","620","FA","WOL 0<br/>@CHE 2 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*03tj9*","Xherdan Shaqiri","LIV","M,F","403","FA","LIV 3<br/>@NEW 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*02oq6*","Luke Shaw","MUN","D","201","KLI","MUN 2<br/>@LEI 0 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*03yti*","Jack Simpson","BOU","D","420","FA","BOU 3<br/>@EVE 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*04t95*","Oliver Skipp","TOT","M","435","FA","TOT 1<br/>@CRY 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*04yio*","Callum Slattery","SOU","M","624","FA","SHU 1<br/>@SOU 3 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*0554t*","William Smallbone","SOU","M,F","373","FA","SHU 1<br/>@SOU 3 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*03fgo*","Dominic Solanke","BOU","F","291","FA","BOU 3<br/>@EVE 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*059ix*","Jack Spong","BHA","M","631","FA","BHA 2<br/>@BUR 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*05292*","Jack Stacey","BOU","D","271","FA","BOU 3<br/>@EVE 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*02rn4*","Junior Stanislas","BOU","M","333","FA","BOU 3<br/>@EVE 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*043bz*","Isaac Success Ajayi","WAT","F","458","FA","WAT 2<br/>@ARS 3 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m3z*","Andrew Surman","BOU","M","421","FA","BOU 3<br/>@EVE 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*04tsd*","Japhet Tanganga","TOT","D","359","FA","TOT 1<br/>@CRY 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*050jt*","Nikola Tavares","CRY","D","635","FA","TOT 1<br/>@CRY 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m2y*","Neil Taylor","AVL","D","314","FA","AVL 1<br/>@WHU 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*04mi5*","Tom Dele-Bashiru","WAT","M","520","FA","WAT 2<br/>@ARS 3 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lp7*","Andros Townsend","CRY","M,F","248","FA","TOT 1<br/>@CRY 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*03xrs*","Axel Tuanzebe","MUN","D","396","FA","MUN 2<br/>@LEI 0 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*05220*","Sepp van den Berg","LIV","D","651","FA","LIV 3<br/>@NEW 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*02oqi*","Jan Vertonghen","TOT","D","146","FA","TOT 1<br/>@CRY 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*0554l*","Jake Vokins","SOU","D","437","FA","SHU 1<br/>@SOU 3 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*051kj*","Mario Vrancic","NOR","M","327","FA","NOR 0<br/>@MCI 5 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*03632*","Matej Vydra","BUR","F","356","FA","BHA 2<br/>@BUR 1 F","48.72","-","-","1","0","0","0","0","0","0","0","0","0"
"*03zsq*","Kyle Walker-Peters","TOT/SOU","D","290","FA","SHU 1<br/>@SOU 3 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lnx*","Danny Welbeck","WAT","M,F","348","FA","WAT 2<br/>@ARS 3 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ge6*","Joe Willock","ARS","M","321","FA","WAT 2<br/>@ARS 3 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lzp*","Jack Wilshere","WHU","M","429","FA","AVL 1<br/>@WHU 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*03bwz*","Harry Winks","TOT","M","199","FA","TOT 1<br/>@CRY 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m5b*","Chris Wood","BUR","F","141","SJB","BHA 2<br/>@BUR 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*04vya*","Sam Woods","CRY","D","647","FA","TOT 1<br/>@CRY 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*0435m*","Granit Xhaka","ARS","M","189","PNP","WAT 2<br/>@ARS 3 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*059iu*","Romaric Yapi","BHA","D","648","FA","BHA 2<br/>@BUR 1 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*051kc*","Christoph Zimmermann","NOR","D","253","FA","NOR 0<br/>@MCI 5 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*043c1*","Oleksandr Zinchenko","MCI","D,M","203","PNP","NOR 0<br/>@MCI 5 F","48.72","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lkp*","Raheem Sterling","MCI","M,F","26","PMP","NOR 0<br/>@MCI 5 F","48.33","-","-","1","0","0","0","0","1","29","0","1","0"
"*02ook*","Adrian Mariappa","WAT","D","344","FA","WAT 2<br/>@ARS 3 F","48.21","-","-","1","0","0","0","0","1","19","0","3","0"
"*03dxr*","Ashley Barnes","BUR","F","323","FA","BHA 2<br/>@BUR 1 F","45.54","-","-","1","0","0","0","0","1","7","0","3","0"
"*02lzn*","Theo Walcott","EVE","M,F","297","FA","BOU 3<br/>@EVE 1 F","45.18","-","-","1","0","0","0","0","1","3","1","1","0"
"*03hfd*","Rolando Aarons","NEW","M","476","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05als*","Dennis Adeniran","EVE","M","477","FA","BOU 3<br/>@EVE 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04mkn*","Adrien Silva","LEI","M","603","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05mip*","Daniel Adshead","NOR","M","478","FA","NOR 0<br/>@MCI 5 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04yer*","Ali Koiki","BUR","D","567","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*052jv*","Thomas Allan","NEW","F","479","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ggd*","Tiemoue Bakayoko","CHE","M","485","FA","WOL 0<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g35*","Mason Barrett","WAT","D","489","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05lus*","Lewis Bate","CHE","M","490","FA","WOL 0<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05alz*","Jack Bearne","LIV","M","491","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ymr*","Josh Benson","BUR","M","492","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*039vh*","Nabil Bentaleb","TOT/NEW","M","334","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gcs*","Sander Berge","SHU","M","309","FA","SHU 1<br/>@SOU 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gcn*","Steven Bergwijn","TOT","M,F","345","FA","TOT 1<br/>@CRY 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05afd*","Di'Shon Bernard","MUN","D","494","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g3u*","Bernardo Rosa","WHU","M","513","FA","AVL 1<br/>@WHU 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*0329j*","Yannick Bolasie","EVE","F","496","FA","BOU 3<br/>@EVE 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*046c5*","Jarrod Bowen","HUL/WHU","M,F","270","FA","AVL 1<br/>@WHU 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05alw*","Morgan Boyes","LIV","D","498","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05l27*","Jarrad Branthwaite","EVE","D","383","FA","BOU 3<br/>@EVE 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gvx*","Armando Broja","CHE","F","464","FA","WOL 0<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gcx*","Josh Brownhill","BUR","M","364","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gcr*","Bruno Fernandes","MUN","M,F","126","ADB","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04qr5*","Oskar Buur","WOL","D","502","FA","WOL 0<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gdm*","Jake Cain","LIV","M","503","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gbo*","Leonardo Campana","WOL","F","504","FA","WOL 0<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05a6j*","Chem Campbell","WOL","F","505","FA","WOL 0<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*050jr*","Lewis Cass","NEW","D","507","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g4d*","Dennis Cirkin","TOT","D","509","FA","TOT 1<br/>@CRY 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05alv*","Thomas Clayton","LIV","D","511","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05a6g*","Sam Dalby","WAT","F","518","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gcq*","Daniel Podence","WOL","M,F","398","FA","WOL 0<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gcc*","Kiernan Dewsbury-Hall","LEI","M","522","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04mmd*","Fousseni Diabate","LEI","F","523","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05aly*","Elijah Dixon-Bonner","LIV","M","525","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*052k8*","Tommy Doyle","MCI","M","441","FA","NOR 0<br/>@MCI 5 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04zyc*","Anthony Driscoll-Glennon","BUR","D","526","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05747*","Jimmy Dunne","BUR","D","527","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05h02*","Malachi Fagan-Walcott","TOT","D","529","FA","TOT 1<br/>@CRY 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05lo6*","Will Ferry","SOU","M","530","FA","SHU 1<br/>@SOU 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05afg*","Ethan Galbraith","MUN","M","532","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05alu*","Tony Gallacher","LIV","D","533","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g4f*","Gedson Fernandes","TOT","M","439","FA","TOT 1<br/>@CRY 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gcf*","Brooklyn Genesini","BOU","D","534","FA","BOU 3<br/>@EVE 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05aig*","Mace Goodridge","BUR","M","536","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04mdn*","Anthony Gordon","EVE","M,F","382","FA","BOU 3<br/>@EVE 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05m9s*","John-Kymani Gordon","CRY","M,F","537","FA","TOT 1<br/>@CRY 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*042ll*","Marko Grujic","LIV","M","539","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gdn*","Joseph Hardy","LIV","F","541","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05m45*","Kaine Hayden","AVL","M","543","FA","AVL 1<br/>@WHU 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*03m4w*","Jake Hesketh","SOU","M","546","FA","SHU 1<br/>@SOU 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05am1*","Thomas Hill","LIV","F","547","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05m47*","George Hirst","LEI","F","447","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04k4m*","Wesley Hoedt","SOU","D","548","FA","SHU 1<br/>@SOU 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g38*","Joseph Hungbo","WAT","M","550","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*03ra3*","Odion Ighalo","WAT/MUN","F","422","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gbt*","Andi Janjeva","WAT","D","553","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*0554o*","Alexandre Jankewitz","SOU","M","554","FA","SHU 1<br/>@SOU 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g2o*","Joao Pedro","WAT","F","454","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04y91*","Tyreece John-Jules","ARS","F","558","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04h86*","Darnell Johnson","LEI","D","559","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*0452o*","Alfie Jones","SOU","D","560","FA","SHU 1<br/>@SOU 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04e1i*","Beram Kayal","BHA","M","563","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*03sin*","Kenedy","CHE","M","595","FA","WOL 0<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05a6f*","Billy Koumetio","LIV","D","568","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05afb*","Ethan Laird","MUN","D","570","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05a6d*","Tariq Lamptey","CHE/BHA","D,M","346","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gcd*","Valentino Lazaro","NEW","D,M","394","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05afh*","Dylan Levitt","MUN","M","572","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05li8*","Alfie Lewis","WHU","M","574","FA","AVL 1<br/>@WHU 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*0522h*","Alexis Mac Allister","BHA","M,F","412","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05m48*","Jacob Maddox","SOU","M","581","FA","SHU 1<br/>@SOU 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gco*","Pablo Mari","ARS","D","417","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gce*","Josh Martin","NOR","M,F","440","FA","NOR 0<br/>@MCI 5 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04vyb*","Giovanni McGregor","CRY","M","583","FA","TOT 1<br/>@CRY 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04xoz*","Zech Medley","ARS","D","585","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05afi*","D'Mani Mellor","MUN","F","586","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05afe*","Teden Mengi","MUN","D","587","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*052h1*","Liam Millar","LIV","F","588","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g2n*","Takumi Minamino","LIV","F","414","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05akv*","Tyrick Mitchell","CRY","D","428","FA","TOT 1<br/>@CRY 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05m6a*","Joel Mumbongo","BUR","F","589","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ge9*","Eddie Nketiah","ARS","F","406","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05alx*","James Norris","LIV","D","593","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*046yc*","Aiden O'Neill","BUR","M","597","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05afk*","Owen Otasowie","WOL","M","598","FA","WOL 0<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05l8q*","Cole Palmer","MCI","M","599","FA","NOR 0<br/>@MCI 5 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*0414q*","Adalberto Penaranda","WAT","F","602","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04rxe*","Nathaniel Phillips","LIV","D","605","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05am9*","Brandon Pierrick","CRY","M,F","450","FA","TOT 1<br/>@CRY 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05aff*","Arnau Puigmal Martinez","MUN","M","606","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g4e*","Ignacio Pussetto","WAT","M","433","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05a6i*","Lewis Richards","WOL","D","609","FA","WOL 0<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lkj*","Jack Robinson","QPR/SHU","D","370","FA","SHU 1<br/>@SOU 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lq9*","Jack Rodwell","SUN/SHU","M","460","FA","SHU 1<br/>@SOU 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g49*","Lukas Rupp","NOR","M","343","FA","NOR 0<br/>@MCI 5 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*0558w*","William Saliba","ARS","D","615","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gbm*","Mbwana Samatta","AVL","F","390","FA","AVL 1<br/>@WHU 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*052k5*","Austin Samuels","WOL","F","616","FA","WOL 0<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04nqw*","Max Sanders","BHA","M","617","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05agd*","Christian Saydee","BOU","M","619","FA","BOU 3<br/>@EVE 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05m9r*","Ellis Simms","EVE","F","621","FA","BOU 3<br/>@EVE 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04a77*","Josh Sims","SOU","M","622","FA","SHU 1<br/>@SOU 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*032a3*","Jerome Sinclair","WAT","F","623","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*047l8*","Islam Slimani","LEI","F","625","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05l8p*","Matthew Smith","ARS","D","626","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*052jw*","Elias Sorensen","NEW","F","629","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gcp*","Tomas Soucek","WHU","M","260","FA","AVL 1<br/>@WHU 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g36*","Bayli Spencer-Adams","WAT","D","630","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05am0*","Layton Stewart","LIV","F","634","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*03wpc*","Sam Surridge","BOU","F","430","FA","BOU 3<br/>@EVE 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04hk8*","Kyle Taylor","BOU","M","636","FA","BOU 3<br/>@EVE 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05afc*","Max Taylor","MUN","D","637","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*052k0*","Terry Taylor","WOL","M","638","FA","WOL 0<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05l0f*","Nathan Tella","SOU","M","451","FA","SHU 1<br/>@SOU 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05l2z*","Bobby Thomas","BUR","D","639","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05li7*","Jordan Thomas","NOR","D","467","FA","NOR 0<br/>@MCI 5 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05m46*","Luke Thomas","LEI","D,M","409","FA","MUN 2<br/>@LEI 0 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05l30*","Max Thompson","BUR","F","468","FA","BHA 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g33*","Indiana Vassilev","AVL","M,F","455","FA","AVL 1<br/>@WHU 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*050js*","Kelland Watts","NEW","M","463","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g37*","Callum Whelan","WAT","M","642","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*054p3*","Harvey White","TOT","M","643","FA","TOT 1<br/>@CRY 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05a6e*","Neco Williams","LIV","D","386","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gbu*","Henry Wise","WAT","M","646","FA","WAT 2<br/>@ARS 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ybk*","Xande Silva","WHU","F","514","FA","AVL 1<br/>@WHU 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05lq4*","Jack Young","NEW","M","649","FA","LIV 3<br/>@NEW 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gd0*","Richairo Zivkovic","SHU","F","438","FA","SHU 1<br/>@SOU 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
