"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","A","SOT","TkW","DPt2","AP","Int","BR","CSD"
"*04u6j*","Martin Montoya","BHA","D,M","210","FA","BHA 2<br/>@BUR 1 F","100","-","-","1","0","1","0","4","0","48","4","8","1"
"*04e1c*","Lewis Dunk","BHA","D","33","KLI","BHA 2<br/>@BUR 1 F","98.83","-","-","1","0","0","0","2","0","67","4","13","1"
"*0327p*","John Lundstram","SHU","D,M","86","RED","SHU 1<br/>@SOU 3 F","97.34","-","-","1","2","0","3","2","0","33","0","6","0"
"*04sau*","Fabian Balbuena","WHU","D","249","FA","AVL 1<br/>@WHU 1 F","89.16","-","-","1","1","0","2","1","0","59","1","6","0"
"*04t3s*","Joao Moutinho","WOL","M","45","MOV","WOL 0<br/>@CHE 2 F","87.78","-","-","1","0","1","1","2","0","44","2","11","0"
"*02lp9*","Kyle Walker","MCI","D","64","BAR","NOR 0<br/>@MCI 5 F","86.44","-","-","1","1","1","1","0","0","67","0","5","0"
"*04u41*","Mateo Kovacic","CHE","M","142","PNP","WOL 0<br/>@CHE 2 F","86.11","-","-","1","0","0","1","2","0","135","1","11","0"
"*04qrc*","Raul Jimenez","WOL","F","20","SJB","WOL 0<br/>@CHE 2 F","85.74","-","-","1","1","0","4","2","0","21","1","2","0"
"*02lk5*","Jordan Henderson","LIV","M","46","PNP","LIV 3<br/>@NEW 1 F","84.85","-","-","1","0","0","0","1","0","78","3","11","0"
"*051l5*","John Fleck","SHU","M","149","FA","SHU 1<br/>@SOU 3 F","84.29","-","-","1","1","0","1","1","0","27","2","8","0"
"*04yim*","Christian Pulisic","CHE","M,F","116","FUG","WOL 0<br/>@CHE 2 F","83.88","-","-","1","1","0","3","0","0","41","0","6","0"
"*02opy*","Adam Lallana","LIV","M","357","FA","LIV 3<br/>@NEW 1 F","83.88","-","-","1","0","0","0","3","0","76","1","11","0"
"*03srg*","Trent Alexander-Arnold","LIV","D","2","ADB","LIV 3<br/>@NEW 1 F","83.55","-","-","1","0","1","0","2","0","52","3","6","0"
"*04s8k*","Jorginho","CHE","M","55","BAR","WOL 0<br/>@CHE 2 F","83.11","-","-","1","0","1","0","1","1","117","3","11","0"
"*04t3u*","Diego Rico","BOU","D,M","61","SJB","BOU 3<br/>@EVE 1 F","82.8","-","-","1","0","0","0","1","0","25","7","5","1"
"*04idk*","Davy Propper","BHA","M","75","RED","BHA 2<br/>@BUR 1 F","82.79","-","-","1","0","0","1","1","0","54","1","15","0"
"*051ki*","Ben Godfrey","NOR","D,M","185","FA","NOR 0<br/>@MCI 5 F","82.3","-","-","1","0","0","0","2","0","43","4","9","0"
"*02oq8*","James Ward-Prowse","SOU","D,M,F","15","ADB","SHU 1<br/>@SOU 3 F","81.64","-","-","1","1","0","1","2","0","12","3","4","0"
"*04u6q*","Caglar Soyuncu","LEI","D","41","NIM","MUN 2<br/>@LEI 0 F","81.42","-","-","1","1","0","1","2","1","59","0","2","1"
"*03gu5*","Andrew Robertson","LIV","D","5","SJB","LIV 3<br/>@NEW 1 F","80.55","-","-","1","1","0","1","1","0","50","0","5","0"
"*02y6o*","Nathan Ake","BOU","D","95","MOV","BOU 3<br/>@EVE 1 F","80.47","-","-","1","0","0","0","0","0","27","2","12","1"
"*04aiz*","Wilfred Ndidi","LEI","M","44","NIM","MUN 2<br/>@LEI 0 F","80.13","-","-","1","0","0","0","6","0","39","0","9","0"
"*051k0*","John McGinn","AVL","M","100","MOV","AVL 1<br/>@WHU 1 F","79.91","-","-","1","0","1","0","3","0","13","3","8","0"
"*03arh*","Kurt Zouma","CHE","D","97","SJB","WOL 0<br/>@CHE 2 F","79.69","-","-","1","0","0","0","0","0","64","4","7","0"
"*04s1d*","Matteo Guendouzi","ARS","M","227","FA","WAT 2<br/>@ARS 3 F","79.45","-","-","1","0","0","0","1","0","71","2","9","0"
"*0327o*","Gerard Deulofeu","WAT","M,F","120","FA","WAT 2<br/>@ARS 3 F","79.37","-","-","1","1","0","1","1","0","19","2","5","0"
"*02yl5*","John Stones","MCI","D","224","FA","NOR 0<br/>@MCI 5 F","79.21","-","-","1","0","0","0","1","0","90","1","10","0"
"*02lkm*","Jonjo Shelvey","NEW","M","118","FA","LIV 3<br/>@NEW 1 F","78.39","-","-","1","1","0","1","0","0","20","2","6","0"
"*02lnf*","Joshua King","BOU","M,F","194","MOV","BOU 3<br/>@EVE 1 F","78.25","-","-","1","1","0","2","0","0","17","1","6","0"
"*04qfy*","Ricardo Pereira","LEI","D,M","14","FA","MUN 2<br/>@LEI 0 F","78.13","-","-","1","0","0","0","1","0","30","2","7","1"
"*04kj7*","Serge Aurier","TOT","D,M","30","FUG","TOT 1<br/>@CRY 1 F","77.38","-","-","1","0","0","0","5","0","31","2","5","0"
"*03jv0*","Sadio Mane","LIV","M,F","7","NIM","LIV 3<br/>@NEW 1 F","77.3","-","-","1","1","1","3","1","1","31","0","2","0"
"*04sav*","Felipe Anderson","WHU","M,F","148","KLI","AVL 1<br/>@WHU 1 F","77.05","-","-","1","0","0","0","1","0","75","1","9","0"
"*04jyc*","Davinson Sanchez","TOT","D","152","NIM","TOT 1<br/>@CRY 1 F","77.01","-","-","1","0","0","0","3","0","55","1","7","0"
"*04yo6*","Miguel Almiron","NEW","M,F","77","FA","LIV 3<br/>@NEW 1 F","76.95","-","-","1","0","0","3","0","0","23","2","8","0"
"*0554u*","Trezeguet","AVL","M,F","215","FA","AVL 1<br/>@WHU 1 F","76.7","-","-","1","1","0","1","1","0","7","2","5","0"
"*02t1i*","Robert Snodgrass","WHU","M,F","217","FA","AVL 1<br/>@WHU 1 F","76.33","-","-","1","1","0","1","1","0","29","0","5","0"
"*03gu4*","Harry Maguire","MUN","D","25","SJB","MUN 2<br/>@LEI 0 F","76.29","-","-","1","0","0","0","1","0","45","4","5","0"
"*055se*","Marvelous Nakamba","AVL","M","205","FA","AVL 1<br/>@WHU 1 F","76","-","-","1","0","0","0","4","0","16","2","9","0"
"*02w6w*","Ashley Westwood","BUR","M","85","FA","BHA 2<br/>@BUR 1 F","75.93","-","-","1","0","0","0","0","0","67","0","13","0"
"*04mqv*","Emerson","CHE","D,M","292","FA","WOL 0<br/>@CHE 2 F","75.83","-","-","1","0","0","0","1","0","86","1","7","0"
"*0558o*","Dani Ceballos","ARS","M","147","SJB","WAT 2<br/>@ARS 3 F","75.57","-","-","1","0","0","0","3","0","58","1","5","0"
"*0410j*","Tammy Abraham","CHE","F","101","FA","WOL 0<br/>@CHE 2 F","75.34","-","-","1","1","1","2","0","0","11","0","2","0"
"*04fk6*","Bernardo Silva","MCI","M,F","76","NIM","NOR 0<br/>@MCI 5 F","75.06","-","-","1","0","0","1","0","0","53","1","9","0"
"*02lm3*","Fabian Delph","EVE","D,M","326","FA","BOU 3<br/>@EVE 1 F","75.02","-","-","1","0","0","0","2","0","40","1","10","0"
"*02lpr*","Shane Duffy","BHA","D","256","FA","BHA 2<br/>@BUR 1 F","74.83","-","-","1","1","0","1","0","0","30","1","3","0"
"*04adp*","Aaron Wan-Bissaka","MUN","D,M","28","BAR","MUN 2<br/>@LEI 0 F","74.71","-","-","1","0","0","0","3","0","46","2","4","0"
"*04qqv*","Fred","MUN","M","129","FA","MUN 2<br/>@LEI 0 F","74.53","-","-","1","0","0","1","2","1","54","2","9","0"
"*02llp*","Patrick van Aanholt","CRY","D","39","KLI","TOT 1<br/>@CRY 1 F","74.46","-","-","1","0","0","0","4","0","28","2","5","0"
"*03juz*","Toby Alderweireld","TOT","D","90","PMP","TOT 1<br/>@CRY 1 F","74.45","-","-","1","0","0","0","2","0","56","2","4","0"
"*03yu2*","Abdoulaye Doucoure","WAT","M","89","PMP","WAT 2<br/>@ARS 3 F","74.26","-","-","1","0","0","0","0","0","46","2","10","0"
"*02lsa*","Dan Burn","BHA","D","63","FUG","BHA 2<br/>@BUR 1 F","73.74","-","-","1","0","0","0","1","0","43","1","3","1"
"*051ko*","Kenny McLean","NOR","M","112","FA","NOR 0<br/>@MCI 5 F","73.58","-","-","1","0","0","0","1","0","47","2","7","0"
"*03dx7*","Ben Mee","BUR","D","72","FA","BHA 2<br/>@BUR 1 F","73.58","-","-","1","0","0","0","1","0","47","2","7","0"
"*02vlk*","Cesar Azpilicueta","CHE","D,M","9","NIM","WOL 0<br/>@CHE 2 F","73.47","-","-","1","0","0","0","1","0","57","2","5","0"
"*02lp5*","Adam Smith","BOU","D,M","226","FA","BOU 3<br/>@EVE 1 F","73.03","-","-","1","0","1","0","0","0","29","1","2","1"
"*051l0*","Jack O'Connell","SHU","D","66","MOV","SHU 1<br/>@SOU 3 F","72.29","-","-","1","0","0","0","1","0","25","1","5","1"
"*0329y*","Joel Ward","CRY","D","88","FA","TOT 1<br/>@CRY 1 F","72.27","-","-","1","0","0","1","1","0","32","1","8","0"
"*04e1h*","Dale Stephens","BHA","M","94","FUG","BHA 2<br/>@BUR 1 F","72.22","-","-","1","0","0","0","3","0","49","0","6","0"
"*03v6t*","Ben Chilwell","LEI","D,M","56","FUG","MUN 2<br/>@LEI 0 F","72.18","-","-","1","0","0","0","0","0","38","0","7","1"
"*03mml*","Dele Alli","TOT","M,F","109","ADB","TOT 1<br/>@CRY 1 F","71.98","-","-","1","1","0","1","0","0","29","0","3","0"
"*0520r*","Leandro Trossard","BHA","M,F","177","FA","BHA 2<br/>@BUR 1 F","71.96","-","-","1","1","1","1","0","0","10","0","2","0"
"*04fw3*","Alexandre Lacazette","ARS","F","176","PNP","WAT 2<br/>@ARS 3 F","71.93","-","-","1","0","1","1","1","0","21","1","5","0"
"*04civ*","Scott McTominay","MUN","M","123","FA","MUN 2<br/>@LEI 0 F","71.89","-","-","1","0","0","1","2","0","32","0","8","0"
"*0410i*","Fikayo Tomori","CHE","D","208","FA","WOL 0<br/>@CHE 2 F","71.64","-","-","1","0","0","0","2","0","76","0","4","0"
"*037mo*","Willian","CHE","M,F","19","BAR","WOL 0<br/>@CHE 2 F","71.1","-","-","1","0","0","1","0","0","46","2","4","0"
"*0414o*","James Maddison","LEI","M,F","78","FUG","MUN 2<br/>@LEI 0 F","70.99","-","-","1","0","0","0","3","0","32","2","3","0"
"*04mqy*","Pierre-Emerick Aubameyang","ARS","M,F","21","ADB","WAT 2<br/>@ARS 3 F","70.75","-","-","1","1","0","2","0","0","14","0","2","0"
"*05749*","Kieran Tierney","ARS","D,M","312","FA","WAT 2<br/>@ARS 3 F","70.69","-","-","1","0","0","0","1","0","32","2","7","0"
"*03rxi*","Georginio Wijnaldum","LIV","M","83","RED","LIV 3<br/>@NEW 1 F","70.67","-","-","1","0","0","1","1","0","40","1","5","0"
"*04tcc*","Jonny","WOL","D,M","62","FUG","WOL 0<br/>@CHE 2 F","70.46","-","-","1","0","0","0","2","0","35","2","4","0"
"*032ah*","Dejan Lovren","LIV","D","307","FA","LIV 3<br/>@NEW 1 F","70.38","-","-","1","0","0","0","1","0","64","0","6","0"
"*03jab*","Federico Fernandez","NEW","D","135","RED","LIV 3<br/>@NEW 1 F","70.38","-","-","1","1","0","1","4","1","12","0","4","0"
"*02ygz*","Moussa Sissoko","TOT","M","178","NIM","TOT 1<br/>@CRY 1 F","70.06","-","-","1","0","0","0","1","0","43","1","7","0"
"*051kd*","Jamal Lewis","NOR","D","169","FA","NOR 0<br/>@MCI 5 F","69.8","-","-","1","0","0","0","1","0","28","2","7","0"
"*04u6i*","Leander Dendoncker","WOL","D,M","108","FA","WOL 0<br/>@CHE 2 F","69.79","-","-","1","0","0","0","0","0","31","3","6","0"
"*02llz*","Ciaran Clark","NEW","D","313","FA","LIV 3<br/>@NEW 1 F","69.62","-","-","1","1","0","1","1","0","13","0","2","0"
"*03sd5*","Manuel Lanzini","WHU","M,F","264","FA","AVL 1<br/>@WHU 1 F","69.22","-","-","1","0","1","1","0","0","47","0","2","0"
"*03r8i*","Steve Cook","BOU","D","223","FA","BOU 3<br/>@EVE 1 F","69.13","-","-","1","0","0","0","0","1","28","3","6","1"
"*04tm0*","Lucas Digne","EVE","D,M","35","MOV","BOU 3<br/>@EVE 1 F","69.05","-","-","1","0","1","0","3","0","28","0","2","0"
"*056iw*","Allan Saint-Maximin","NEW","M,F","195","ADB","LIV 3<br/>@NEW 1 F","68.95","-","-","1","0","0","3","0","0","13","1","5","0"
"*04rim*","Adam Masina","WAT","D","204","FA","WAT 2<br/>@ARS 3 F","68.91","-","-","1","0","0","0","1","0","24","2","7","0"
"*04agz*","Declan Rice","WHU","M","31","SJB","AVL 1<br/>@WHU 1 F","68.82","-","-","1","0","0","0","0","0","58","1","5","0"
"*03278*","Fernandinho","MCI","D,M","166","PNP","NOR 0<br/>@MCI 5 F","68.66","-","-","1","0","0","0","1","0","59","0","5","0"
"*0381p*","Mesut Ozil","ARS","M,F","281","FA","WAT 2<br/>@ARS 3 F","68.63","-","-","1","0","0","0","0","0","85","0","5","0"
"*02t1j*","Calum Chambers","ARS","D,M","286","FA","WAT 2<br/>@ARS 3 F","68.53","-","-","1","0","0","0","0","0","52","1","6","0"
"*02lnn*","Oliver Norwood","SHU","M","87","KLI","SHU 1<br/>@SOU 3 F","68.4","-","-","1","0","0","0","1","0","45","1","5","0"
"*02lun*","Sergio Aguero","MCI","F","119","RED","NOR 0<br/>@MCI 5 F","68.29","-","-","1","1","0","1","1","0","7","0","2","0"
"*03dyk*","Jamie Vardy","LEI","F","37","PNP","MUN 2<br/>@LEI 0 F","68.14","-","-","1","1","0","2","0","0","7","0","1","0"
"*0372y*","Matt Targett","AVL","D,M","110","FA","AVL 1<br/>@WHU 1 F","67.98","-","-","1","0","0","0","0","0","11","4","6","0"
"*04yo7*","Youri Tielemans","LEI","M","51","BAR","MUN 2<br/>@LEI 0 F","67.96","-","-","1","0","0","0","1","0","43","1","5","0"
"*02vls*","Alexander Tettey","NOR","D,M","159","FA","NOR 0<br/>@MCI 5 F","67.56","-","-","1","0","0","0","1","0","25","3","3","0"
"*051kn*","Tom Trybull","NOR","M","287","FA","NOR 0<br/>@MCI 5 F","67.54","-","-","1","0","0","0","1","0","32","2","4","0"
"*02m5l*","John Egan","SHU","D","49","FUG","SHU 1<br/>@SOU 3 F","67.51","-","-","1","0","0","0","2","0","17","1","0","1"
"*02ln2*","Jonny Evans","LEI","D","42","KLI","MUN 2<br/>@LEI 0 F","67.18","-","-","1","0","0","1","0","1","53","0","4","1"
"*03yr0*","Daniel James","MUN","M,F","202","PNP","MUN 2<br/>@LEI 0 F","66.94","-","-","1","0","0","0","0","0","30","2","6","0"
"*02m11*","Matt Doherty","WOL","D,M","48","RED","WOL 0<br/>@CHE 2 F","66.58","-","-","1","0","0","1","0","0","26","1","6","0"
"*052ka*","Sebastien Haller","WHU","F","158","FA","AVL 1<br/>@WHU 1 F","66.58","-","-","1","0","0","2","2","0","27","0","1","0"
"*052cd*","Mason Mount","CHE","M,F","53","NIM","WOL 0<br/>@CHE 2 F","66.46","-","-","1","0","0","3","1","1","40","0","5","0"
"*038ze*","Alex Iwobi","EVE","M,F","234","FA","BOU 3<br/>@EVE 1 F","66.36","-","-","1","0","0","0","3","0","23","1","3","0"
"*04qr6*","Ruben Neves","WOL","M","68","KLI","WOL 0<br/>@CHE 2 F","66.32","-","-","1","0","0","1","1","0","36","0","4","0"
"*04ami*","Luka Milivojevic","CRY","M","133","BAR","TOT 1<br/>@CRY 1 F","66.31","-","-","1","0","0","0","0","0","40","1","6","0"
"*03v6s*","Mason Holgate","EVE","D","125","FA","BOU 3<br/>@EVE 1 F","66.25","-","-","1","0","0","0","0","0","34","1","7","0"
"*0436h*","Lys Mousset","SHU","F","267","FA","SHU 1<br/>@SOU 3 F","66.04","-","-","1","0","3","0","0","0","7","0","5","0"
"*040ah*","Tom Davies","EVE","M","240","FA","BOU 3<br/>@EVE 1 F","66.01","-","-","1","0","0","0","1","0","18","1","8","0"
"*035mq*","Isaac Hayden","NEW","D,M","200","FA","LIV 3<br/>@NEW 1 F","65.94","-","-","1","0","0","0","3","0","14","2","2","0"
"*0327v*","Wilfried Zaha","CRY","M,F","115","MOV","TOT 1<br/>@CRY 1 F","65.93","-","-","1","0","0","0","2","0","17","1","6","0"
"*0435t*","Ilkay Gundogan","MCI","M","181","FA","NOR 0<br/>@MCI 5 F","65.8","-","-","1","0","0","0","0","1","63","1","9","0"
"*046v3*","Roberto Pereyra","WAT","M,F","272","FA","WAT 2<br/>@ARS 3 F","65.73","-","-","1","0","0","1","0","0","34","0","6","0"
"*04f67*","Philip Billing","BOU","M","91","BAR","BOU 3<br/>@EVE 1 F","65.61","-","-","1","0","0","0","0","0","24","2","6","0"
"*04qra*","Romain Saiss","WOL","D,M","57","RED","WOL 0<br/>@CHE 2 F","65.46","-","-","1","0","0","0","1","1","25","4","6","0"
"*04u6k*","Yerry Mina","EVE","D","104","FA","BOU 3<br/>@EVE 1 F","64.83","-","-","1","0","0","0","1","0","34","0","6","0"
"*03ena*","Aaron Cresswell","WHU","D","102","FA","AVL 1<br/>@WHU 1 F","64.82","-","-","1","0","0","0","1","1","65","0","8","0"
"*02oox*","Kevin De Bruyne","MCI","M","6","FUG","NOR 0<br/>@MCI 5 F","64.68","-","-","1","0","0","0","1","0","62","0","1","0"
"*051la*","David McGoldrick","SHU","F","218","FA","SHU 1<br/>@SOU 3 F","64.36","-","-","1","0","0","1","2","0","17","0","4","0"
"*0554i*","Joelinton","NEW","M,F","225","FA","LIV 3<br/>@NEW 1 F","64.27","-","-","1","0","1","0","1","0","22","0","3","0"
"*04fk8*","Victor Lindelof","MUN","D","96","ADB","MUN 2<br/>@LEI 0 F","64.15","-","-","1","0","0","0","0","1","65","1","7","0"
"*051kg*","Max Aarons","NOR","D","128","FA","NOR 0<br/>@MCI 5 F","64.03","-","-","1","0","0","0","2","0","25","0","5","0"
"*04qos*","Issa Diop","WHU","D","144","FA","AVL 1<br/>@WHU 1 F","64.01","-","-","1","0","0","0","1","1","57","1","6","0"
"*058vf*","Steven Alzate","BHA","D,M,F","289","FA","BHA 2<br/>@BUR 1 F","63.79","-","-","1","0","0","1","0","0","30","2","0","0"
"*02m7d*","Nathaniel Chalobah","WAT","M","325","FA","WAT 2<br/>@ARS 3 F","63.63","-","-","1","0","0","0","0","0","34","0","7","0"
"*04mqz*","Lucas Moura","TOT","M,F","137","PNP","TOT 1<br/>@CRY 1 F","63.62","-","-","1","0","0","1","1","0","12","1","4","0"
"*056ir*","Adam Webster","BHA","D","59","FUG","BHA 2<br/>@BUR 1 F","63.56","-","-","1","0","0","0","1","0","33","0","5","0"
"*02on3*","Matthew Lowton","BUR","D","231","FA","BHA 2<br/>@BUR 1 F","63.45","-","-","1","0","0","0","1","0","44","0","3","0"
"*03rxs*","Harry Wilson","BOU","M,F","184","FA","BOU 3<br/>@EVE 1 F","63.44","-","-","1","0","0","2","1","0","23","0","1","0"
"*03eke*","Ayoze Perez","LEI","M,F","71","KLI","MUN 2<br/>@LEI 0 F","63.32","-","-","1","0","0","0","1","0","13","2","4","0"
"*04fk1*","Pascal Gross","BHA","M,F","237","FA","BHA 2<br/>@BUR 1 F","63.27","-","-","1","0","0","0","1","0","27","0","6","0"
"*04ril*","Sokratis","ARS","D","245","FA","WAT 2<br/>@ARS 3 F","63.23","-","-","1","0","0","0","1","0","43","0","3","0"
"*03dxq*","Danny Ings","SOU","F","18","PMP","SHU 1<br/>@SOU 3 F","63.19","-","-","1","0","0","1","0","0","6","1","7","0"
"*02ljr*","Conor Coady","WOL","D","74","PMP","WOL 0<br/>@CHE 2 F","63.11","-","-","1","0","0","0","1","0","31","0","5","0"
"*0570m*","Djibril Sidibe","EVE","D,M","81","BAR","BOU 3<br/>@EVE 1 F","62.97","-","-","1","0","0","0","1","0","28","1","3","0"
"*04io4*","Richarlison","EVE","M,F","36","NIM","BOU 3<br/>@EVE 1 F","62.93","-","-","1","0","0","2","1","0","16","0","2","0"
"*03vlj*","Virgil van Dijk","LIV","D","12","PNP","LIV 3<br/>@NEW 1 F","62.79","-","-","1","0","0","0","0","1","67","0","8","0"
"*04ml9*","Cenk Tosun","EVE/CRY","F","391","FA","BOU 3<br/>@EVE 1 F","62.61","-","-","1","1","0","1","0","0","1","0","0","0"
"*051kz*","George Baldock","SHU","D,M","124","FA","SHU 1<br/>@SOU 3 F","62.53","-","-","1","0","0","0","1","0","26","1","3","0"
"*02lvo*","David Silva","MCI","M","58","PMP","NOR 0<br/>@MCI 5 F","62.37","-","-","1","0","0","0","2","0","27","0","3","0"
"*03eki*","Cheikhou Kouyate","CRY","D,M","164","FA","TOT 1<br/>@CRY 1 F","62.25","-","-","1","0","0","0","1","0","20","1","4","0"
"*02m87*","Oriol Romeu","SOU","M","192","FA","SHU 1<br/>@SOU 3 F","62.19","-","-","1","0","0","0","1","0","15","1","5","0"
"*0522t*","Anwar El Ghazi","AVL","M,F","214","FA","AVL 1<br/>@WHU 1 F","61.6","-","-","1","0","0","1","3","1","11","0","8","0"
"*02rll*","Nathan Redmond","SOU","M,F","65","SJB","SHU 1<br/>@SOU 3 F","61.44","-","-","1","0","0","0","1","0","14","0","7","0"
"*02m6a*","Gary Cahill","CRY","D","198","FA","TOT 1<br/>@CRY 1 F","60.92","-","-","1","0","0","0","0","0","36","0","4","0"
"*02opl*","Jack Cork","BUR","M","180","FA","BHA 2<br/>@BUR 1 F","60.86","-","-","1","0","0","0","0","0","31","0","5","0"
"*02rlq*","Chris Basham","SHU","D","16","SJB","SHU 1<br/>@SOU 3 F","60.72","-","-","1","0","0","0","0","1","28","1","3","1"
"*043qz*","Pierre-Emile Hojbjerg","SOU","D,M","54","FUG","SHU 1<br/>@SOU 3 F","60.68","-","-","1","0","0","0","2","1","17","0","11","0"
"*04fk9*","Jan Bednarek","SOU","D","38","ADB","SHU 1<br/>@SOU 3 F","60.48","-","-","1","0","0","0","2","0","9","2","0","0"
"*0427d*","James Tarkowski","BUR","D","32","RED","BHA 2<br/>@BUR 1 F","60.37","-","-","1","0","0","0","0","1","45","1","7","0"
"*04rzo*","Lucas Torreira","ARS","M","232","FA","WAT 2<br/>@ARS 3 F","60.28","-","-","1","0","0","1","1","0","23","0","1","0"
"*04tzt*","Jefferson Lerma","BOU","M","156","ADB","BOU 3<br/>@EVE 1 F","60.05","-","-","1","0","0","0","4","1","27","0","4","0"
"*04s60*","Jannik Vestergaard","SOU","D","230","FA","SHU 1<br/>@SOU 3 F","59.57","-","-","1","0","0","0","2","0","12","1","1","0"
"*03jly*","Andreas Pereira","MUN","M,F","246","FA","MUN 2<br/>@LEI 0 F","59.56","-","-","1","0","0","1","1","0","15","0","2","0"
"*03dyl*","Jeffrey Schlupp","CRY","D,M","280","FA","TOT 1<br/>@CRY 1 F","59.55","-","-","1","0","0","1","2","1","19","1","4","0"
"*03u2b*","Adama Traore","WOL","M,F","113","RED","WOL 0<br/>@CHE 2 F","59.48","-","-","1","0","0","0","1","0","17","1","2","0"
"*02m7w*","David Luiz","ARS","D","140","BAR","WAT 2<br/>@ARS 3 F","59.42","-","-","1","0","0","0","0","0","34","0","3","0"
"*05229*","Frederic Guilbert","AVL","D,M","162","FA","AVL 1<br/>@WHU 1 F","59.36","-","-","1","0","0","0","1","0","7","1","4","0"
"*051kp*","Onel Hernandez","NOR","M","242","FA","NOR 0<br/>@MCI 5 F","59.28","-","-","1","0","0","0","1","0","9","0","6","0"
"*04abn*","Harvey Barnes","LEI","M,F","92","FA","MUN 2<br/>@LEI 0 F","59.27","-","-","1","0","0","1","0","0","12","1","2","0"
"*051kl*","Emiliano Buendia","NOR","M","103","FA","NOR 0<br/>@MCI 5 F","59.14","-","-","1","0","0","0","0","0","28","0","4","0"
"*03rxz*","Roberto Firmino","LIV","M,F","24","KLI","LIV 3<br/>@NEW 1 F","59.04","-","-","1","0","0","0","0","0","38","0","2","0"
"*02oq7*","Jack Stephens","SOU","D","130","FA","SHU 1<br/>@SOU 3 F","58.96","-","-","1","0","0","0","0","0","13","2","2","0"
"*05247*","Tanguy Ndombele","TOT","M","255","FA","TOT 1<br/>@CRY 1 F","58.9","-","-","1","0","0","0","0","1","34","2","5","0"
"*04spp*","Douglas Luiz","AVL","M","121","FA","AVL 1<br/>@WHU 1 F","58.89","-","-","1","0","0","0","1","0","12","0","5","0"
"*02oo1*","Ben Davies","TOT","D","288","ADB","TOT 1<br/>@CRY 1 F","58.88","-","-","1","0","0","0","0","0","15","1","4","0"
"*03m1q*","DeAndre Yedlin","NEW","D","337","FA","LIV 3<br/>@NEW 1 F","58.38","-","-","1","0","0","0","0","0","8","1","5","0"
"*02lla*","James McArthur","CRY","M","60","KLI","TOT 1<br/>@CRY 1 F","58.34","-","-","1","0","0","0","1","0","19","0","3","0"
"*04rd1*","Stuart Armstrong","SOU","M,F","183","SJB","SHU 1<br/>@SOU 3 F","58.22","-","-","1","0","0","1","0","0","12","1","1","0"
"*0436l*","Christian Kabasele","WAT","D","219","FA","WAT 2<br/>@ARS 3 F","58.15","-","-","1","0","0","0","2","1","34","0","5","0"
"*03v9d*","Son Heung-Min","TOT","M,F","29","BAR","TOT 1<br/>@CRY 1 F","57.69","-","-","1","0","1","0","0","0","12","0","1","0"
"*02m4d*","Craig Dawson","WAT","D","171","FA","WAT 2<br/>@ARS 3 F","57.48","-","-","1","0","0","0","0","1","30","1","7","0"
"*0328o*","Robbie Brady","BUR","M","362","FA","BHA 2<br/>@BUR 1 F","57.48","-","-","1","0","0","0","1","0","8","1","2","0"
"*03yq8*","Demarai Gray","LEI","M,F","318","FA","MUN 2<br/>@LEI 0 F","57.41","-","-","1","0","1","0","0","0","6","0","2","0"
"*03vlm*","Anthony Martial","MUN","M,F","40","MOV","MUN 2<br/>@LEI 0 F","57.31","-","-","1","0","0","1","0","0","15","0","2","0"
"*03dda*","Christian Atsu","NEW","M","361","FA","LIV 3<br/>@NEW 1 F","57.17","-","-","1","0","0","0","1","0","9","0","4","0"
"*02rn6*","James Tomkins","CRY","D","254","FA","TOT 1<br/>@CRY 1 F","57.06","-","-","1","0","0","0","2","1","22","1","4","0"
"*03aqp*","Mohamed Salah","LIV","F","10","MOV","LIV 3<br/>@NEW 1 F","56.95","-","-","1","0","0","1","1","0","8","0","1","0"
"*056mf*","Neal Maupay","BHA","F","99","RED","BHA 2<br/>@BUR 1 F","56.92","-","-","1","0","0","1","0","0","18","0","1","0"
"*04qr8*","Diogo Jota","WOL","M,F","138","FA","WOL 0<br/>@CHE 2 F","56.89","-","-","1","0","0","1","1","1","29","0","4","0"
"*0574a*","Giovani Lo Celso","TOT","M","228","PMP","TOT 1<br/>@CRY 1 F","56.88","-","-","1","0","0","0","0","0","6","1","4","0"
"*04qr3*","Ruben Vinagre","WOL","D,M","342","FA","WOL 0<br/>@CHE 2 F","56.88","-","-","1","0","0","0","2","0","7","0","2","0"
"*0452p*","Yan Valery","SOU","D,M","354","FA","SHU 1<br/>@SOU 3 F","56.8","-","-","1","0","0","0","0","0","8","0","6","0"
"*045c8*","Gabriel Jesus","MCI","F","43","RED","NOR 0<br/>@MCI 5 F","56.79","-","-","1","0","0","1","1","0","12","0","0","0"
"*02lmo*","Enda Stevens","SHU","D,M","80","MOV","SHU 1<br/>@SOU 3 F","56.76","-","-","1","0","0","0","0","0","22","0","3","0"
"*02m5m*","Ahmed El Mohamady","AVL","D","257","FA","AVL 1<br/>@WHU 1 F","56.66","-","-","1","0","0","0","0","0","5","1","4","0"
"*04p0d*","Dwight McNeil","BUR","M,F","70","FA","BHA 2<br/>@BUR 1 F","56.48","-","-","1","0","0","0","0","0","16","0","4","0"
"*03sgc*","Jordan Ayew","CRY","M,F","73","NIM","TOT 1<br/>@CRY 1 F","56.42","-","-","1","0","0","0","0","0","11","0","5","0"
