"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","KP","SOT","TkW","DPt2","AP","CoSF","AER","CSD"
"*02oq8*","James Ward-Prowse","SOU","M","21","ADB","LIV 4<br/>@SOU 4 F","81.74","-","-","38","9","74","20","37","6","1,638","26","44","0"
"*045c8*","Gabriel Jesus","ARS","F","22","RED","WOL 0<br/>@ARS 5 F","81.18","-","-","26","11","31","32","25","6","549","101","45","0"
"*03srg*","Trent Alexander-Arnold","LIV","D","24","SJB","LIV 4<br/>@SOU 4 F","79.36","-","-","37","2","71","8","40","5","1,817","36","20","13"
"*03v9d*","Son Heung-Min","TOT","M,F","25","ADB","TOT 4<br/>@LEE 1 F","78.32","-","-","36","10","61","40","12","2","644","69","9","0"
"*04fk1*","Pascal Gross","BHA","D,M,F","26","SJB","BHA 1<br/>@AVL 2 F","78.09","-","-","37","9","80","19","38","7","1,744","35","10","1"
"*0414o*","James Maddison","LEI","M,F","27","KLI","WHU 1<br/>@LEI 2 F","77.98","-","-","30","10","69","29","26","10","805","125","4","0"
"*05trb*","Bryan Mbeumo","BRF","M,F","29","LHO","MCI 0<br/>@BRF 1 F","76.94","-","-","38","9","51","33","18","5","596","68","35","0"
"*0554i*","Joelinton","NEW","M,F","30","KLI","NEW 1<br/>@CHE 1 F","76.6","-","-","32","6","26","20","49","12","1,012","87","66","0"
"*062ci*","Kaoru Mitoma","BHA","M","31","MOV","BHA 1<br/>@AVL 2 F","76.51","-","-","33","7","41","21","27","0","761","86","18","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","32","MOV","WOL 0<br/>@ARS 5 F","76.2","-","-","38","3","5","10","30","5","2,149","42","100","14"
"*04abb*","Phil Foden","MCI","M,F","33","ADB","MCI 0<br/>@BRF 1 F","76.19","-","-","32","11","43","22","10","1","864","69","19","0"
"*05o6h*","Kai Havertz","CHE","M,F","34","PMP","NEW 1<br/>@CHE 1 F","76.09","-","-","35","7","38","33","16","5","715","42","79","0"
"*04tig*","Fabian Schar","NEW","D","35","RED","NEW 1<br/>@CHE 1 F","75.73","-","-","36","1","19","15","22","7","1,411","31","112","14"
"*04qr9*","Morgan Gibbs-White","WOL/NOT","M,F","36","KLI","NOT 1<br/>@CRY 1 F","75.59","-","-","37","5","67","23","15","6","690","81","59","0"
"*02oox*","Kevin De Bruyne","MCI","M","37","PMP","MCI 0<br/>@BRF 1 F","75.49","-","-","32","7","98","21","12","1","1,097","61","13","0"
"*05u94*","Michael Olise","CRY","M,F","38","SJB","NOT 1<br/>@CRY 1 F","74.99","-","-","37","2","72","14","34","2","908","123","18","0"
"*03scr*","Aleksandar Mitrovic","FUL","F","39","KLI","FUL 1<br/>@MUN 2 F","74.92","-","-","24","14","16","35","7","7","296","63","100","0"
"*046c5*","Jarrod Bowen","WHU","M,F","40","MOV","WHU 1<br/>@LEI 2 F","74.67","-","-","38","6","48","24","16","2","520","105","34","0"
"*03dx7*","Ben Mee","BRF","D","41","KLI","MCI 0<br/>@BRF 1 F","74.52","-","-","37","3","8","7","24","2","1,278","27","132","12"
"*04yo6*","Miguel Almiron","NEW","M,F","43","ADB","NEW 1<br/>@CHE 1 F","74.14","-","-","34","11","26","21","30","2","788","67","6","0"
"*03sgc*","Jordan Ayew","CRY","M,F","44","RED","NOT 1<br/>@CRY 1 F","74","-","-","38","4","31","11","41","5","661","155","51","0"
"*04f67*","Philip Billing","BOU","M,F","45","KLI","BOU 0<br/>@EVE 1 F","73.97","-","-","36","7","26","18","36","5","800","61","52","0"
"*04abn*","Harvey Barnes","LEI","M,F","46","NIM","WHU 1<br/>@LEI 2 F","73.88","-","-","34","13","19","34","14","3","534","64","29","0"
"*0435m*","Granit Xhaka","ARS","M","47","RED","WOL 0<br/>@ARS 5 F","73.36","-","-","37","7","47","14","27","5","1,359","55","37","0"
"*0524k*","Rodri","MCI","M","48","NOAD","MCI 0<br/>@BRF 1 F","73.32","-","-","36","2","32","14","41","5","2,717","45","72","0"
"*063zg*","Pervis Estupinan","BHA","D,M","49","KLI","BHA 1<br/>@AVL 2 F","72.81","-","-","35","1","51","5","31","4","1,362","45","36","10"
"*0647t*","Lucas Paqueta","WHU","M","50","BAR","WHU 1<br/>@LEI 2 F","72.32","-","-","28","4","32","16","53","5","902","63","36","0"
"*0435t*","Ilkay Gundogan","MCI","M","51","LHO","MCI 0<br/>@BRF 1 F","72.06","-","-","31","8","37","20","18","0","1,359","41","20","0"
"*04p0d*","Dwight McNeil","EVE","D,M,F","52","SJB","BOU 0<br/>@EVE 1 F","71.71","-","-","36","7","49","15","41","5","577","74","14","0"
"*02oq6*","Luke Shaw","MUN","D","53","MOV","FUL 1<br/>@MUN 2 F","71.49","-","-","31","1","34","4","36","8","1,552","41","46","13"
"*038ze*","Alex Iwobi","EVE","D,M,F","54","MOV","BOU 0<br/>@EVE 1 F","71.3","-","-","38","2","64","15","37","2","1,097","70","10","0"
"*04e1e*","Ben White","ARS","D","55","NOAD","WOL 0<br/>@ARS 5 F","71.03","-","-","38","2","26","3","31","5","1,690","38","33","14"
"*04spp*","Douglas Luiz","AVL","M","56","MOV","BHA 1<br/>@AVL 2 F","70.97","-","-","37","6","45","12","42","9","1,467","66","25","0"
"*05tr1*","Ethan Pinnock","BRF","D","57","KLI","MCI 0<br/>@BRF 1 F","70.97","-","-","30","3","8","9","28","0","876","12","105","10"
"*05ylj*","Bruno Guimaraes","NEW","M","59","MOV","NEW 1<br/>@CHE 1 F","70.49","-","-","32","4","42","8","40","7","1,380","128","19","0"
"*05o4c*","Timothy Castagne","LEI","D,M","60","MOV","WHU 1<br/>@LEI 2 F","70.37","-","-","37","2","22","6","44","3","1,214","26","55","7"
"*02lsa*","Dan Burn","NEW","D","61","NIM","NEW 1<br/>@CHE 1 F","70.37","-","-","38","1","16","4","38","6","1,130","15","85","14"
"*0520r*","Leandro Trossard","BHA/ARS","M,F","62","PMP","WOL 0<br/>@ARS 5 F","70.28","-","-","36","8","46","23","13","1","679","59","7","0"
"*05rb8*","Moises Caicedo","BHA","D,M","63","NOAD","BHA 1<br/>@AVL 2 F","70.13","-","-","37","1","43","8","50","10","1,961","82","37","2"
"*03fgo*","Dominic Solanke","BOU","F","64","PMP","BOU 0<br/>@EVE 1 F","70.06","-","-","33","6","21","29","9","2","359","98","52","0"
"*051k3*","Jacob Ramsey","AVL","M","65","NIM","BHA 1<br/>@AVL 2 F","69.7","-","-","35","6","42","13","39","5","723","77","16","0"
"*02lm7*","Jack Grealish","MCI","M,F","66","PMP","MCI 0<br/>@BRF 1 F","69.32","-","-","28","5","50","16","16","4","866","123","14","0"
"*05oyq*","Said Benrahma","WHU","M,F","67","KLI","WHU 1<br/>@LEI 2 F","68.83","-","-","35","6","48","27","15","0","574","66","5","0"
"*051kl*","Emiliano Buendia","AVL","M,F","68","NIM","BHA 1<br/>@AVL 2 F","68.81","-","-","38","5","41","12","23","0","780","72","23","0"
"*04agz*","Declan Rice","WHU","M","69","RED","WHU 1<br/>@LEI 2 F","68.74","-","-","37","4","37","9","38","5","1,834","46","37","0"
"*0427d*","James Tarkowski","EVE","D","70","NOAD","BOU 0<br/>@EVE 1 F","68.64","-","-","38","1","15","9","26","6","1,316","32","120","9"
"*062a9*","Sven Botman","NEW","D","71","RED","NEW 1<br/>@CHE 1 F","68.57","-","-","36","0","9","7","24","2","1,522","13","77","14"
"*03vlj*","Virgil van Dijk","LIV","D","72","BAR","LIV 4<br/>@SOU 4 F","67.93","-","-","32","3","7","10","14","3","2,336","5","98","11"
"*03r8x*","Callum Wilson","NEW","F","73","MOV","NEW 1<br/>@CHE 1 F","67.91","-","-","31","18","23","35","3","4","159","43","21","0"
"*03gu5*","Andrew Robertson","LIV","D","75","ADB","LIV 4<br/>@SOU 4 F","67.53","-","-","34","0","52","4","21","3","1,545","27","22","13"
"*03yq8*","Demarai Gray","EVE","M,F","76","PMP","BOU 0<br/>@EVE 1 F","67.22","-","-","33","4","37","24","24","3","535","84","13","0"
"*04qfz*","Diogo Dalot","MUN","D","77","ADB","FUL 1<br/>@MUN 2 F","66.99","-","-","26","1","29","7","41","6","957","24","39","11"
"*04e1c*","Lewis Dunk","BHA","D","78","NOAD","BHA 1<br/>@AVL 2 F","66.98","-","-","36","1","9","3","19","4","2,900","31","69","12"
"*04tzt*","Jefferson Lerma","BOU","D,M","79","PMP","BOU 0<br/>@EVE 1 F","66.89","-","-","37","5","18","12","30","7","1,306","46","62","1"
"*05oeh*","Kenny Tete","FUL","D","80","NOAD","FUL 1<br/>@MUN 2 F","66.67","-","-","31","1","23","5","46","8","847","75","33","8"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","81","RED","TOT 4<br/>@LEE 1 F","66.48","-","-","35","4","30","9","30","5","1,998","67","27","0"
"*05os9*","Thomas Partey","ARS","D,M","82","ADB","WOL 0<br/>@ARS 5 F","66.29","-","-","33","3","26","4","40","5","1,712","58","37","1"
"*04spq*","Jack Harrison","LEE","M,F","83","BAR","TOT 4<br/>@LEE 1 F","66.07","-","-","36","5","55","14","17","2","662","85","5","0"
"*052ca*","Ezri Konsa","AVL","D","84","KLI","BHA 1<br/>@AVL 2 F","66.02","-","-","38","0","8","0","20","6","1,664","69","57","12"
"*04yo7*","Youri Tielemans","LEI","M","85","NIM","WHU 1<br/>@LEI 2 F","66.01","-","-","31","3","30","10","39","4","1,278","51","26","0"
"*04ge6*","Joe Willock","NEW","M","86","RED","NEW 1<br/>@CHE 1 F","65.54","-","-","35","3","40","17","30","1","756","60","16","0"
"*050jq*","Marc Guehi","CRY","D","87","SJB","NOT 1<br/>@CRY 1 F","65.26","-","-","37","1","10","6","27","8","1,881","54","54","9"
"*0327v*","Wilfried Zaha","CRY","M,F","88","BAR","NOT 1<br/>@CRY 1 F","65.07","-","-","27","7","26","22","20","5","491","132","6","0"
"*03dyp*","Riyad Mahrez","MCI","M,F","89","RED","MCI 0<br/>@BRF 1 F","64.76","-","-","30","5","51","13","14","2","897","67","9","0"
"*04yey*","Max Kilman","WOL","D","90","RED","WOL 0<br/>@ARS 5 F","64.71","-","-","37","0","4","1","20","3","1,745","31","86","11"
"*02lpn*","Eric Dier","TOT","D","91","FA","TOT 4<br/>@LEE 1 F","64.67","-","-","33","2","7","4","19","3","1,700","13","80","10"
"*043c1*","Oleksandr Zinchenko","ARS","D,M","92","RED","WOL 0<br/>@ARS 5 F","64.54","-","-","27","1","19","7","18","3","1,506","26","51","10"
"*04qr6*","Ruben Neves","WOL","M","94","MOV","WOL 0<br/>@ARS 5 F","64.51","-","-","35","6","32","16","43","12","1,708","37","25","0"
"*0558w*","William Saliba","ARS","D","95","LHO","WOL 0<br/>@ARS 5 F","63.75","-","-","27","2","6","3","20","4","1,697","22","53","12"
"*05tqz*","Rico Henry","BRF","D,M","96","FA","MCI 0<br/>@BRF 1 F","63.52","-","-","37","0","23","4","31","4","730","64","40","8"
"*05tr9*","Mathias Jensen","BRF","M","97","FA","MCI 0<br/>@BRF 1 F","63.31","-","-","37","5","48","7","35","5","921","49","11","0"
"*03rzp*","Antonee Robinson","FUL","D","98","PMP","FUL 1<br/>@MUN 2 F","63.27","-","-","35","0","21","0","38","8","1,127","62","40","9"
"*05gcp*","Tomas Soucek","WHU","M","99","LHO","WHU 1<br/>@LEI 2 F","63.19","-","-","36","2","15","13","37","3","702","18","114","0"
"*063zi*","Matheus Nunes","WOL","M","100","SJB","WOL 0<br/>@ARS 5 F","62.78","-","-","34","1","27","9","43","2","802","93","22","0"
"*061x2*","Darwin Nunez","LIV","F","101","FA","LIV 4<br/>@SOU 4 F","62.69","-","-","29","9","28","37","5","4","249","35","36","0"
"*037mo*","Willian","ARS/FUL","M,F","102","LHO","FUL 1<br/>@MUN 2 F","62.44","-","-","27","5","51","18","8","2","696","61","9","0"
"*062dt*","Joao Palhinha","FUL","M","103","NOAD","FUL 1<br/>@MUN 2 F","61.97","-","-","35","3","7","9","83","14","1,051","64","72","0"
"*05os8*","Joachim Andersen","CRY","D","104","ADB","NOT 1<br/>@CRY 1 F","61.62","-","-","32","1","12","9","22","8","1,547","21","87","8"
"*0642l*","Casemiro","MUN","M","105","NIM","FUL 1<br/>@MUN 2 F","61.54","-","-","28","4","28","11","46","13","1,109","33","56","0"
"*061ya*","Brennan Johnson","NOT","M,F","106","RED","NOT 1<br/>@CRY 1 F","61.42","-","-","38","8","28","27","20","6","277","54","18","0"
"*02lnx*","Danny Welbeck","BHA","F","108","FA","BHA 1<br/>@AVL 2 F","61.16","-","-","31","6","30","23","7","0","372","40","32","0"
"*063hu*","Amadou Onana","EVE","M","109","PMP","BOU 0<br/>@EVE 1 F","60.97","-","-","33","1","22","6","43","9","815","67","60","0"
"*05mzw*","Luke Ayling","LEE","D","110","SJB","TOT 4<br/>@LEE 1 F","60.87","-","-","29","2","12","5","37","3","603","48","47","4"
"*02oo1*","Ben Davies","TOT","D,M","111","SJB","TOT 4<br/>@LEE 1 F","60.73","-","-","31","2","20","5","11","4","983","22","70","7"
"*0639x*","Marcus Tavernier","BOU","M","112","NOAD","BOU 0<br/>@EVE 1 F","60.67","-","-","23","5","19","15","22","1","461","73","17","0"
"*0646f*","Alexander Isak","NEW","F","113","SJB","NEW 1<br/>@CHE 1 F","60.61","-","-","22","10","16","25","8","3","274","47","23","0"
"*05mxa*","Joel Veltman","BHA","D,M","114","FA","BHA 1<br/>@AVL 2 F","60.42","-","-","31","1","10","6","32","6","1,105","43","26","10"
"*062cn*","Julian Alvarez","MCI","M,F","115","LHO","MCI 0<br/>@BRF 1 F","60.22","-","-","31","9","18","22","16","0","388","35","8","0"
"*0649k*","Wout Faes","LEI","D","116","ADB","WHU 1<br/>@LEI 2 F","60.21","-","-","31","1","9","3","33","7","1,580","26","58","7"
"*067yv*","Cody Gakpo","LIV","F","117","NOAD","LIV 4<br/>@SOU 4 F","59.87","-","-","21","7","23","13","15","0","291","56","26","0"
"*04kj7*","Serge Aurier","TOT/NOT","D,M","118","BAR","NOT 1<br/>@CRY 1 F","59.29","-","-","24","1","10","3","41","2","534","35","46","6"
"*05nt7*","Thiago Silva","CHE","D","119","NOAD","NEW 1<br/>@CHE 1 F","59.17","-","-","27","0","5","2","27","2","1,854","16","62","6"
"*051k0*","John McGinn","AVL","M","120","SJB","BHA 1<br/>@AVL 2 F","58.69","-","-","34","1","18","11","36","7","791","111","22","0"
"*03dyl*","Jeffrey Schlupp","CRY","M","121","NOAD","NOT 1<br/>@CRY 1 F","58.52","-","-","34","3","18","9","46","7","645","63","26","0"
"*04gw7*","Jadon Sancho","MUN","M,F","122","FA","FUL 1<br/>@MUN 2 F","58.14","-","-","26","6","44","11","10","0","637","44","2","0"
"*056ir*","Adam Webster","BHA","D","124","LHO","BHA 1<br/>@AVL 2 F","57.95","-","-","27","0","6","2","12","2","1,485","9","60","11"
"*02lkp*","Raheem Sterling","CHE","M,F","125","MOV","NEW 1<br/>@CHE 1 F","57.85","-","-","28","6","34","18","10","4","497","71","5","0"
"*03rec*","Tyrone Mings","AVL","D","126","BAR","BHA 1<br/>@AVL 2 F","57.48","-","-","35","1","5","2","7","7","1,610","28","62","12"
"*03rxa*","Idrissa Gueye","EVE","M","127","BAR","BOU 0<br/>@EVE 1 F","57.34","-","-","33","0","12","6","57","7","1,022","69","27","0"
"*0329y*","Joel Ward","CRY","D","128","LHO","NOT 1<br/>@CRY 1 F","57.26","-","-","28","1","9","2","36","6","756","18","58","8"
"*0649j*","Manuel Akanji","MCI","D","129","SJB","MCI 0<br/>@BRF 1 F","57.17","-","-","29","0","7","3","25","2","1,886","18","24","10"
"*037mt*","Harrison Reed","FUL","M","130","FA","FUL 1<br/>@MUN 2 F","56.97","-","-","37","3","35","8","27","5","971","31","30","0"
"*05nuh*","Robin Koch","LEE","D,M","131","NIM","TOT 4<br/>@LEE 1 F","56.8","-","-","36","0","6","4","30","7","1,229","18","111","5"
"*062pl*","Lisandro Martinez","MUN","D","132","FA","FUL 1<br/>@MUN 2 F","56.47","-","-","27","1","6","1","28","6","1,325","24","32","11"
"*03jly*","Andreas Pereira","FUL","M","133","FA","FUL 1<br/>@MUN 2 F","56.4","-","-","33","4","60","23","9","8","630","48","9","0"
"*02m6x*","Tim Ream","FUL","D","134","FA","FUL 1<br/>@MUN 2 F","56.36","-","-","33","1","3","2","16","2","1,654","17","48","8"
"*05ybq*","Vitalii Mykolenko","EVE","D,M","135","FA","BOU 0<br/>@EVE 1 F","56.14","-","-","34","0","19","3","34","4","756","32","26","8"
"*05ylx*","Dejan Kulusevski","TOT","M,F","136","ADB","TOT 4<br/>@LEE 1 F","56.05","-","-","30","2","47","10","15","2","558","75","4","0"
"*04fk6*","Bernardo Silva","MCI","M,F","137","FA","MCI 0<br/>@BRF 1 F","55.74","-","-","34","4","31","10","23","5","1,263","43","4","0"
"*05gcq*","Daniel Podence","WOL","M,F","138","FA","WOL 0<br/>@ARS 5 F","55.64","-","-","32","6","36","18","17","5","418","47","6","0"
"*03vll*","Michail Antonio","WHU","F","139","BAR","WHU 1<br/>@LEI 2 F","55.49","-","-","33","5","15","13","7","2","175","70","50","0"
"*061ve*","Ryan Christie","BOU","M,F","140","KLI","BOU 0<br/>@EVE 1 F","55.21","-","-","32","1","30","9","22","2","507","82","16","0"
"*05akv*","Tyrick Mitchell","CRY","D","142","MOV","NOT 1<br/>@CRY 1 F","54.78","-","-","36","0","15","1","49","8","867","27","25","8"
"*04s8k*","Jorginho","CHE/ARS","M","143","NIM","WOL 0<br/>@ARS 5 F","54.77","-","-","32","2","12","3","36","4","1,389","49","18","0"
"*05omu*","Ruben Dias","MCI","D","144","KLI","MCI 0<br/>@BRF 1 F","54.76","-","-","26","0","3","2","13","3","1,921","15","44","10"
"*05ojg*","Nelson Semedo","WOL","D,M","145","FA","WOL 0<br/>@ARS 5 F","54.55","-","-","36","0","11","0","42","14","988","57","30","10"
"*05uoc*","Cristian Romero","TOT","D","146","PMP","TOT 4<br/>@LEE 1 F","54.44","-","-","27","0","8","2","36","12","1,389","25","57","8"
"*02yl5*","John Stones","MCI","D,M","147","KLI","MCI 0<br/>@BRF 1 F","54.38","-","-","23","2","8","3","13","2","1,409","14","33","8"
"*0649i*","Antony","MUN","M,F","148","FA","FUL 1<br/>@MUN 2 F","54.3","-","-","25","4","28","24","9","5","636","56","5","0"
"*0570n*","Joao Cancelo","MCI","D","149","FA","","54.28","-","-","17","2","12","3","21","6","950","48","27","6"
"*05a6e*","Neco Williams","NOT","D,M","150","FA","NOT 1<br/>@CRY 1 F","54.16","-","-","31","1","15","7","47","7","403","46","17","6"
"*04ug0*","Sean Longstaff","NEW","M","151","FA","NEW 1<br/>@CHE 1 F","54.13","-","-","33","1","23","7","21","2","931","47","24","0"
"*02y6o*","Nathan Ake","MCI","D","152","FA","MCI 0<br/>@BRF 1 F","54.08","-","-","26","1","9","2","12","2","1,554","17","36","8"
"*05w9m*","Emerson Royal","TOT","D,M","153","FA","TOT 4<br/>@LEE 1 F","53.81","-","-","26","2","9","7","33","5","716","48","28","2"
"*05tre*","Vitaly Janelt","BRF","M","154","FA","MCI 0<br/>@BRF 1 F","53.76","-","-","35","3","16","5","27","3","790","30","33","1"
"*03dxq*","Danny Ings","AVL/WHU","F","155","FA","WHU 1<br/>@LEI 2 F","53.31","-","-","35","8","15","18","13","4","206","30","25","0"
"*05w9q*","Odsonne Edouard","CRY","F","156","SJB","NOT 1<br/>@CRY 1 F","52.72","-","-","35","5","17","15","13","3","295","33","41","0"
"*03ena*","Aaron Cresswell","WHU","D","157","RED","WHU 1<br/>@LEI 2 F","52.56","-","-","28","0","40","1","11","3","912","11","28","8"
"*05uor*","Yoane Wissa","BRF","M,F","158","FA","MCI 0<br/>@BRF 1 F","52.56","-","-","38","7","13","15","12","3","236","46","24","0"
"*05u7f*","Ibrahima Konate","LIV","D","159","MOV","LIV 4<br/>@SOU 4 F","52.48","-","-","18","0","1","3","26","5","985","25","46","7"
"*05uns*","Leon Bailey","AVL","M,F","160","FA","BHA 1<br/>@AVL 2 F","52.41","-","-","33","4","30","14","6","4","305","63","24","0"
"*03arh*","Kurt Zouma","WHU","D","161","FA","WHU 1<br/>@LEI 2 F","52.32","-","-","25","2","1","6","4","0","698","9","56","7"
"*04qos*","Issa Diop","WHU/FUL","D","162","FA","FUL 1<br/>@MUN 2 F","52.13","-","-","25","1","2","2","19","2","1,215","11","33","8"
"*05up6*","Raphael Varane","MUN","D","163","MOV","FUL 1<br/>@MUN 2 F","51.94","-","-","24","0","4","4","9","1","951","9","42","10"
"*03r93*","Joseph Gomez","LIV","D","164","FA","LIV 4<br/>@SOU 4 F","51.69","-","-","21","0","1","2","21","3","1,144","8","46","8"
"*063e7*","Marcos Senesi","BOU","D","166","FA","BOU 0<br/>@EVE 1 F","51.35","-","-","31","2","5","3","35","7","1,051","21","27","5"
"*061yd*","Ivan Perisic","TOT","M","167","FA","TOT 4<br/>@LEE 1 F","51.25","-","-","34","1","48","8","24","6","565","26","34","0"
"*05opk*","Vladimir Coufal","WHU","D,M","168","FA","WHU 1<br/>@LEI 2 F","51.21","-","-","27","0","26","1","31","5","533","24","40","5"
"*02lny*","Ashley Young","AVL","D","169","RED","BHA 1<br/>@AVL 2 F","51.18","-","-","29","1","14","3","27","7","749","36","14","9"
"*062ed*","Rasmus Kristensen","LEE","D","170","PMP","TOT 4<br/>@LEE 1 F","51.12","-","-","26","3","9","5","35","4","577","13","34","3"
"*061xw*","Joe Worrall","NOT","D","171","FA","NOT 1<br/>@CRY 1 F","50.95","-","-","30","1","5","2","25","6","859","7","55","7"
"*04rzl*","Taiwo Awoniyi","NOT","F","172","PMP","NOT 1<br/>@CRY 1 F","50.83","-","-","27","10","10","15","10","2","142","26","20","0"
"*062ir*","Clement Lenglet","TOT","D","173","SJB","TOT 4<br/>@LEE 1 F","50.65","-","-","26","0","6","2","23","4","1,258","24","43","4"
"*04qr8*","Diogo Jota","LIV","M,F","174","BAR","LIV 4<br/>@SOU 4 F","50.62","-","-","22","7","17","11","15","2","283","29","18","0"
"*051k7*","Reece James","CHE","D,M","175","FA","NEW 1<br/>@CHE 1 F","50.37","-","-","16","1","21","4","20","4","773","40","23","3"
"*061vj*","Kieffer Moore","BOU","F","176","FA","BOU 0<br/>@EVE 1 F","50.37","-","-","27","4","5","9","11","1","210","32","68","0"
"*037wp*","Christian Eriksen","MUN","M","177","LHO","FUL 1<br/>@MUN 2 F","50.36","-","-","28","1","36","12","18","3","1,177","18","9","0"
"*04adp*","Aaron Wan-Bissaka","MUN","D","178","FA","FUL 1<br/>@MUN 2 F","50.36","-","-","19","0","15","2","25","2","589","19","13","10"
"*04xjr*","Harvey Elliott","LIV","M","179","FA","LIV 4<br/>@SOU 4 F","50.19","-","-","32","1","26","12","18","2","793","44","4","0"
"*051k8*","Conor Gallagher","CHE","M,F","180","LHO","NEW 1<br/>@CHE 1 F","50.19","-","-","35","3","21","11","33","12","684","58","19","0"
"*05w9i*","Marc Cucurella","CHE","D,M","181","FA","NEW 1<br/>@CHE 1 F","50.16","-","-","24","0","11","0","33","4","942","26","16","6"
"*04mdn*","Anthony Gordon","EVE/NEW","M,F","182","FA","NEW 1<br/>@CHE 1 F","50.11","-","-","32","4","14","18","34","7","349","41","9","0"
"*052cd*","Mason Mount","CHE","M,F","183","FA","NEW 1<br/>@CHE 1 F","49.64","-","-","24","3","30","9","19","4","565","43","9","0"
"*02lk5*","Jordan Henderson","LIV","M","184","RED","LIV 4<br/>@SOU 4 F","49.46","-","-","35","0","31","6","23","2","1,312","21","11","0"
"*02lp9*","Kyle Walker","MCI","D","185","FA","MCI 0<br/>@BRF 1 F","49.43","-","-","27","0","6","1","9","3","1,548","23","23","9"
"*062ot*","Cheick Doucoure","CRY","M","186","FA","NOT 1<br/>@CRY 1 F","49.4","-","-","34","0","26","7","46","12","1,036","28","30","0"
"*03yeg*","Tosin Adarabioyo","FUL","D","187","ADB","FUL 1<br/>@MUN 2 F","49.12","-","-","25","1","6","4","13","4","1,058","10","59","3"
"*063zh*","Thilo Kehrer","WHU","D","188","FA","WHU 1<br/>@LEI 2 F","48.96","-","-","27","0","8","1","24","4","849","20","36","6"
"*04rd0*","Bobby De Cordova-Reid","FUL","D,M,F","189","FA","FUL 1<br/>@MUN 2 F","48.88","-","-","36","4","19","10","24","8","566","40","12","2"
"*02m4d*","Craig Dawson","WHU/WOL","D","190","FA","WOL 0<br/>@ARS 5 F","48.66","-","-","25","1","2","3","12","6","1,019","16","48","7"
"*068ym*","Enzo Fernandez","CHE","M","192","RED","NEW 1<br/>@CHE 1 F","48.17","-","-","18","0","20","3","27","3","1,266","39","7","0"
"*04mup*","Trevoh Chalobah","CHE","D","193","FA","NEW 1<br/>@CHE 1 F","48.12","-","-","25","0","4","2","20","4","1,011","16","31","7"
"*02lpl*","Seamus Coleman","EVE","D,M","194","FA","BOU 0<br/>@EVE 1 F","48.06","-","-","23","1","4","2","26","1","455","37","18","5"
"*05ylw*","Rodrigo Bentancur","TOT","M","195","FA","TOT 4<br/>@LEE 1 F","47.95","-","-","18","5","11","9","28","8","730","29","15","0"
"*03v6t*","Ben Chilwell","CHE","D,M","196","ADB","NEW 1<br/>@CHE 1 F","47.87","-","-","23","2","21","4","17","3","632","31","26","1"
"*05oh2*","Thiago Alcantara","LIV","M","197","FA","LIV 4<br/>@SOU 4 F","47.77","-","-","18","0","17","1","24","2","939","46","14","0"
