"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","A","SOT","TkW","DPt2","AP","Int","BR","CSD"
"*0521z*","James Justin","LEI","D,M","263","SJB","MUN 2<br/>@LEI 0 F","43.34","-","-","13","0","1","0","17","1","563","11","64","4"
"*03sd5*","Manuel Lanzini","WHU","M,F","264","FA","AVL 1<br/>@WHU 1 F","43.32","-","-","24","0","2","7","9","1","657","10","81","0"
"*03hvn*","Javier Manquillo","NEW","D,M","265","FA","LIV 3<br/>@NEW 1 F","43.14","-","-","21","0","1","0","26","5","358","18","83","5"
"*037sc*","Erik Lamela","TOT","M,F","266","FA","TOT 1<br/>@CRY 1 F","43.09","-","-","25","2","1","10","20","3","453","8","74","0"
"*0436h*","Lys Mousset","SHU","F","267","FA","SHU 1<br/>@SOU 3 F","43.06","-","-","30","6","4","9","5","1","168","4","47","0"
"*03r8t*","Matt Ritchie","NEW","D,M","268","FA","LIV 3<br/>@NEW 1 F","42.87","-","-","18","2","1","8","15","4","391","14","78","2"
"*05795*","Dennis Praet","LEI","M","269","FA","MUN 2<br/>@LEI 0 F","42.83","-","-","27","1","2","3","18","2","443","17","74","0"
"*046c5*","Jarrod Bowen","HUL/WHU","M,F","270","FA","AVL 1<br/>@WHU 1 F","42.75","-","-","13","1","4","7","15","0","164","16","55","0"
"*05292*","Jack Stacey","BOU","D","271","FA","BOU 3<br/>@EVE 1 F","42.66","-","-","19","0","2","2","11","2","445","18","88","2"
"*046v3*","Roberto Pereyra","WAT","M,F","272","FA","WAT 2<br/>@ARS 3 F","42.65","-","-","28","3","0","9","8","4","522","14","98","0"
"*0326y*","Hector Bellerin","ARS","D,M","273","FA","WAT 2<br/>@ARS 3 F","42.5","-","-","15","1","0","2","13","2","468","19","54","4"
"*03g40*","Kelechi Iheanacho","LEI","F","274","FA","MUN 2<br/>@LEI 0 F","42.44","-","-","20","5","3","20","1","1","216","3","25","0"
"*02ope*","Olivier Giroud","CHE","F","275","PMP","WOL 0<br/>@CHE 2 F","42.43","-","-","18","8","0","19","3","1","204","2","22","0"
"*02m08*","Grant Hanley","NOR","D","276","FA","NOR 0<br/>@MCI 5 F","42.35","-","-","15","0","0","2","15","4","545","31","56","3"
"*04s1e*","Andriy Yarmolenko","WHU","M,F","277","FA","AVL 1<br/>@WHU 1 F","42.33","-","-","23","5","1","13","8","2","325","6","49","0"
"*052i4*","Bjorn Engels","AVL","D","278","FA","AVL 1<br/>@WHU 1 F","42.13","-","-","17","1","0","1","6","1","545","28","53","2"
"*03r8x*","Callum Wilson","BOU","F","279","FA","BOU 3<br/>@EVE 1 F","41.97","-","-","35","8","1","21","9","10","329","4","70","0"
"*03dyl*","Jeffrey Schlupp","CRY","D,M","280","FA","TOT 1<br/>@CRY 1 F","41.76","-","-","17","3","1","10","9","2","238","13","42","3"
"*0381p*","Mesut Ozil","ARS","M,F","281","FA","WAT 2<br/>@ARS 3 F","41.74","-","-","18","1","2","3","8","1","738","5","71","0"
"*02lv9*","James Milner","LIV","D,M","283","FA","LIV 3<br/>@NEW 1 F","41.64","-","-","22","2","2","4","10","4","650","7","63","2"
"*04ug0*","Sean Longstaff","NEW","M","284","FA","LIV 3<br/>@NEW 1 F","41.6","-","-","23","1","1","7","19","5","500","19","73","0"
"*02lpn*","Eric Dier","TOT","D,M","285","SJB","TOT 1<br/>@CRY 1 F","41.43","-","-","19","0","2","1","12","5","738","21","59","2"
"*02t1j*","Calum Chambers","ARS","D,M","286","FA","WAT 2<br/>@ARS 3 F","41.33","-","-","14","1","1","2","10","5","656","16","69","3"
"*051kn*","Tom Trybull","NOR","M","287","FA","NOR 0<br/>@MCI 5 F","41.33","-","-","16","0","0","2","25","2","566","16","63","0"
"*02oo1*","Ben Davies","TOT","D","288","ADB","TOT 1<br/>@CRY 1 F","40.93","-","-","18","0","0","1","15","6","610","22","61","5"
"*058vf*","Steven Alzate","BHA","D,M,F","289","FA","BHA 2<br/>@BUR 1 F","40.72","-","-","19","0","0","3","19","1","506","14","75","0"
"*03zsq*","Kyle Walker-Peters","TOT/SOU","D","290","FA","SHU 1<br/>@SOU 3 F","40.72","-","-","13","0","0","0","13","1","429","17","75","3"
"*03fgo*","Dominic Solanke","BOU","F","291","FA","BOU 3<br/>@EVE 1 F","40.53","-","-","32","3","1","8","4","1","300","8","83","0"
"*04mqv*","Emerson","CHE","D,M","292","FA","WOL 0<br/>@CHE 2 F","40.41","-","-","15","0","0","7","12","3","611","18","59","1"
"*0435s*","Joel Matip","LIV","D","293","FA","LIV 3<br/>@NEW 1 F","40.27","-","-","9","1","0","1","9","0","466","12","51","3"
"*043qy*","Lewis Cook","BOU","M","294","FA","BOU 3<br/>@EVE 1 F","40.11","-","-","27","0","0","2","14","5","567","17","109","0"
"*032f5*","Paul Dummett","NEW","D","295","FA","LIV 3<br/>@NEW 1 F","40","-","-","16","0","0","2","17","2","322","23","54","3"
"*045yy*","Arthur Masuaku","WHU","D","296","FA","AVL 1<br/>@WHU 1 F","39.96","-","-","17","0","1","2","23","7","404","14","74","5"
"*02lzn*","Theo Walcott","EVE","M,F","297","FA","BOU 3<br/>@EVE 1 F","39.92","-","-","25","2","3","10","8","1","244","8","51","0"
"*051wl*","Wesley","AVL","F","298","FA","AVL 1<br/>@WHU 1 F","39.9","-","-","21","5","1","18","8","3","263","4","26","0"
"*02los*","Shane Long","SOU","F","299","FA","SHU 1<br/>@SOU 3 F","39.83","-","-","26","2","2","14","10","0","206","4","43","0"
"*059j3*","Brandon Williams","MUN","D,M","300","FA","MUN 2<br/>@LEI 0 F","39.78","-","-","17","1","0","2","15","6","465","16","68","5"
"*04e1k*","Solly March","BHA","M,F","301","FA","BHA 2<br/>@BUR 1 F","39.68","-","-","19","0","1","8","12","2","382","20","63","0"
"*03rle*","Christian Fuchs","LEI","D","302","FA","MUN 2<br/>@LEI 0 F","39.61","-","-","11","0","0","1","9","0","455","17","45","3"
"*04u6l*","Andre Gomes","EVE","M","303","FA","BOU 3<br/>@EVE 1 F","39.25","-","-","19","0","1","0","15","6","721","7","122","0"
"*0522s*","Che Adams","SOU","F","304","FA","SHU 1<br/>@SOU 3 F","39.05","-","-","30","4","2","10","4","0","161","2","51","0"
"*04ylt*","Chris Mepham","BOU","D","305","FA","BOU 3<br/>@EVE 1 F","38.95","-","-","12","1","0","2","9","1","433","17","54","1"
"*032ah*","Dejan Lovren","LIV","D","307","FA","LIV 3<br/>@NEW 1 F","38.32","-","-","10","0","1","1","8","1","566","10","51","2"
"*02lls*","Marc Albrighton","LEI","M,F","308","FA","MUN 2<br/>@LEI 0 F","38.12","-","-","20","0","3","2","17","2","306","10","67","0"
"*05gcs*","Sander Berge","SHU","M","309","FA","SHU 1<br/>@SOU 3 F","37.93","-","-","14","1","1","2","15","0","294","10","56","0"
"*05746*","Emil Krafth","NEW","D","310","FA","LIV 3<br/>@NEW 1 F","37.89","-","-","17","0","1","0","12","0","254","8","43","5"
"*03819*","Mamadou Sakho","CRY","D","311","FA","TOT 1<br/>@CRY 1 F","37.89","-","-","14","0","0","0","5","4","472","20","67","3"
"*05749*","Kieran Tierney","ARS","D,M","312","FA","WAT 2<br/>@ARS 3 F","37.73","-","-","15","1","1","2","16","2","346","9","60","1"
"*02llz*","Ciaran Clark","NEW","D","313","FA","LIV 3<br/>@NEW 1 F","37.73","-","-","14","2","0","4","12","3","249","11","46","4"
"*02m2y*","Neil Taylor","AVL","D","314","FA","AVL 1<br/>@WHU 1 F","37.35","-","-","14","0","0","0","11","2","330","20","56","3"
"*02m38*","Ryan Bennett","WOL/LEI","D","315","FA","MUN 2<br/>@LEI 0 F","37.02","-","-","16","0","0","0","6","2","342","16","54","5"
"*056iy*","Pedro Neto","WOL","F","316","FA","WOL 0<br/>@CHE 2 F","36.99","-","-","29","3","3","6","4","3","291","6","53","0"
"*04mi4*","Callum Hudson-Odoi","CHE","M,F","317","FA","WOL 0<br/>@CHE 2 F","36.96","-","-","22","1","5","4","4","1","354","5","32","0"
"*03yq8*","Demarai Gray","LEI","M,F","318","FA","MUN 2<br/>@LEI 0 F","36.96","-","-","21","2","3","8","6","1","254","5","35","0"
"*03uln*","Pedro","CHE","M,F","319","FA","WOL 0<br/>@CHE 2 F","36.62","-","-","11","1","1","10","7","1","262","9","52","0"
"*02lmz*","Tom Cleverley","WAT","M","320","FA","WAT 2<br/>@ARS 3 F","36.29","-","-","18","1","0","5","15","2","358","10","51","0"
"*04ge6*","Joe Willock","ARS","M","321","FA","WAT 2<br/>@ARS 3 F","36.27","-","-","29","1","1","5","16","2","284","4","62","0"
"*03dxr*","Ashley Barnes","BUR","F","323","FA","BHA 2<br/>@BUR 1 F","35.99","-","-","19","6","0","12","5","4","137","6","37","0"
"*04k4j*","Aaron Connolly","BHA","F","324","FA","BHA 2<br/>@BUR 1 F","35.77","-","-","24","3","1","14","6","0","113","0","31","0"
"*02m7d*","Nathaniel Chalobah","WAT","M","325","FA","WAT 2<br/>@ARS 3 F","35.71","-","-","22","0","1","0","11","1","255","18","64","0"
"*02lm3*","Fabian Delph","EVE","D,M","326","FA","BOU 3<br/>@EVE 1 F","35.51","-","-","16","0","0","0","12","6","676","15","94","0"
"*051kj*","Mario Vrancic","NOR","M","327","FA","NOR 0<br/>@MCI 5 F","35.49","-","-","20","1","0","3","16","3","354","10","46","0"
"*03pie*","Divock Origi","LIV","F","328","FA","LIV 3<br/>@NEW 1 F","35.3","-","-","28","4","1","6","9","1","139","4","28","0"
"*0329o*","Dwight Gayle","NEW","F","329","FA","LIV 3<br/>@NEW 1 F","35.26","-","-","20","4","2","10","10","2","100","2","17","0"
"*056iz*","Moise Kean","EVE","F","330","FA","BOU 3<br/>@EVE 1 F","35.22","-","-","29","2","2","13","6","1","96","5","32","0"
"*04ru2*","Bernardo","BHA","D,M","331","FA","BHA 2<br/>@BUR 1 F","35.02","-","-","14","0","0","2","16","1","243","6","49","2"
"*0522r*","Moussa Djenepo","SOU","M","332","FA","SHU 1<br/>@SOU 3 F","34.61","-","-","18","2","2","8","21","7","177","9","48","0"
"*02rn4*","Junior Stanislas","BOU","M","333","FA","BOU 3<br/>@EVE 1 F","34.56","-","-","15","3","0","7","7","1","200","4","43","0"
"*039vh*","Nabil Bentaleb","TOT/NEW","M","334","FA","LIV 3<br/>@NEW 1 F","34.56","-","-","12","0","0","0","13","2","348","19","46","0"
"*04lax*","Hamza Choudhury","LEI","M","335","FA","MUN 2<br/>@LEI 0 F","34.43","-","-","20","1","1","2","8","5","427","24","51","0"
"*051kk*","Moritz Leitner","NOR","M","336","FA","NOR 0<br/>@MCI 5 F","34.42","-","-","9","0","0","0","9","1","492","9","56","0"
"*03m1q*","DeAndre Yedlin","NEW","D","337","FA","LIV 3<br/>@NEW 1 F","34.13","-","-","16","1","0","1","13","3","183","10","38","4"
"*04gyz*","Jairo Riedewald","CRY","D,M","338","FA","TOT 1<br/>@CRY 1 F","34.12","-","-","17","0","0","0","10","0","249","17","47","0"
"*052h5*","Gabriel Martinelli","ARS","M,F","339","FA","WAT 2<br/>@ARS 3 F","33.49","-","-","14","3","0","5","15","1","81","3","34","0"
"*03fgq*","Daryl Janmaat","WAT","D","340","FA","WAT 2<br/>@ARS 3 F","33.42","-","-","8","0","1","0","10","1","204","7","38","3"
"*04qr3*","Ruben Vinagre","WOL","D,M","342","FA","WOL 0<br/>@CHE 2 F","33.25","-","-","16","0","0","0","13","1","186","11","45","2"
"*05g49*","Lukas Rupp","NOR","M","343","FA","NOR 0<br/>@MCI 5 F","32.99","-","-","12","0","0","2","9","1","202","15","56","0"
"*02ook*","Adrian Mariappa","WAT","D","344","FA","WAT 2<br/>@ARS 3 F","32.99","-","-","20","0","0","0","14","7","338","11","49","5"
"*05gcn*","Steven Bergwijn","TOT","M,F","345","FA","TOT 1<br/>@CRY 1 F","32.9","-","-","14","3","1","4","6","2","210","1","39","0"
"*05a6d*","Tariq Lamptey","CHE/BHA","D,M","346","FA","BHA 2<br/>@BUR 1 F","32.78","-","-","9","0","1","0","8","2","150","16","33","3"
"*04356*","Florian Lejeune","NEW","D","347","FA","LIV 3<br/>@NEW 1 F","32.77","-","-","6","2","0","3","2","0","136","10","35","1"
"*02lnx*","Danny Welbeck","WAT","M,F","348","FA","WAT 2<br/>@ARS 3 F","32.68","-","-","18","2","0","9","6","0","124","5","27","0"
"*04mmx*","Michael Obafemi","SOU","F","349","FA","SHU 1<br/>@SOU 3 F","32.62","-","-","21","3","2","5","3","1","110","6","23","0"
"*047j1*","Sofiane Boufal","SOU","M,F","350","FA","SHU 1<br/>@SOU 3 F","32.48","-","-","20","0","2","7","8","2","223","4","45","0"
"*03r8h*","Simon Francis","BOU","D","351","FA","BOU 3<br/>@EVE 1 F","32.31","-","-","15","0","0","0","9","6","393","20","62","1"
"*03dy4*","Wes Morgan","LEI","D","352","FA","MUN 2<br/>@LEI 0 F","32.18","-","-","11","0","0","2","1","0","217","7","16","5"
"*02t1p*","Billy Sharp","SHU","F","353","FA","SHU 1<br/>@SOU 3 F","32.05","-","-","25","3","2","7","5","4","157","1","45","0"
"*0452p*","Yan Valery","SOU","D,M","354","FA","SHU 1<br/>@SOU 3 F","31.93","-","-","11","0","0","2","7","1","125","13","45","2"
"*02m7z*","Juan Mata","MUN","M,F","355","FA","MUN 2<br/>@LEI 0 F","31.45","-","-","19","0","2","2","3","1","445","0","33","0"
"*03632*","Matej Vydra","BUR","F","356","FA","BHA 2<br/>@BUR 1 F","31.27","-","-","19","2","1","10","3","0","101","1","16","0"
"*02opy*","Adam Lallana","LIV","M","357","FA","LIV 3<br/>@NEW 1 F","31.22","-","-","15","1","1","1","9","1","228","5","31","0"
"*02lni*","Jesse Lingard","MUN","M,F","358","MOV","MUN 2<br/>@LEI 0 F","30.97","-","-","22","1","0","6","8","3","343","3","37","0"
"*04tsd*","Japhet Tanganga","TOT","D","359","FA","TOT 1<br/>@CRY 1 F","30.96","-","-","6","0","0","1","9","1","163","11","27","2"
"*055c0*","Ben Osborn","SHU","M","360","FA","SHU 1<br/>@SOU 3 F","30.96","-","-","13","0","0","1","10","0","164","6","43","0"
"*03dda*","Christian Atsu","NEW","M","361","FA","LIV 3<br/>@NEW 1 F","30.62","-","-","19","0","3","1","8","2","159","5","42","0"
"*0328o*","Robbie Brady","BUR","M","362","FA","BHA 2<br/>@BUR 1 F","30.6","-","-","17","1","2","1","9","1","96","5","36","0"
"*05gcx*","Josh Brownhill","BUR","M","364","FA","BHA 2<br/>@BUR 1 F","30.51","-","-","10","0","0","0","8","2","273","14","43","0"
"*02w6v*","Christian Benteke","CRY","F","365","FA","TOT 1<br/>@CRY 1 F","30.27","-","-","24","2","1","19","5","7","183","4","24","0"
"*052ju*","Matty Longstaff","NEW","M","366","FA","LIV 3<br/>@NEW 1 F","30.25","-","-","9","2","0","2","1","1","205","5","38","0"
"*04toz*","Max Meyer","CRY","M","367","FA","TOT 1<br/>@CRY 1 F","30.21","-","-","17","0","0","2","11","1","157","7","27","0"
"*03rn2*","Jose Holebas","WAT","D","368","FA","WAT 2<br/>@ARS 3 F","30.19","-","-","14","0","0","3","15","5","303","3","44","2"
"*04ge8*","Reiss Nelson","ARS","M,F","369","FA","WAT 2<br/>@ARS 3 F","29.94","-","-","17","1","0","4","8","1","177","3","30","0"
"*02lkj*","Jack Robinson","QPR/SHU","D","370","FA","SHU 1<br/>@SOU 3 F","29.58","-","-","6","0","0","0","5","0","197","8","30","1"
"*044ej*","Johann Gudmundsson","BUR","M","371","FA","BHA 2<br/>@BUR 1 F","29.57","-","-","12","1","1","2","2","0","118","7","31","0"
"*03dxa*","Kevin Long","BUR","D","372","FA","BHA 2<br/>@BUR 1 F","29.31","-","-","8","0","0","0","5","0","148","4","23","3"
"*0554t*","William Smallbone","SOU","M,F","373","FA","SHU 1<br/>@SOU 3 F","29.29","-","-","9","0","2","0","5","0","173","1","32","0"
"*03ys6*","Timm Klose","NOR","D","374","FA","NOR 0<br/>@MCI 5 F","29.23","-","-","7","0","0","0","2","0","333","7","30","0"
"*02ljq*","Andy Carroll","NEW","F","375","FA","LIV 3<br/>@NEW 1 F","29.07","-","-","19","0","4","3","3","1","127","2","15","0"
"*044nm*","Rob Holding","ARS","D","376","FA","WAT 2<br/>@ARS 3 F","28.96","-","-","8","0","0","0","2","1","306","5","22","2"
"*051km*","Marco Stiepermann","NOR","M","377","FA","NOR 0<br/>@MCI 5 F","28.96","-","-","24","0","0","6","8","6","289","5","56","0"
"*055sf*","Arnaut Danjuma Groeneveld","BOU","M,F","378","FA","BOU 3<br/>@EVE 1 F","28.94","-","-","14","0","0","4","2","0","179","8","29","0"
"*0427g*","Andre Gray","WAT","F","379","FA","WAT 2<br/>@ARS 3 F","28.67","-","-","23","2","0","7","3","1","98","1","26","0"
"*043by*","Nampalys Mendy","LEI","M","380","FA","MUN 2<br/>@LEI 0 F","28.58","-","-","7","0","0","1","5","0","190","6","32","0"
"*0329s*","Glenn Murray","BHA","F","381","FA","BHA 2<br/>@BUR 1 F","28.32","-","-","23","1","1","5","2","0","103","1","17","0"
"*04mdn*","Anthony Gordon","EVE","M,F","382","FA","BOU 3<br/>@EVE 1 F","27.99","-","-","11","0","1","1","7","0","89","8","18","0"
"*05l27*","Jarrad Branthwaite","EVE","D","383","FA","BOU 3<br/>@EVE 1 F","27.87","-","-","4","0","0","0","7","0","196","2","18","1"
"*02lpz*","Phil Jagielka","SHU","D","384","FA","SHU 1<br/>@SOU 3 F","27.8","-","-","6","0","0","0","4","0","60","4","16","4"
"*05a6e*","Neco Williams","LIV","D","386","FA","LIV 3<br/>@NEW 1 F","27.7","-","-","6","0","0","1","3","1","135","9","16","2"
"*04t92*","Alireza Jahanbakhsh","BHA","M,F","387","FA","BHA 2<br/>@BUR 1 F","27.67","-","-","10","2","0","2","4","0","84","3","16","0"
"*02lpe*","Leighton Baines","EVE","D","388","FA","BOU 3<br/>@EVE 1 F","27.32","-","-","8","0","0","0","6","0","134","5","17","1"
"*051k5*","Lloyd Kelly","BOU","D","389","FA","BOU 3<br/>@EVE 1 F","26.9","-","-","8","0","0","0","3","2","161","6","42","1"
"*05gbm*","Mbwana Samatta","AVL","F","390","FA","AVL 1<br/>@WHU 1 F","26.83","-","-","14","1","0","3","4","1","117","1","24","0"
"*04ml9*","Cenk Tosun","EVE/CRY","F","391","FA","BOU 3<br/>@EVE 1 F","26.8","-","-","10","2","0","5","2","0","67","0","12","0"
"*03dye*","Daniel Drinkwater","BUR/CHE/AVL","M","392","FA","AVL 1<br/>@WHU 1 F","26.74","-","-","5","0","0","0","4","1","152","6","36","0"
"*04o82*","Curtis Jones","LIV","M","393","FA","LIV 3<br/>@NEW 1 F","26.47","-","-","6","1","0","2","4","0","107","2","14","0"
"*05gcd*","Valentino Lazaro","NEW","D,M","394","FA","LIV 3<br/>@NEW 1 F","26.16","-","-","13","1","0","1","9","3","141","3","27","0"
"*02lyo*","Luke Freeman","SHU","M","395","FA","SHU 1<br/>@SOU 3 F","26.06","-","-","11","0","0","0","4","2","106","10","20","0"
"*03xrs*","Axel Tuanzebe","MUN","D","396","FA","MUN 2<br/>@LEI 0 F","25.9","-","-","5","0","0","0","2","0","120","5","15","1"
"*04rh9*","David Brooks","BOU","M,F","397","NIM","BOU 3<br/>@EVE 1 F","25.72","-","-","9","1","0","2","5","1","113","2","13","0"
"*05gcq*","Daniel Podence","WOL","M,F","398","FA","WOL 0<br/>@CHE 2 F","25.54","-","-","9","1","0","3","3","0","69","2","12","0"
"*0522k*","Josip Drmic","NOR","F","399","FA","NOR 0<br/>@MCI 5 F","25.42","-","-","21","1","0","6","2","3","124","1","29","0"
"*051wj*","Jota","AVL","M,F","400","FA","AVL 1<br/>@WHU 1 F","25.36","-","-","10","0","1","1","1","0","73","3","26","0"
"*052cc*","Billy Gilmour","CHE","M","401","FA","WOL 0<br/>@CHE 2 F","25.31","-","-","6","0","0","0","2","0","155","3","15","0"
"*04qfm*","Ryan Sessegnon","TOT","D,M,F","402","FA","TOT 1<br/>@CRY 1 F","25.29","-","-","6","0","0","0","4","0","123","3","18","0"
"*03tj9*","Xherdan Shaqiri","LIV","M,F","403","FA","LIV 3<br/>@NEW 1 F","25.17","-","-","7","1","0","1","0","0","81","0","15","0"
"*03yuo*","Keinan Davis","AVL","M,F","404","FA","AVL 1<br/>@WHU 1 F","25.15","-","-","18","0","0","5","1","0","100","0","15","0"
"*043bx*","Michy Batshuayi","CHE","F","405","FA","WOL 0<br/>@CHE 2 F","25.09","-","-","16","1","1","2","1","0","64","0","11","0"
"*04ge9*","Eddie Nketiah","ARS","F","406","FA","WAT 2<br/>@ARS 3 F","25.03","-","-","13","2","0","5","5","3","105","2","15","0"
"*04kjb*","Ezequiel Schelotto","BHA","D","408","FA","BHA 2<br/>@BUR 1 F","24.76","-","-","8","0","0","1","3","2","83","7","25","1"
"*05m46*","Luke Thomas","LEI","D,M","409","FA","MUN 2<br/>@LEI 0 F","24.76","-","-","3","0","1","0","0","0","119","3","12","0"
"*03m5c*","Ruben Loftus-Cheek","CHE","M","410","FA","WOL 0<br/>@CHE 2 F","24.61","-","-","7","0","1","0","0","0","119","2","13","0"
"*0435u*","Eric Bailly","MUN","D","411","FA","MUN 2<br/>@LEI 0 F","24.55","-","-","4","0","0","0","0","0","70","4","9","2"
"*0522h*","Alexis Mac Allister","BHA","M,F","412","FA","BHA 2<br/>@BUR 1 F","24.4","-","-","9","0","0","1","5","0","74","1","15","0"
"*04mcg*","Ben Johnson","WHU","D,M","413","FA","AVL 1<br/>@WHU 1 F","24.07","-","-","3","0","0","0","4","0","88","3","12","0"
"*05g2n*","Takumi Minamino","LIV","F","414","FA","LIV 3<br/>@NEW 1 F","23.88","-","-","10","0","0","2","3","0","95","0","12","0"
"*04qfz*","Diogo Dalot","MUN","D,M","415","FA","MUN 2<br/>@LEI 0 F","23.84","-","-","4","0","0","0","2","0","38","2","5","2"
"*03yxt*","Timothy Fosu-Mensah","MUN","D","416","FA","MUN 2<br/>@LEI 0 F","23.53","-","-","3","0","0","0","1","1","54","4","7","2"
"*05gco*","Pablo Mari","ARS","D","417","FA","WAT 2<br/>@ARS 3 F","23.49","-","-","2","0","0","0","1","0","85","1","9","1"
"*02lnd*","Phil Jones","MUN","D","418","FA","MUN 2<br/>@LEI 0 F","23.41","-","-","2","0","0","1","2","0","81","2","11","0"
"*04yey*","Max Kilman","WOL","D","419","FA","WOL 0<br/>@CHE 2 F","23.32","-","-","3","0","0","0","2","0","78","4","9","0"
"*03yti*","Jack Simpson","BOU","D","420","FA","BOU 3<br/>@EVE 1 F","23.3","-","-","4","0","0","0","2","0","65","2","18","0"
"*02m3z*","Andrew Surman","BOU","M","421","FA","BOU 3<br/>@EVE 1 F","22.86","-","-","5","0","0","0","2","1","103","1","18","0"
"*03ra3*","Odion Ighalo","WAT/MUN","F","422","FA","MUN 2<br/>@LEI 0 F","22.8","-","-","11","0","0","4","2","0","22","0","5","0"
"*057cr*","Kevin Danso","SOU","D,M","423","FA","SHU 1<br/>@SOU 3 F","22.39","-","-","6","0","1","0","4","3","97","2","13","1"
"*056iu*","Jean-Philippe Gbamin","EVE","M","424","FA","BOU 3<br/>@EVE 1 F","22.28","-","-","2","0","0","0","3","0","50","1","8","0"
"*02lyy*","Henri Lansbury","AVL","M","426","FA","AVL 1<br/>@WHU 1 F","22.15","-","-","10","0","0","0","2","0","64","0","10","0"
"*056zd*","Adam Idah","NOR","F","427","FA","NOR 0<br/>@MCI 5 F","22.12","-","-","12","0","0","2","2","0","35","0","5","0"
"*05akv*","Tyrick Mitchell","CRY","D","428","FA","TOT 1<br/>@CRY 1 F","21.87","-","-","4","0","0","0","2","1","75","2","7","0"
"*02lzp*","Jack Wilshere","WHU","M","429","FA","AVL 1<br/>@WHU 1 F","21.85","-","-","8","0","0","0","0","0","62","1","11","0"
"*03wpc*","Sam Surridge","BOU","F","430","FA","BOU 3<br/>@EVE 1 F","21.83","-","-","4","0","0","0","0","0","5","1","1","0"
"*04qr9*","Morgan Gibbs-White","WOL","M","431","FA","WOL 0<br/>@CHE 2 F","21.72","-","-","7","0","0","0","0","0","63","2","6","0"
"*03r8k*","Charlie Daniels","BOU","D","432","FA","BOU 3<br/>@EVE 1 F","21.71","-","-","2","0","0","0","1","0","28","1","11","0"
"*05g4e*","Ignacio Pussetto","WAT","M","433","FA","WAT 2<br/>@ARS 3 F","21.7","-","-","7","0","0","0","4","1","17","3","10","0"
"*04toy*","Yoshinori Muto","NEW","F","434","FA","LIV 3<br/>@NEW 1 F","21.46","-","-","8","0","0","0","2","0","27","0","8","0"
"*04t95*","Oliver Skipp","TOT","M","435","FA","TOT 1<br/>@CRY 1 F","21.38","-","-","7","0","0","0","2","0","34","0","5","0"
"*04kj4*","Juan Foyth","TOT","D","436","FA","TOT 1<br/>@CRY 1 F","21.3","-","-","4","0","0","0","3","1","46","1","9","0"
"*0554l*","Jake Vokins","SOU","D","437","FA","SHU 1<br/>@SOU 3 F","21.26","-","-","1","0","0","0","2","0","46","0","1","0"
"*05gd0*","Richairo Zivkovic","SHU","F","438","FA","SHU 1<br/>@SOU 3 F","21.24","-","-","5","0","0","0","2","0","16","0","4","0"
"*05g4f*","Gedson Fernandes","TOT","M","439","FA","TOT 1<br/>@CRY 1 F","21.2","-","-","7","0","0","0","0","0","33","1","7","0"
"*05gce*","Josh Martin","NOR","M,F","440","FA","NOR 0<br/>@MCI 5 F","20.82","-","-","5","0","0","1","0","0","12","1","2","0"
"*052k8*","Tommy Doyle","MCI","M","441","FA","NOR 0<br/>@MCI 5 F","20.71","-","-","1","0","0","1","0","0","20","0","1","0"
"*04c39*","Nathan Holland","WHU","M","442","FA","AVL 1<br/>@WHU 1 F","20.69","-","-","2","0","0","1","1","0","9","0","1","0"
"*04rf3*","Dimitri Foulquier","WAT","D","443","FA","WAT 2<br/>@ARS 3 F","20.66","-","-","3","0","0","0","0","0","8","2","4","0"
"*0452r*","Domingos Quina","WAT","M","444","FA","WAT 2<br/>@ARS 3 F","20.63","-","-","4","0","0","1","0","0","10","0","4","0"
"*05745*","Albian Ajeti","WHU","F","445","FA","AVL 1<br/>@WHU 1 F","20.47","-","-","9","0","0","0","0","0","12","0","2","0"
"*03jd6*","Marcos Rojo","MUN","D","446","FA","MUN 2<br/>@LEI 0 F","20.41","-","-","3","0","0","0","1","1","32","0","7","0"
"*05m47*","George Hirst","LEI","F","447","FA","MUN 2<br/>@LEI 0 F","20.3","-","-","2","0","0","1","0","0","4","0","2","0"
"*04spw*","James Garner","MUN","M","448","FA","MUN 2<br/>@LEI 0 F","20.24","-","-","1","0","0","0","0","0","14","0","1","0"
"*04spx*","Tahith Chong","MUN","M,F","449","FA","MUN 2<br/>@LEI 0 F","20.16","-","-","3","0","0","0","0","0","9","0","2","0"
"*05am9*","Brandon Pierrick","CRY","M,F","450","FA","TOT 1<br/>@CRY 1 F","20.15","-","-","2","0","0","0","0","0","5","0","0","0"
"*05l0f*","Nathan Tella","SOU","M","451","FA","SHU 1<br/>@SOU 3 F","20.14","-","-","1","0","0","1","0","0","0","0","0","0"
"*04xjr*","Harvey Elliott","LIV","M","452","FA","LIV 3<br/>@NEW 1 F","20.12","-","-","2","0","0","0","0","0","10","0","1","0"
"*059j0*","Faustino Anjorin","CHE","M","453","FA","WOL 0<br/>@CHE 2 F","20","-","-","1","0","0","0","0","0","7","0","1","0"
"*05g2o*","Joao Pedro","WAT","F","454","FA","WAT 2<br/>@ARS 3 F","20","-","-","3","0","0","0","0","0","7","0","1","0"
"*05g33*","Indiana Vassilev","AVL","M,F","455","FA","AVL 1<br/>@WHU 1 F","20","-","-","4","0","0","0","0","0","7","0","1","0"
