"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","KP","SOT","TkW","DPt2","AP","CoSF","AER","CSD"
"*0520r*","Leandro Trossard","ARS","M,F","106","PMP","NEW Sat 6:30PM","62.93","84%","0%","28","5","32","11","17","1","498","51","6","0"
"*05rl4*","Crysencio Summerville","WHU","M,F","107","SJB","EVE Sat 4:00PM","62.88","81%","+1%","26","5","21","15","20","4","436","88","5","0"
"*038ze*","Alex Iwobi","FUL","M,F","108","MOV","AVL Sat 1:30PM","62.83","93%","-1%","27","4","41","12","18","3","1,130","25","7","0"
"*068yd*","Joao Gomes","WOL","M","109","W_W","TOT Sat 4:00PM","62.7","49%","+1%","31","1","14","6","58","9","1,109","81","23","0"
"*02oq6*","Luke Shaw","MUN","D","110","ACB","BRF Mon 9:00PM","62.63","51%","+4%","33","0","16","2","38","6","1,354","24","58","6"
"*05oeh*","Kenny Tete","FUL","D","111","FA","AVL Sat 1:30PM","62.39","35%","-3%","22","1","11","3","38","2","748","39","27","6"
"*05raa*","Hugo Bueno","WOL","D,M","112","KLI","TOT Sat 4:00PM","62.2","55%","-3%","30","1","34","6","35","2","623","50","17","0"
"*04ml6*","Konstantinos Mavropanos","WHU","D","113","RED","EVE Sat 4:00PM","61.56","62%","+25%","26","3","3","8","21","2","808","9","65","6"
"*04lav*","Ethan Ampadu","LEE","D,M","114","KLI","","61.55","66%","0%","31","1","17","6","43","8","1,299","42","51","0"
"*05u1m*","Nathan Collins","BRF","D","115","W_W","@MUN Mon 9:00PM","61.43","82%","0%","30","1","9","6","11","5","1,258","19","78","9"
"*068lx*","Dango Ouattara","BRF","M,F","116","OSW","@MUN Mon 9:00PM","61.39","96%","0%","27","5","24","16","10","4","255","51","46","0"
"*05220*","Sepp van den Berg","BRF","D","117","BAR","@MUN Mon 9:00PM","61.39","69%","0%","28","0","6","6","6","1","1,144","11","126","7"
"*06rlj*","Patrick Dorgu","MUN","D,M","118","FA","BRF Mon 9:00PM","61.37","66%","-1%","22","3","24","8","31","5","355","52","42","1"
"*05omu*","Ruben Dias","MCI","D","119","BAR","","61.25","76%","-6%","25","2","6","4","6","3","1,570","12","58","11"
"*04tsb*","Viktor Gyokeres","ARS","F","120","FA","NEW Sat 6:30PM","61.23","95%","0%","31","12","16","18","5","5","166","31","27","0"
"*06yb7*","Gabriel Gudmundsson","LEE","D,M","122","OSW","","60.95","35%","0%","32","0","21","3","44","7","730","95","18","2"
"*06uzo*","Zian Flemming","BUR","M,F","123","W_W","","60.63","53%","0%","25","9","8","19","6","3","151","29","57","0"
"*05ybq*","Vitalii Mykolenko","EVE","D","124","MOV","@WHU Sat 4:00PM","60.6","68%","+8%","28","0","19","2","24","5","802","34","41","9"
"*06fvn*","Beto","EVE","F","125","NOAD","@WHU Sat 4:00PM","60.27","65%","+2%","33","8","10","16","4","2","120","22","85","0"
"*051k0*","John McGinn","AVL","M","126","SJB","@FUL Sat 1:30PM","60.11","69%","+14%","26","4","32","9","15","4","543","60","10","0"
"*068yc*","Yasin Ayari","BHA","M","127","FA","","59.66","55%","0%","27","3","15","10","24","1","819","46","9","0"
"*04mi4*","Callum Hudson-Odoi","NOT","M,F","128","FA","NOT 5<br/>@SUN 0 F","59.58","71%","-8%","30","3","44","10","7","0","586","42","3","0"
"*05uoc*","Cristian Romero","TOT","D","129","FA","@WOL Sat 4:00PM","59.55","58%","-31%","23","4","11","6","29","15","985","24","73","5"
"*0647t*","Lucas Paqueta","WHU","M,F","130","FA","EVE Sat 4:00PM","59.1","34%","0%","18","4","23","11","22","8","608","46","38","0"
"*05akv*","Tyrick Mitchell","CRY","D,M","131","MOV","@LIV Sat 4:00PM","58.96","95%","+2%","32","1","25","5","54","5","704","38","19","0"
"*06clz*","Malo Gusto","CHE","D,M","132","FA","","58.91","59%","-1%","31","2","22","5","23","5","979","28","13","7"
"*070cj*","Noah Okafor","LEE","M,F","133","PMP","","58.79","63%","+4%","27","7","18","14","14","3","234","53","12","0"
"*070f9*","Yeremy Pino","CRY","M,F","134","MOV","@LIV Sat 4:00PM","58.66","34%","+2%","29","2","42","11","18","4","558","39","20","0"
"*06cms*","Sandro Tonali","NEW","M","135","PMP","@ARS Sat 6:30PM","58.64","75%","+1%","31","0","27","7","22","3","1,147","58","12","0"
"*05748*","Ismaila Sarr","CRY","M,F","136","OSW","@LIV Sat 4:00PM","58.43","91%","-1%","22","7","15","14","9","2","278","46","21","0"
"*0689w*","Georginio Rutter","BHA","M,F","138","FA","","58.31","49%","+1%","28","3","23","13","18","2","290","58","19","0"
"*070g7*","Nick Woltemade","NEW","M,F","139","FA","@ARS Sat 6:30PM","58.27","57%","-6%","29","7","14","12","11","0","228","30","34","0"
"*05o8o*","Jayden Bogle","LEE","D,M","140","OSW","","58.04","56%","0%","32","1","18","4","39","6","639","44","23","4"
"*061vb*","James Hill","BOU","D","141","BAR","","58.02","71%","0%","25","0","10","2","17","3","635","14","95","8"
"*06xza*","Eli Kroupi","BOU","M,F","142","FA","","57.97","68%","+1%","29","11","21","18","6","5","275","21","8","0"
"*04yo7*","Youri Tielemans","AVL","M","143","OSW","@FUL Sat 1:30PM","57.82","87%","+4%","20","0","29","4","27","0","784","40","16","0"
"*0524k*","Rodri","MCI","M","144","BAR","","57.5","87%","-1%","20","1","23","2","20","2","1,381","33","34","0"
"*062dt*","Joao Palhinha","TOT","D,M","145","FA","@WOL Sat 4:00PM","57.49","36%","-1%","28","3","6","6","57","6","662","34","30","0"
"*05rb8*","Moises Caicedo","CHE","D,M","146","LHO","","57.35","90%","-1%","29","3","13","7","43","12","1,644","57","12","0"
"*05os8*","Joachim Andersen","FUL","D","147","NIM","AVL Sat 1:30PM","57.32","51%","+3%","30","0","6","4","21","7","1,841","18","72","7"
"*06nu7*","Riccardo Calafiori","ARS","D","148","FA","NEW Sat 6:30PM","57.18","73%","-5%","22","1","5","6","18","5","557","22","40","13"
"*070fa*","Xavi Simons","TOT","M,F","149","OSW","@WOL Sat 4:00PM","57.08","77%","+10%","27","2","32","10","20","8","632","72","12","0"
"*05gcs*","Sander Berge","FUL","M","150","W_W","AVL Sat 1:30PM","56.88","16%","+1%","32","0","17","3","39","5","1,438","21","47","0"
"*0554g*","Calvin Bassey","FUL","D","151","W_W","AVL Sat 1:30PM","56.85","12%","+1%","25","1","6","2","26","5","1,234","39","34","5"
"*070hq*","Piero Hincapie","ARS","D","152","NIM","NEW Sat 6:30PM","56.81","57%","+12%","22","1","12","1","24","2","677","18","30","9"
"*0522h*","Alexis Mac Allister","LIV","M","153","LHO","CRY Sat 4:00PM","56.77","81%","-5%","32","2","27","11","20","5","1,018","36","14","0"
"*063hu*","Amadou Onana","AVL","M","154","W_W","@FUL Sat 1:30PM","56.68","25%","+4%","24","2","7","7","29","3","734","32","45","0"
"*06jgr*","Maxime Esteve","BUR","D","155","FA","","56.59","12%","0%","31","0","7","1","22","1","1,069","15","72","3"
"*051kl*","Emiliano Buendia","AVL","M","156","FA","@FUL Sat 1:30PM","56.55","27%","0%","31","5","25","10","20","6","463","42","20","0"
"*04tm0*","Lucas Digne","AVL","D","157","NOAD","@FUL Sat 1:30PM","56.48","72%","+4%","28","0","24","5","25","3","546","16","30","8"
"*070gu*","Alex Jimenez","BOU","D,M","158","NIM","","56.29","38%","-1%","30","1","13","4","47","10","667","57","13","5"
"*06mw0*","Nikola Milenkovic","NOT","D","159","LHO","NOT 5<br/>@SUN 0 F","56.18","60%","+8%","34","0","1","1","16","6","1,191","20","80","9"
"*052ca*","Ezri Konsa","AVL","D","160","KLI","@FUL Sat 1:30PM","56.17","35%","+1%","31","0","5","2","7","3","1,780","40","30","9"
"*06jgi*","Daniel Munoz","CRY","D,M","161","RED","@LIV Sat 4:00PM","55.88","99%","0%","23","3","20","10","38","6","537","17","35","0"
"*04fk6*","Bernardo Silva","MCI","M","162","ACB","","55.75","90%","0%","33","2","43","6","20","9","1,688","41","4","0"
"*062ts*","Djed Spence","TOT","D,M","163","FA","@WOL Sat 4:00PM","55.66","28%","+2%","25","0","10","7","23","4","654","44","21","7"
"*06ezb*","Micky van de Ven","TOT","D","165","LHO","@WOL Sat 4:00PM","55.52","74%","+4%","30","4","6","6","16","11","1,330","27","38","7"
"*062a9*","Sven Botman","NEW","D","166","SJB","@ARS Sat 6:30PM","55.44","34%","+3%","20","1","7","4","10","2","793","15","64","6"
"*02lm7*","Jack Grealish","EVE","M","167","FA","@WHU Sat 4:00PM","55.14","34%","0%","20","2","38","8","15","6","482","81","4","0"
"*06fv8*","Mohammed Kudus","TOT","M,F","168","FA","@WOL Sat 4:00PM","54.97","56%","-9%","19","2","23","9","19","3","380","67","11","0"
"*062ci*","Kaoru Mitoma","BHA","M,F","169","W_W","","54.86","88%","-1%","23","3","29","13","11","3","425","43","14","0"
"*052cb*","Ian Maatsen","AVL","D","170","FA","@FUL Sat 1:30PM","54.81","33%","+2%","26","0","22","5","28","2","552","35","15","4"
"*06v06*","Tijjani Reijnders","MCI","M","171","FA","","54.74","63%","-3%","26","5","17","15","4","2","660","34","3","0"
"*06ybp*","Thierno Barry","EVE","F","172","FA","@WHU Sat 4:00PM","54.71","44%","+5%","33","6","10","10","2","3","195","15","114","0"
"*05gcp*","Tomas Soucek","WHU","M","173","NIM","EVE Sat 4:00PM","54.69","40%","+1%","30","4","9","11","18","5","545","20","60","0"
"*04abn*","Harvey Barnes","NEW","M,F","174","FA","@ARS Sat 6:30PM","54.29","68%","-2%","32","5","18","18","5","1","413","33","6","0"
"*06jgs*","Adam Wharton","CRY","M","175","FA","@LIV Sat 4:00PM","54.28","60%","-2%","28","0","32","4","34","7","829","37","22","0"
"*070f4*","Ladislav Krejci","WOL","D,M","176","FA","TOT Sat 4:00PM","54.24","6%","0%","26","2","8","10","16","6","1,050","9","59","3"
"*06fwx*","Santiago Bueno","WOL","D","177","FA","TOT Sat 4:00PM","54.18","7%","+2%","24","2","7","5","25","4","819","9","44","4"
"*070hd*","Tolu Arokodare","WOL","F","178","FA","TOT Sat 4:00PM","54.02","7%","-1%","28","3","12","13","4","1","154","31","82","0"
"*05ubv*","Omari Hutchinson","NOT","M,F","179","NOAD","NOT 5<br/>@SUN 0 F","53.52","49%","+10%","27","1","27","11","10","1","390","63","5","0"
"*06ymu*","El Hadji Malick Diouf","WHU","D,M","180","RED","EVE Sat 4:00PM","53.4","69%","+2%","27","0","19","2","15","5","613","38","38","6"
"*04o82*","Curtis Jones","LIV","M","181","FA","CRY Sat 4:00PM","52.84","11%","0%","29","0","18","6","18","1","1,175","40","8","0"
"*06ex4*","Josko Gvardiol","MCI","D","183","FA","","52.27","43%","-2%","16","2","4","5","13","2","894","9","26","7"
"*06ab3*","Lewis Miley","NEW","D,M","184","FA","@ARS Sat 6:30PM","52.22","26%","+6%","21","1","15","4","17","0","686","16","39","1"
"*06eo0*","Lesley Ugochukwu","BUR","M","185","FA","","52.2","6%","0%","32","3","8","7","24","4","589","39","23","0"
"*05tr9*","Mathias Jensen","BRF","M","186","FA","@MUN Mon 9:00PM","52.1","39%","+11%","31","2","27","7","20","3","715","25","7","0"
"*04qfm*","Ryan Sessegnon","FUL","D,M","187","FA","AVL Sat 1:30PM","51.98","27%","+2%","26","2","14","3","26","0","505","11","19","4"
"*0554i*","Joelinton","NEW","M,F","188","FA","@ARS Sat 6:30PM","51.97","42%","-9%","25","2","15","10","19","10","632","38","58","0"
"*04sat*","Emile Smith Rowe","FUL","M,F","189","FA","AVL Sat 1:30PM","51.89","29%","+1%","32","3","18","9","15","1","712","22","6","0"
"*070hc*","Brian Brobbey","SUN","F","190","KLI","NOT 5<br/>@SUN 0 F","51.75","33%","+4%","27","6","11","14","2","5","158","32","56","0"
"*062p3*","Keane Lewis-Potter","BRF","D,M,F","191","FA","@MUN Mon 9:00PM","51.73","37%","+13%","31","3","17","7","11","1","310","41","10","3"
"*03dx3*","Kieran Trippier","NEW","D","192","ACB","@ARS Sat 6:30PM","51.6","39%","-4%","19","0","27","0","12","3","830","22","23","5"
"*03rxa*","Idrissa Gueye","EVE","M","193","RED","@WHU Sat 4:00PM","51.44","29%","+8%","24","2","13","7","20","4","892","37","13","0"
"*06fxu*","Ibrahim Sangare","NOT","M","194","NOAD","NOT 5<br/>@SUN 0 F","51.43","12%","+3%","26","2","12","5","29","5","783","28","23","0"
"*06fwz*","Murillo","NOT","D","195","FA","NOT 5<br/>@SUN 0 F","51.37","50%","-3%","25","1","8","4","22","5","946","16","24","6"
"*06v51*","Jaka Bijol","LEE","D","196","FA","","51.18","39%","0%","21","1","5","6","14","3","718","12","54","4"
"*06mx0*","Leny Yoro","MUN","D","197","RED","BRF Mon 9:00PM","51.17","18%","-4%","29","0","4","3","20","1","868","7","44","3"
"*061va*","Boubacar Kamara","AVL","M","198","FA","@FUL Sat 1:30PM","51.15","8%","0%","18","1","15","4","17","5","722","44","36","0"
"*04e1c*","Lewis Dunk","BHA","D","199","KLI","","51.06","21%","-2%","29","0","6","2","21","10","2,042","12","68","6"
"*0521z*","James Justin","LEE","D,M","200","RED","","50.99","32%","0%","25","2","10","5","26","4","454","25","32","3"
"*06rpm*","Mateus Mane","WOL","M,F","201","FA","TOT Sat 4:00PM","50.96","23%","-2%","22","2","15","12","10","0","237","58","8","0"
"*05ts6*","Yerson Mosquera","WOL","D","202","FA","TOT Sat 4:00PM","50.87","3%","-1%","23","0","11","6","34","10","556","44","36","4"
"*070ci*","Amine Adli","BOU","M,F","203","FA","","50.8","13%","-3%","28","3","16","9","15","2","310","30","29","0"
"*06rm8*","Mathys Tel","TOT","M,F","204","NOAD","@WOL Sat 4:00PM","50.36","48%","-2%","26","3","22","7","9","0","184","50","11","0"
"*04fk1*","Pascal Gross","BHA","M","205","NIM","","50.28","73%","+1%","15","1","33","5","16","2","678","18","12","0"
"*06mow*","Jorgen Strand Larsen","CRY","F","206","FA","@LIV Sat 4:00PM","50.09","68%","-6%","30","4","9","12","3","4","266","24","68","0"
"*02lp9*","Kyle Walker","BUR","D,M","208","FA","","49.71","12%","0%","32","0","11","0","28","9","945","34","44","3"
"*06y9m*","Maxim De Cuyper","BHA","D,M","209","FA","","49.67","27%","0%","26","2","20","6","11","2","467","23","8","5"
"*06pic*","Andre","WOL","M","210","SJB","TOT Sat 4:00PM","49.54","6%","+2%","30","1","14","1","38","9","1,024","52","4","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","211","FA","@MUN Mon 9:00PM","49.5","9%","+1%","33","1","13","4","36","7","967","22","24","0"
"*04hk9*","Mikel Merino","ARS","M,F","212","FA","NEW Sat 6:30PM","49.4","20%","0%","21","4","12","8","13","1","269","25","28","0"
"*03hff*","Josh Cullen","BUR","M","213","FA","","49.09","16%","0%","18","2","13","6","18","2","728","20","17","0"
"*06rm7*","Nico Gonzalez","MCI","M","214","FA","","49.09","9%","0%","23","1","9","2","28","6","1,064","29","30","0"
"*03frx*","Ola Aina","NOT","D","215","SJB","NOT 5<br/>@SUN 0 F","48.92","56%","+6%","18","0","9","1","21","3","533","30","25","6"
"*05w7t*","Pape Sarr","TOT","M","216","FA","@WOL Sat 4:00PM","48.45","18%","-2%","23","2","8","6","21","2","527","25","27","0"
"*03zsq*","Kyle Walker-Peters","WHU","D,M","217","SJB","EVE Sat 4:00PM","48.4","13%","+8%","20","1","7","3","26","2","442","35","10","4"
"*06v6n*","Quilindschy Hartman","BUR","D","218","FA","","48.35","16%","-1%","20","0","20","3","31","1","540","8","10","3"
"*04lnu*","Lukas Nmecha","LEE","F","219","FA","","48.32","9%","-1%","27","6","7","14","5","0","114","17","25","0"
"*02lsa*","Dan Burn","NEW","D","220","FA","@ARS Sat 6:30PM","47.98","68%","-5%","24","0","6","1","21","10","714","11","83","6"
"*06mnc*","Daichi Kamada","CRY","M,F","221","FA","@LIV Sat 4:00PM","47.87","7%","0%","22","0","16","4","30","2","533","31","13","0"
"*05os4*","Rayan Ait-Nouri","MCI","D,M","222","FA","","47.86","83%","-5%","15","0","10","2","21","2","479","29","14","6"
"*05opl*","Wesley Fofana","CHE","D","223","KLI","","47.83","42%","-1%","22","0","3","1","10","8","1,023","24","66","5"
"*05uel*","Kristoffer Ajer","BRF","D","224","FA","@MUN Mon 9:00PM","47.81","6%","-1%","24","0","4","3","20","3","492","7","55","6"
"*05r9b*","Martin Odegaard","ARS","M","225","LHO","NEW Sat 6:30PM","47.69","97%","+2%","21","1","34","7","6","0","578","16","3","0"
"*03am7*","Jacob Murphy","NEW","M,F","227","FA","@ARS Sat 6:30PM","47.21","47%","-5%","28","3","19","12","10","2","310","27","6","0"
"*060wh*","Alejandro Garnacho","CHE","M,F","228","FA","","46.98","37%","-3%","23","1","29","7","11","2","411","37","3","0"
"*06y59*","Noah Sadiki","SUN","M","229","FA","NOT 5<br/>@SUN 0 F","46.94","14%","+9%","29","0","15","4","23","8","833","56","10","0"
"*068n8*","Noni Madueke","ARS","M,F","230","FA","NEW Sat 6:30PM","46.69","73%","-4%","22","2","17","7","10","0","246","40","10","0"
"*04tig*","Fabian Schar","NEW","D","231","FA","@ARS Sat 6:30PM","46.63","29%","-1%","16","0","4","4","10","1","672","6","46","4"
"*05s08*","Valentino Livramento","NEW","D","232","FA","@ARS Sat 6:30PM","46.5","57%","-4%","17","0","10","0","15","1","580","30","9","5"
"*06r9w*","Abdukodir Khusanov","MCI","D","233","FA","","46.16","48%","+5%","18","0","6","1","17","2","763","10","13","7"
"*04tzt*","Jefferson Lerma","CRY","D,M","234","FA","@LIV Sat 4:00PM","46.03","11%","+6%","26","0","11","7","13","6","593","22","56","1"
"*06crm*","Pau Torres","AVL","D","235","FA","@FUL Sat 1:30PM","46.01","7%","-1%","18","0","1","0","12","0","922","11","23","5"
"*03gu5*","Andrew Robertson","LIV","D","236","FA","CRY Sat 4:00PM","45.91","22%","-1%","21","0","17","2","9","0","498","4","12","8"
"*04ug0*","Sean Longstaff","LEE","M","237","FA","","45.87","14%","-1%","20","2","23","3","22","2","362","19","9","0"
"*070ha*","Florentino Ibrain Morris Luis","BUR","M","238","FA","","45.78","3%","0%","27","0","10","1","43","6","772","14","22","0"
"*061ve*","Ryan Christie","BOU","M","239","NOAD","","45.17","32%","0%","24","2","10","8","14","3","391","38","13","0"
"*0666p*","Kobbie Mainoo","MUN","M","240","FA","BRF Mon 9:00PM","45.07","35%","-3%","23","0","17","2","14","1","681","27","13","0"
"*067ys*","Jack Hinshelwood","BHA","D,M","241","FA","","45.03","43%","0%","23","2","12","10","12","0","457","12","11","0"
"*06p4k*","Matthijs de Ligt","MUN","D","242","FA","BRF Mon 9:00PM","44.99","26%","-1%","13","1","3","3","13","0","537","6","50","1"
"*0700u*","Bafode Diakite","BOU","D","243","FA","","44.94","6%","0%","18","0","3","0","15","1","659","5","35","5"
"*070hj*","Kevin Santos Lopes de Macedo","FUL","M,F","244","FA","AVL Sat 1:30PM","44.56","7%","0%","23","1","13","9","9","1","231","51","7","0"
"*03rec*","Tyrone Mings","AVL","D","246","NOAD","@FUL Sat 1:30PM","44.32","12%","0%","14","0","5","1","2","0","628","8","36","4"
"*04adp*","Aaron Wan-Bissaka","WHU","D,M","247","FA","EVE Sat 4:00PM","44.32","55%","-7%","22","0","17","0","19","4","516","26","20","3"
"*03gu4*","Harry Maguire","MUN","D","248","PMP","BRF Mon 9:00PM","44.12","32%","+5%","18","1","2","2","9","6","555","14","47","4"
"*070hk*","Samuel Chukwueze","FUL","M,F","249","FA","AVL Sat 1:30PM","44.1","33%","-1%","19","3","20","6","4","0","244","27","6","0"
"*06c4h*","Hjalmar Ekdal","BUR","D","250","FA","","44","2%","0%","18","0","3","1","14","0","520","8","47","2"
"*03r8x*","Callum Wilson","WHU","F","251","FA","EVE Sat 4:00PM","43.92","13%","0%","27","5","7","12","1","0","87","23","17","0"
"*068yt*","Sasa Lukic","FUL","M","252","FA","AVL Sat 1:30PM","43.76","8%","+1%","22","1","25","3","22","7","472","25","21","0"
"*05ylw*","Rodrigo Bentancur","TOT","M","253","FA","@WOL Sat 4:00PM","43.62","16%","+10%","21","1","9","2","26","5","655","17","25","0"
"*070hb*","Jaydee Canvot","CRY","D","254","BAR","@LIV Sat 4:00PM","43.59","18%","+9%","15","0","2","0","18","2","469","5","27","8"
"*05mxa*","Joel Veltman","BHA","D","255","FA","","43.58","1%","0%","21","1","4","1","17","4","285","22","19","8"
"*06zna*","Dan Ndoye","NOT","M,F","256","FA","NOT 5<br/>@SUN 0 F","43.55","19%","0%","24","1","14","4","13","1","221","35","11","0"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M,F","257","FA","TOT Sat 4:00PM","43.51","12%","0%","24","1","11","7","15","5","327","57","8","0"
"*05o4c*","Timothy Castagne","FUL","D,M","258","FA","AVL Sat 1:30PM","43.25","15%","+10%","25","0","13","5","18","3","520","7","22","3"
"*06yb9*","Reinildo Isnard Mandava","SUN","D","259","FA","NOT 5<br/>@SUN 0 F","43.15","9%","+2%","21","0","5","0","18","10","571","47","29","5"
"*05tqz*","Rico Henry","BRF","D","260","FA","@MUN Mon 9:00PM","43.01","2%","0%","25","0","4","0","11","2","370","32","19","6"
"*06fhy*","Wilson Odobert","TOT","M,F","261","FA","@WOL Sat 4:00PM","42.84","5%","0%","24","0","20","8","9","0","276","34","5","0"
"*06ybq*","Chemsdine Talbi","SUN","M,F","262","FA","NOT 5<br/>@SUN 0 F","42.8","6%","-1%","25","4","12","9","5","0","283","16","1","0"
"*03fgo*","Dominic Solanke","TOT","F","263","SJB","@WOL Sat 4:00PM","42.79","88%","+3%","14","3","6","11","14","1","108","20","18","0"
"*03rzp*","Antonee Robinson","FUL","D,M","264","ACB","AVL Sat 1:30PM","42.71","72%","-5%","17","0","19","0","19","3","463","13","12","4"
"*06zce*","Jhon Arias","WOL","M,F","265","FA","TOT Sat 4:00PM","42.67","12%","0%","23","1","11","3","27","1","357","17","10","0"
"*05ogb*","Anthony Elanga","NEW","M,F","266","FA","@ARS Sat 6:30PM","42.54","42%","-2%","29","0","15","4","11","0","331","35","13","0"
"*057cr*","Kevin Danso","TOT","D","267","BAR","@WOL Sat 4:00PM","42.42","11%","+8%","19","0","0","1","8","5","557","10","62","5"
"*062h7*","Tyler Adams","BOU","M","268","FA","","42.2","9%","0%","21","2","4","6","19","7","741","17","22","0"
"*070ho*","Lutsharel Geertruida","SUN","D,M","269","FA","NOT 5<br/>@SUN 0 F","42.08","1%","0%","25","0","7","2","19","1","518","11","10","4"
"*06v0t*","Wilson Isidor","SUN","F","270","FA","NOT 5<br/>@SUN 0 F","42.01","11%","0%","29","5","0","16","6","1","70","11","24","0"
"*070hp*","Randal Kolo Muani","TOT","M,F","271","FA","@WOL Sat 4:00PM","41.82","25%","+1%","25","1","18","3","15","2","167","31","20","0"
"*052cd*","Mason Mount","MUN","M,F","272","FA","BRF Mon 9:00PM","41.81","12%","0%","19","3","13","5","8","1","265","14","6","0"
"*04spp*","Douglas Luiz","AVL","M","274","FA","@FUL Sat 1:30PM","41.6","17%","-7%","17","1","18","4","11","2","511","18","9","0"
"*05tre*","Vitaly Janelt","BRF","M","275","FA","@MUN Mon 9:00PM","41.51","11%","-2%","22","1","19","3","15","7","621","16","23","0"
"*06c4o*","Lyle Foster","BUR","M,F","276","FA","","41.29","7%","0%","25","3","10","6","12","4","196","23","27","0"
"*04rh9*","David Brooks","BOU","M","277","FA","","41.18","9%","0%","28","1","24","12","11","7","338","28","6","0"
"*06jh3*","Joshua King","FUL","M","278","FA","AVL Sat 1:30PM","41.18","6%","-4%","27","1","12","10","12","3","240","40","3","0"
"*02lk5*","Jordan Henderson","BRF","M","279","FA","@MUN Mon 9:00PM","41.12","6%","0%","29","1","18","1","12","4","843","10","11","0"
"*044w8*","Marcus Edwards","BUR","M,F","280","FA","","40.91","10%","0%","22","1","18","6","5","0","264","31","2","0"
"*06uzy*","Ao Tanaka","LEE","M","281","FA","","40.86","21%","+1%","24","2","17","4","9","1","450","8","10","0"
"*03yeg*","Tosin Adarabioyo","CHE","D","282","FA","","40.77","6%","0%","15","0","1","0","8","2","637","0","38","5"
"*070bg*","Jackson Tchatchoua","WOL","D,M","283","FA","TOT Sat 4:00PM","40.72","5%","-2%","30","0","21","1","15","3","407","14","23","1"
"*072jf*","Valentin Castellanos","WHU","F","284","FA","EVE Sat 4:00PM","40.49","50%","+9%","13","4","11","13","4","3","128","13","16","0"
"*06fy7*","Nicolas Dominguez","NOT","M","285","FA","NOT 5<br/>@SUN 0 F","40.26","1%","0%","23","1","10","5","24","3","346","14","13","0"
"*06pib*","Manuel Ugarte","MUN","M","286","FA","BRF Mon 9:00PM","40.26","3%","-1%","22","0","3","1","29","1","427","22","11","0"
"*072wq*","Rayan Vitor Simplicio Rocha","BOU","M,F","287","FA","","39.88","71%","-1%","11","3","12","6","5","1","186","14","19","0"
"*06yxe*","Estevao Willian Almeida de Oliveira Goncalves","CHE","M,F","288","FA","","39.78","67%","-2%","22","2","16","8","5","4","218","38","3","0"
"*066sh*","Bashir Humphreys","BUR","D,M","289","FA","","39.75","2%","0%","17","0","9","2","17","5","587","14","22","2"
"*06zwj*","Evann Guessand","CRY","M,F","290","FA","@LIV Sat 4:00PM","39.65","7%","-1%","19","1","5","6","13","0","145","33","10","0"
"*06mn8*","Rodrigo Gomes","WOL","D,M,F","291","FA","TOT Sat 4:00PM","39.63","2%","0%","17","3","3","6","14","0","147","11","6","2"
"*06v05*","Jeremie Frimpong","LIV","D,M","292","FA","CRY Sat 4:00PM","39.47","90%","-1%","17","0","14","1","9","1","319","31","6","2"
"*02lpf*","Ross Barkley","AVL","M","293","RED","@FUL Sat 1:30PM","39.32","13%","-4%","16","2","7","6","8","0","255","17","13","0"
"*051k3*","Jacob Ramsey","NEW","M","294","FA","@ARS Sat 6:30PM","39.11","13%","-3%","23","2","17","4","12","6","494","25","9","0"
"*05ye7*","Oscar Bobb","FUL","M,F","295","FA","AVL Sat 1:30PM","39.09","29%","-6%","18","0","17","2","9","1","281","37","5","0"
"*05t6y*","Hannibal Mejbri","BUR","M","296","FA","","39.06","3%","0%","23","1","14","4","13","7","305","53","5","0"
"*05y5b*","Freddie Potts","WHU","M","297","FA","EVE Sat 4:00PM","38.92","1%","0%","21","0","8","1","17","1","443","16","20","0"
"*052h5*","Gabriel Martinelli","ARS","M,F","299","FA","NEW Sat 6:30PM","38.83","48%","-8%","27","1","10","11","8","2","150","31","8","0"
"*070g8*","Nicolo Savona","NOT","D","300","FA","NOT 5<br/>@SUN 0 F","38.6","1%","0%","14","2","7","3","12","2","314","7","7","3"
"*03dyx*","Josh Laurent","BUR","D,M","301","FA","","38.52","1%","0%","30","1","12","4","24","10","478","18","25","1"
"*06p5s*","Brajan Gruda","BHA","M","302","FA","","38.49","13%","0%","18","1","16","6","5","2","194","34","8","0"
"*02oq8*","James Ward-Prowse","BUR","M","303","MOV","","38.23","45%","0%","14","0","22","1","6","1","477","14","10","0"
"*04yey*","Max Kilman","WHU","D","304","FA","EVE Sat 4:00PM","38.22","19%","0%","21","0","4","1","8","4","604","6","47","1"
"*04f6o*","Will Hughes","CRY","M","305","FA","@LIV Sat 4:00PM","38.07","1%","0%","29","0","19","0","14","7","513","31","17","0"
"*068a0*","Andrey Santos","CHE","M","306","FA","","37.85","3%","-1%","24","0","8","1","13","4","609","22","14","0"
"*06zbm*","Cristhian Mosquera","ARS","D","307","LHO","NEW Sat 6:30PM","37.69","8%","+2%","16","0","3","0","17","3","434","4","13","6"
"*06y29*","Habib Diarra","SUN","M","308","FA","NOT 5<br/>@SUN 0 F","37.67","25%","+14%","17","2","5","8","7","5","340","32","10","0"
"*06r7k*","Emmanuel Agbadou","WOL","D","309","FA","TOT Sat 4:00PM","37.67","2%","0%","14","0","4","3","20","4","547","9","26","0"
