"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","A","SOT","TkW","DPt2","AP","CoSF","AER","CSD"
"*0327v*","Wilfried Zaha","CRY","M,F","26","BAR","MUN 0<br/>@CRY 1 F","78.11","-","-","33","14","1","32","20","7","726","176","12","0"
"*03srg*","Trent Alexander-Arnold","LIV","D","27","NOAD","WOL 1<br/>@LIV 3 F","77.7","-","-","32","2","12","15","23","2","1,684","26","15","18"
"*05gcr*","Bruno Fernandes","MUN","M,F","28","NIM","MUN 0<br/>@CRY 1 F","77.49","-","-","36","10","6","29","28","10","1,488","73","19","0"
"*052cd*","Mason Mount","CHE","M,F","29","BAR","WAT 1<br/>@CHE 2 F","77.23","-","-","32","11","10","29","16","4","952","41","6","0"
"*05tz8*","Emmanuel Dennis","WAT","M,F","30","BAR","WAT 1<br/>@CHE 2 F","77.11","-","-","33","10","6","26","35","10","393","108","45","0"
"*05os7*","Raphinha","LEE","M,F","31","SJB","LEE 2<br/>@BRF 1 F","76.85","-","-","35","11","3","25","29","7","744","109","23","0"
"*05ocl*","Ollie Watkins","AVL","F","33","MOV","AVL 2<br/>@MCI 3 F","75.03","-","-","35","11","2","32","13","7","478","76","65","0"
"*0524k*","Rodri","MCI","M","34","FUG","AVL 2<br/>@MCI 3 F","74.88","-","-","33","7","2","14","43","5","2,629","32","85","0"
"*03vlj*","Virgil van Dijk","LIV","D","35","PMP","WOL 1<br/>@LIV 3 F","74.87","-","-","34","3","1","14","10","3","2,369","14","117","21"
"*04io4*","Richarlison","EVE","M,F","36","PMP","EVE 1<br/>@ARS 5 F","74.83","-","-","30","10","5","23","23","9","332","108","66","0"
"*045c8*","Gabriel Jesus","MCI","F","37","MOV","AVL 2<br/>@MCI 3 F","74.83","-","-","28","8","8","25","12","1","627","72","21","0"
"*05o4b*","Matty Cash","AVL","D,M","39","KLI","AVL 2<br/>@MCI 3 F","74.33","-","-","38","4","3","13","50","8","883","71","42","10"
"*04yo7*","Youri Tielemans","LEI","M","40","BAR","SOU 1<br/>@LEI 4 F","72.99","-","-","32","6","4","17","38","3","1,426","61","24","0"
"*04fk6*","Bernardo Silva","MCI","M,F","41","NOAD","AVL 2<br/>@MCI 3 F","72.58","-","-","35","8","4","20","29","6","1,692","86","7","0"
"*0520r*","Leandro Trossard","BHA","M,F","42","MOV","WHU 1<br/>@BHA 3 F","72.4","-","-","34","8","3","27","20","2","873","82","9","0"
"*02oq8*","James Ward-Prowse","SOU","M","44","PMP","SOU 1<br/>@LEI 4 F","71.94","-","-","36","10","5","24","24","6","1,577","27","27","0"
"*051k8*","Conor Gallagher","CRY","M","45","MOV","MUN 0<br/>@CRY 1 F","71.08","-","-","34","8","3","22","37","10","852","108","23","0"
"*051k0*","John McGinn","AVL","M","46","FUG","AVL 2<br/>@MCI 3 F","70.95","-","-","35","3","4","16","64","8","987","124","23","0"
"*04abn*","Harvey Barnes","LEI","M,F","47","ADB","SOU 1<br/>@LEI 4 F","70.45","-","-","32","6","10","24","16","2","538","51","24","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","48","KLI","EVE 1<br/>@ARS 5 F","70.16","-","-","35","5","0","12","30","9","1,824","42","55","13"
"*04spq*","Jack Harrison","LEE","M,F","49","FA","LEE 2<br/>@BRF 1 F","69.87","-","-","35","8","1","17","37","3","613","77","19","0"
"*03gu5*","Andrew Robertson","LIV","D","51","FUG","WOL 1<br/>@LIV 3 F","69.22","-","-","29","3","10","8","21","8","1,642","22","26","17"
"*05oyq*","Said Benrahma","WHU","M,F","52","NIM","WHU 1<br/>@BHA 3 F","68.92","-","-","32","8","6","22","17","0","618","52","10","0"
"*05tr1*","Ethan Pinnock","BRF","D","53","FA","LEE 2<br/>@BRF 1 F","68.75","-","-","32","1","1","9","35","1","1,067","23","143","7"
"*051k7*","Reece James","CHE","D,M","54","PMP","WAT 1<br/>@CHE 2 F","68.44","-","-","26","5","9","10","25","7","1,235","67","17","3"
"*05gcp*","Tomas Soucek","WHU","M","55","BAR","WHU 1<br/>@BHA 3 F","68.21","-","-","35","5","1","12","32","3","1,030","28","134","0"
"*04abb*","Phil Foden","MCI","M,F","56","KLI","AVL 2<br/>@MCI 3 F","68.1","-","-","28","9","5","22","8","1","839","60","5","0"
"*03dyp*","Riyad Mahrez","MCI","M,F","57","SJB","AVL 2<br/>@MCI 3 F","68.07","-","-","28","11","5","23","3","0","743","41","8","0"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","58","RED","TOT 5<br/>@NOR 0 F","67.75","-","-","36","2","2","11","45","3","2,270","81","23","0"
"*0522s*","Che Adams","SOU","F","60","FA","SOU 1<br/>@LEI 4 F","67.01","-","-","30","7","3","24","6","0","303","60","62","0"
"*0554i*","Joelinton","NEW","M,F","61","PMP","NEW 2<br/>@BUR 1 F","66.43","-","-","35","4","1","14","38","8","707","70","99","0"
"*05tr8*","Christian Norgaard","BRF","M","62","SJB","LEE 2<br/>@BRF 1 F","66.4","-","-","35","3","4","9","60","8","1,331","51","50","0"
"*05r9b*","Martin Odegaard","ARS","M,F","63","PMP","EVE 1<br/>@ARS 5 F","66.27","-","-","36","7","4","21","21","4","1,341","45","15","0"
"*050jq*","Marc Guehi","CRY","D","64","PMP","MUN 0<br/>@CRY 1 F","65.89","-","-","36","2","1","5","17","4","2,051","46","68","11"
"*05trb*","Bryan Mbeumo","BRF","M,F","65","PMP","LEE 2<br/>@BRF 1 F","65.51","-","-","35","4","7","22","16","4","504","77","29","0"
"*051kl*","Emiliano Buendia","AVL","M,F","66","NOAD","AVL 2<br/>@MCI 3 F","65.17","-","-","35","4","6","13","18","1","694","84","19","0"
"*05w9i*","Marc Cucurella","BHA","D,M","68","NOAD","WHU 1<br/>@BHA 3 F","64.67","-","-","35","1","1","3","62","6","1,558","58","40","6"
"*05omu*","Ruben Dias","MCI","D","69","FUG","AVL 2<br/>@MCI 3 F","64.42","-","-","29","2","4","3","19","5","2,117","11","51","17"
"*051ks*","Teemu Pukki","NOR","F","70","KLI","TOT 5<br/>@NOR 0 F","64.38","-","-","37","11","3","27","11","4","394","52","15","0"
"*05akv*","Tyrick Mitchell","CRY","D","71","MOV","MUN 0<br/>@CRY 1 F","64.05","-","-","36","0","2","0","57","1","1,074","30","29","11"
"*04sat*","Emile Smith Rowe","ARS","M","72","MOV","EVE 1<br/>@ARS 5 F","64.04","-","-","33","10","2","23","7","1","670","53","7","0"
"*0435t*","Ilkay Gundogan","MCI","M","73","KLI","AVL 2<br/>@MCI 3 F","63.99","-","-","27","8","4","19","9","1","1,157","34","11","0"
"*04p0d*","Dwight McNeil","BUR","M","74","FUG","NEW 2<br/>@BUR 1 F","63.99","-","-","38","0","1","15","49","1","730","126","13","0"
"*056iw*","Allan Saint-Maximin","NEW","M,F","75","KLI","NEW 2<br/>@BUR 1 F","63.89","-","-","35","5","5","26","8","6","515","198","18","0"
"*05mxa*","Joel Veltman","BHA","D,M","76","FA","WHU 1<br/>@BHA 3 F","63.86","-","-","34","1","1","3","48","6","1,263","54","57","6"
"*051k3*","Jacob Ramsey","AVL","M,F","77","NIM","AVL 2<br/>@MCI 3 F","63.84","-","-","34","6","1","11","44","6","882","74","16","0"
"*05nt7*","Thiago Silva","CHE","D","78","BAR","WAT 1<br/>@CHE 2 F","63.63","-","-","32","3","0","5","21","2","2,432","18","57","11"
"*04g1w*","Antonio Rudiger","CHE","D","79","NOAD","WAT 1<br/>@CHE 2 F","63.55","-","-","34","3","0","13","28","9","2,199","18","56","14"
"*04mdn*","Anthony Gordon","EVE","M,F","80","ADB","EVE 1<br/>@ARS 5 F","63.52","-","-","35","4","2","18","32","4","455","102","17","0"
"*03dyk*","Jamie Vardy","LEI","F","81","SJB","SOU 1<br/>@LEI 4 F","63.34","-","-","25","15","2","26","5","2","182","21","24","0"
"*0522h*","Alexis Mac Allister","BHA","M,F","82","NIM","WHU 1<br/>@BHA 3 F","63.33","-","-","33","5","2","11","40","4","840","60","25","0"
"*0372y*","Matt Targett","AVL/NEW","D,M","83","ADB","NEW 2<br/>@BUR 1 F","63.2","-","-","33","1","1","6","44","3","884","33","51","8"
"*03zsq*","Kyle Walker-Peters","SOU","D,M","84","ADB","SOU 1<br/>@LEI 4 F","62.98","-","-","32","1","2","7","33","5","885","111","27","5"
"*03sgc*","Jordan Ayew","CRY","M,F","85","FA","MUN 0<br/>@CRY 1 F","62.97","-","-","31","3","3","8","30","2","559","100","32","0"
"*05o6h*","Kai Havertz","CHE","M,F","86","PMP","WAT 1<br/>@CHE 2 F","62.91","-","-","29","8","3","23","8","3","532","43","37","0"
"*051lc*","Pablo Fornals","WHU","M,F","87","FA","WHU 1<br/>@BHA 3 F","62.82","-","-","36","6","3","12","28","4","1,028","51","23","0"
"*04mqu*","Aymeric Laporte","MCI","D","89","KLI","AVL 2<br/>@MCI 3 F","62.35","-","-","33","4","0","8","15","8","2,767","16","52","18"
"*04e1e*","Ben White","ARS","D,M","90","RED","EVE 1<br/>@ARS 5 F","62.26","-","-","32","0","0","4","23","3","1,531","37","62","13"
"*05n02*","Stuart Dallas","LEE","D,M","91","MOV","LEE 2<br/>@BRF 1 F","62.18","-","-","34","1","1","9","55","5","1,066","59","32","3"
"*02lnf*","Joshua King","WAT","M,F","92","FA","WAT 1<br/>@CHE 2 F","61.89","-","-","32","5","3","17","15","5","364","51","100","0"
"*04s8k*","Jorginho","CHE","M","93","NIM","WAT 1<br/>@CHE 2 F","61.77","-","-","29","6","2","9","33","5","1,681","54","13","0"
"*05tr2*","Pontus Jansson","BRF","D","94","KLI","LEE 2<br/>@BRF 1 F","61.61","-","-","37","3","1","11","21","7","1,205","10","103","8"
"*0327r*","Michael Keane","EVE","D","95","MOV","EVE 1<br/>@ARS 5 F","61.61","-","-","32","3","2","6","25","5","927","14","97","7"
"*04qra*","Romain Saiss","WOL","D,M","96","KLI","WOL 1<br/>@LIV 3 F","61.55","-","-","31","2","0","6","27","6","1,426","22","73","11"
"*04agz*","Declan Rice","WHU","M","97","NOAD","WHU 1<br/>@BHA 3 F","61.49","-","-","36","1","4","8","42","8","1,973","61","42","0"
"*04mup*","Trevoh Chalobah","CHE","D,M","98","BAR","WAT 1<br/>@CHE 2 F","61.06","-","-","20","3","1","7","27","2","1,151","24","33","9"
"*04mqz*","Lucas Moura","TOT","M,F","99","FA","TOT 5<br/>@NOR 0 F","61.05","-","-","34","2","6","12","10","4","556","93","48","0"
"*05g2o*","Joao Pedro","WAT","M,F","100","FUG","WAT 1<br/>@CHE 2 F","60.98","-","-","28","3","1","16","14","1","383","92","56","0"
"*04yey*","Max Kilman","WOL","D","101","FA","WOL 1<br/>@LIV 3 F","60.92","-","-","30","1","0","4","26","3","1,306","28","66","10"
"*02m08*","Grant Hanley","NOR","D","102","FA","TOT 5<br/>@NOR 0 F","60.77","-","-","33","1","0","4","25","2","1,089","23","102","6"
"*02oo1*","Ben Davies","TOT","D","103","SJB","TOT 5<br/>@NOR 0 F","60.61","-","-","29","1","1","7","21","6","1,345","25","67","12"
"*03yq8*","Demarai Gray","EVE","M,F","104","SJB","EVE 1<br/>@ARS 5 F","60.6","-","-","34","5","4","17","19","3","516","87","4","0"
"*02lm7*","Jack Grealish","MCI","M,F","105","FA","AVL 2<br/>@MCI 3 F","60.48","-","-","26","3","3","16","17","3","820","95","14","0"
"*04qrc*","Raul Jimenez","WOL","F","107","FUG","WOL 1<br/>@LIV 3 F","60.4","-","-","34","6","4","16","14","11","539","84","63","0"
"*05os8*","Joachim Andersen","CRY","D","108","RED","MUN 0<br/>@CRY 1 F","60.32","-","-","34","0","3","3","23","4","1,904","15","56","12"
"*05gvx*","Armando Broja","SOU","F","109","FA","SOU 1<br/>@LEI 4 F","60.17","-","-","32","6","0","21","5","2","243","59","88","0"
"*052h5*","Gabriel Martinelli","ARS","M,F","110","KLI","EVE 1<br/>@ARS 5 F","60.13","-","-","29","6","6","16","19","4","419","65","18","0"
"*02lpn*","Eric Dier","TOT","D,M","111","ADB","TOT 5<br/>@NOR 0 F","60.1","-","-","35","0","0","5","9","1","2,049","10","70","16"
"*02m66*","Marcos Alonso","CHE","D,M","112","NOAD","WAT 1<br/>@CHE 2 F","59.9","-","-","28","4","4","11","29","8","920","43","40","2"
"*0427d*","James Tarkowski","BUR","D","113","BAR","NEW 2<br/>@BUR 1 F","59.87","-","-","35","1","2","6","44","11","812","24","153","7"
"*03yu2*","Abdoulaye Doucoure","EVE","M","114","NIM","EVE 1<br/>@ARS 5 F","59.65","-","-","30","2","4","11","43","6","862","37","35","0"
"*05n5p*","Mohammed Salisu","SOU","D","115","KLI","SOU 1<br/>@LEI 4 F","59.31","-","-","34","0","0","10","47","11","1,357","20","101","7"
"*02m5b*","Chris Wood","BUR/NEW","F","116","RED","NEW 2<br/>@BUR 1 F","59.27","-","-","34","5","0","19","5","1","347","23","205","0"
"*02m87*","Oriol Romeu","SOU","M","117","RED","SOU 1<br/>@LEI 4 F","59.08","-","-","36","2","2","4","39","9","1,372","54","67","0"
"*04fyc*","Charlie Taylor","BUR","D","118","MOV","NEW 2<br/>@BUR 1 F","58.93","-","-","31","0","3","0","26","3","697","70","58","5"
"*02ygz*","Moussa Sissoko","TOT/WAT","M","119","FA","WAT 1<br/>@CHE 2 F","58.9","-","-","36","2","1","8","27","5","896","63","64","0"
"*05w9m*","Emerson Royal","TOT","D,M","120","RED","TOT 5<br/>@NOR 0 F","58.26","-","-","31","1","1","4","47","5","935","62","33","2"
"*03srm*","N'Golo Kante","CHE","M","121","ADB","WAT 1<br/>@CHE 2 F","58.15","-","-","26","2","4","9","31","2","1,120","46","14","0"
"*04qqv*","Fred","MUN","M","123","RED","MUN 0<br/>@CRY 1 F","57.92","-","-","28","4","4","9","27","5","1,129","51","15","0"
"*04rhd*","Fabinho","LIV","D,M","124","FA","WOL 1<br/>@LIV 3 F","57.48","-","-","29","5","1","10","25","7","1,349","39","44","0"
"*05s08*","Valentino Livramento","SOU","D","125","FUG","SOU 1<br/>@LEI 4 F","57.41","-","-","28","1","1","3","28","2","712","66","24","8"
"*04qr6*","Ruben Neves","WOL","M","126","FA","WOL 1<br/>@LIV 3 F","57.3","-","-","33","4","2","16","37","9","1,621","38","20","0"
"*02vlk*","Cesar Azpilicueta","CHE","D,M","127","SJB","WAT 1<br/>@CHE 2 F","57.3","-","-","27","1","2","4","28","3","1,375","20","46","6"
"*04civ*","Scott McTominay","MUN","M","128","NIM","MUN 0<br/>@CRY 1 F","57.02","-","-","30","1","1","7","33","9","1,055","69","68","0"
"*03dxq*","Danny Ings","AVL","F","129","FA","AVL 2<br/>@MCI 3 F","57.01","-","-","30","7","6","18","16","4","250","22","27","0"
"*04u6q*","Caglar Soyuncu","LEI","D","130","FUG","SOU 1<br/>@LEI 4 F","56.94","-","-","28","1","0","1","30","5","1,625","18","92","5"
"*03rec*","Tyrone Mings","AVL","D","131","NIM","AVL 2<br/>@MCI 3 F","56.78","-","-","36","1","3","5","12","11","1,321","35","83","11"
"*05oh2*","Thiago Alcantara","LIV","M","132","SJB","WOL 1<br/>@LIV 3 F","56.63","-","-","25","1","4","6","29","2","1,335","33","32","0"
"*04fw3*","Alexandre Lacazette","ARS","F","133","FUG","EVE 1<br/>@ARS 5 F","56.58","-","-","30","4","7","15","10","0","339","48","21","0"
"*02m4d*","Craig Dawson","WHU","D","134","NOAD","WHU 1<br/>@BHA 3 F","56.45","-","-","34","2","2","6","17","7","1,032","16","94","8"
"*03dyl*","Jeffrey Schlupp","CRY","M,F","135","FA","MUN 0<br/>@CRY 1 F","56.4","-","-","32","4","1","9","25","1","489","57","31","0"
"*05uoe*","Juraj Kucka","WAT","M","136","FA","WAT 1<br/>@CHE 2 F","56.3","-","-","26","1","1","11","39","6","466","66","57","0"
"*05tre*","Vitaly Janelt","BRF","M","137","FA","LEE 2<br/>@BRF 1 F","56.2","-","-","31","4","0","12","32","3","740","38","34","0"
"*03m5c*","Ruben Loftus-Cheek","CHE","M,F","138","NOAD","WAT 1<br/>@CHE 2 F","56.08","-","-","24","0","2","6","10","1","860","83","37","0"
"*04tm0*","Lucas Digne","EVE/AVL","D,M","139","BAR","AVL 2<br/>@MCI 3 F","56.08","-","-","29","0","4","3","29","6","874","36","49","7"
"*04u41*","Mateo Kovacic","CHE","M","140","FA","WAT 1<br/>@CHE 2 F","56","-","-","25","2","5","6","31","4","1,059","58","5","0"
"*04spp*","Douglas Luiz","AVL","M","141","MOV","AVL 2<br/>@MCI 3 F","55.9","-","-","34","2","3","8","39","7","1,260","65","26","0"
"*04jyc*","Davinson Sanchez","TOT","D","143","PMP","TOT 5<br/>@NOR 0 F","55.77","-","-","23","2","0","3","22","4","989","15","47","12"
"*05w90*","Maxwel Cornet","BUR","D,M,F","144","FA","NEW 2<br/>@BUR 1 F","55.77","-","-","26","9","1","22","9","2","266","33","24","0"
"*03ena*","Aaron Cresswell","WHU","D","145","KLI","WHU 1<br/>@BHA 3 F","55.7","-","-","31","2","3","4","18","3","1,412","18","32","7"
"*05tqz*","Rico Henry","BRF","D,M","146","FA","LEE 2<br/>@BRF 1 F","55.42","-","-","34","3","0","5","20","2","761","54","27","4"
"*05ohc*","Sergio Reguilon","TOT","D,M","147","FA","TOT 5<br/>@NOR 0 F","55.32","-","-","25","2","3","9","24","4","607","43","31","5"
"*02lnx*","Danny Welbeck","BHA","F","148","RED","WHU 1<br/>@BHA 3 F","55.15","-","-","25","6","2","22","7","0","212","23","47","0"
"*05mzw*","Luke Ayling","LEE","D","149","FA","LEE 2<br/>@BRF 1 F","55.1","-","-","26","2","2","4","42","7","1,098","42","35","2"
"*04rf1*","Mohamed Elyounoussi","SOU","M,F","150","FA","SOU 1<br/>@LEI 4 F","54.94","-","-","30","4","2","19","17","4","427","46","38","0"
"*04ge6*","Joe Willock","NEW","M","151","FA","NEW 2<br/>@BUR 1 F","54.89","-","-","29","2","0","11","37","0","444","62","16","0"
"*04fk9*","Jan Bednarek","SOU","D","152","RED","SOU 1<br/>@LEI 4 F","54.79","-","-","31","4","0","7","15","10","1,180","16","91","7"
"*051ko*","Kenny McLean","NOR","M","153","FA","TOT 5<br/>@NOR 0 F","54.79","-","-","31","1","0","6","22","3","771","57","68","0"
"*04e1c*","Lewis Dunk","BHA","D","154","NIM","WHU 1<br/>@BHA 3 F","54.71","-","-","29","1","0","7","8","5","1,719","8","81","10"
"*03sd5*","Manuel Lanzini","WHU","M,F","155","FA","WHU 1<br/>@BHA 3 F","54.63","-","-","30","5","3","7","15","2","1,105","43","5","0"
"*05ojh*","Diego Llorente","LEE","D","156","ADB","LEE 2<br/>@BRF 1 F","54.59","-","-","28","3","0","3","31","7","1,105","29","50","5"
"*02lsa*","Dan Burn","BHA/NEW","D,M","157","ADB","NEW 2<br/>@BUR 1 F","54.5","-","-","29","1","1","5","23","8","977","6","100","9"
"*051kg*","Max Aarons","NOR","D,M","158","FA","TOT 5<br/>@NOR 0 F","54.26","-","-","34","0","2","2","44","8","847","86","14","4"
"*02yhi*","Philippe Coutinho","LIV/AVL","M,F","159","MOV","AVL 2<br/>@MCI 3 F","54.15","-","-","19","5","3","16","12","0","524","41","5","0"
"*05w91*","Hwang Hee-Chan","WOL","F","160","FA","WOL 1<br/>@LIV 3 F","53.86","-","-","30","5","1","12","13","2","507","75","8","0"
"*05748*","Ismaila Sarr","WAT","M,F","161","FA","WAT 1<br/>@CHE 2 F","53.74","-","-","22","5","2","17","7","2","320","81","10","0"
"*05w9q*","Odsonne Edouard","CRY","M,F","162","FA","MUN 0<br/>@CRY 1 F","53.73","-","-","28","6","3","18","10","4","306","36","38","0"
"*05os5*","Alex Telles","MUN","D","163","ADB","MUN 0<br/>@CRY 1 F","53.72","-","-","21","0","4","3","27","1","751","21","30","6"
"*04t3s*","Joao Moutinho","WOL","M","164","FUG","WOL 1<br/>@LIV 3 F","53.51","-","-","35","2","1","7","39","4","1,665","31","15","0"
"*03gu4*","Harry Maguire","MUN","D","165","FA","MUN 0<br/>@CRY 1 F","53.49","-","-","30","1","0","10","21","10","1,350","23","75","6"
"*05os9*","Thomas Partey","ARS","M","167","FA","EVE 1<br/>@ARS 5 F","53.49","-","-","24","2","1","10","29","5","1,031","52","24","0"
"*05uoc*","Cristian Romero","TOT","D","168","FA","TOT 5<br/>@NOR 0 F","53.32","-","-","22","1","0","2","39","8","1,141","24","43","7"
"*02m7x*","Romelu Lukaku","CHE","F","169","NOAD","WAT 1<br/>@CHE 2 F","53.29","-","-","26","8","0","15","1","1","231","25","51","0"
"*056mf*","Neal Maupay","BHA","F","170","FA","WHU 1<br/>@BHA 3 F","53.19","-","-","32","8","2","15","10","7","469","52","21","0"
"*02lk5*","Jordan Henderson","LIV","D,M","171","FA","WOL 1<br/>@LIV 3 F","53.18","-","-","35","2","5","6","20","3","1,844","23","18","0"
"*02ljr*","Conor Coady","WOL","D","172","FA","WOL 1<br/>@LIV 3 F","53.18","-","-","38","4","0","4","14","5","1,514","2","32","11"
"*0329y*","Joel Ward","CRY","D","173","FA","MUN 0<br/>@CRY 1 F","53.17","-","-","28","0","0","1","26","8","1,144","41","58","9"
"*05up6*","Raphael Varane","MUN","D","174","PMP","MUN 0<br/>@CRY 1 F","53.07","-","-","22","1","1","1","19","0","1,011","9","56","5"
"*05mxb*","Hakim Ziyech","CHE","M,F","175","FUG","WAT 1<br/>@CHE 2 F","52.99","-","-","23","4","3","19","10","3","513","57","13","0"
"*02lpl*","Seamus Coleman","EVE","D,M","176","BAR","EVE 1<br/>@ARS 5 F","52.92","-","-","30","1","0","1","36","4","706","51","25","7"
"*05749*","Kieran Tierney","ARS","D","177","FA","EVE 1<br/>@ARS 5 F","52.8","-","-","22","1","3","5","14","0","746","25","12","10"
"*05ylx*","Dejan Kulusevski","TOT","M,F","178","NOAD","TOT 5<br/>@NOR 0 F","52.65","-","-","18","5","8","10","13","3","394","40","3","0"
"*05gcx*","Josh Brownhill","BUR","M","179","NOAD","NEW 2<br/>@BUR 1 F","52.61","-","-","35","2","3","9","37","10","870","35","47","0"
"*05twm*","Milot Rashica","NOR","M,F","180","FA","TOT 5<br/>@NOR 0 F","52.47","-","-","31","1","2","17","19","0","325","63","12","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","181","NOAD","EVE 1<br/>@ARS 5 F","52.36","-","-","17","5","2","13","8","2","167","18","94","0"
"*05ojg*","Nelson Semedo","WOL","D,M","182","FA","WOL 1<br/>@LIV 3 F","52.3","-","-","25","0","1","4","39","1","706","63","15","0"
"*02lnq*","Paul Pogba","MUN","M","183","FUG","MUN 0<br/>@CRY 1 F","52.29","-","-","20","1","9","8","9","10","732","68","36","0"
"*052ca*","Ezri Konsa","AVL","D","184","FA","AVL 2<br/>@MCI 3 F","51.9","-","-","29","2","0","6","15","10","868","42","58","8"
"*05o4c*","Timothy Castagne","LEI","D,M","185","KLI","SOU 1<br/>@LEI 4 F","51.77","-","-","27","1","0","3","31","1","904","13","39","4"
"*02yl5*","John Stones","MCI","D","186","RED","AVL 2<br/>@MCI 3 F","51.71","-","-","14","1","0","5","3","0","892","14","47","10"
"*04aj0*","Ademola Lookman","FUL/LEI","M,F","187","FA","SOU 1<br/>@LEI 4 F","51.54","-","-","26","6","0","12","14","2","397","71","3","0"
"*04gw7*","Jadon Sancho","MUN","M,F","188","FA","MUN 0<br/>@CRY 1 F","51.25","-","-","29","3","3","9","8","0","781","54","2","0"
"*04yim*","Christian Pulisic","CHE","M,F","190","FA","WAT 1<br/>@CHE 2 F","50.58","-","-","22","6","2","11","7","2","351","56","12","0"
"*05mzx*","Liam Cooper","LEE","D","191","BAR","LEE 2<br/>@BRF 1 F","50.57","-","-","21","0","1","1","23","5","976","12","82","5"
"*05os4*","Rayan Ait-Nouri","WOL","D,M","192","NOAD","WOL 1<br/>@LIV 3 F","50.55","-","-","23","1","2","4","36","4","578","62","17","0"
"*04tig*","Fabian Schar","NEW","D","193","FA","NEW 2<br/>@BUR 1 F","50.54","-","-","25","2","2","8","11","4","686","17","45","7"
"*05yld*","Luis Diaz","LIV","F","194","ADB","WOL 1<br/>@LIV 3 F","50.53","-","-","13","4","3","13","7","0","385","45","15","0"
"*05ylj*","Bruno Guimaraes","NEW","M","195","NIM","NEW 2<br/>@BUR 1 F","50.46","-","-","17","5","1","12","23","4","433","58","4","0"
"*04sft*","Yves Bissouma","BHA","M","196","FA","WHU 1<br/>@BHA 3 F","50.3","-","-","26","1","2","5","49","10","1,059","53","16","0"
"*05w9r*","Takehiro Tomiyasu","ARS","D","197","ADB","EVE 1<br/>@ARS 5 F","50.3","-","-","21","0","1","2","17","2","747","22","47","8"
"*04spy*","Mason Greenwood","MUN","M,F","198","FA","MUN 0<br/>@CRY 1 F","50.27","-","-","18","5","1","19","9","1","389","48","4","0"
"*05uor*","Yoane Wissa","BRF","M,F","199","FA","LEE 2<br/>@BRF 1 F","50.27","-","-","30","7","1","13","6","0","186","41","20","0"
"*04qfz*","Diogo Dalot","MUN","D","200","RED","MUN 0<br/>@CRY 1 F","50.2","-","-","24","0","0","4","41","4","771","21","29","6"
"*043c1*","Oleksandr Zinchenko","MCI","D","201","MOV","AVL 2<br/>@MCI 3 F","49.9","-","-","15","0","4","4","14","0","881","9","15","8"
"*05opk*","Vladimir Coufal","WHU","D,M","202","FA","WHU 1<br/>@BHA 3 F","49.89","-","-","28","0","4","5","25","6","747","30","33","5"
"*03dx7*","Ben Mee","BUR","D","203","FA","NEW 2<br/>@BUR 1 F","49.85","-","-","21","3","0","4","12","3","529","11","68","6"
"*05n04*","Mateusz Klich","LEE","M","204","FA","LEE 2<br/>@BRF 1 F","49.74","-","-","33","1","2","18","25","5","781","35","7","0"
"*03eki*","Cheikhou Kouyate","CRY","D,M","205","FA","MUN 0<br/>@CRY 1 F","49.67","-","-","27","0","1","0","38","3","655","34","51","0"
"*04fk1*","Pascal Gross","BHA","M,F","206","FA","WHU 1<br/>@BHA 3 F","49.43","-","-","29","2","4","9","15","1","920","15","15","0"
"*05gcc*","Kiernan Dewsbury-Hall","LEI","M","207","NOAD","SOU 1<br/>@LEI 4 F","49.42","-","-","28","1","2","3","24","4","932","59","16","0"
"*05m46*","Luke Thomas","LEI","D,M","208","FA","SOU 1<br/>@LEI 4 F","49.35","-","-","22","0","1","0","31","2","820","31","24","5"
"*05uel*","Kristoffer Ajer","BRF","D","209","FA","LEE 2<br/>@BRF 1 F","49.3","-","-","24","1","3","1","18","5","504","29","49","7"
"*05nnx*","Rodrigo","LEE","M,F","210","KLI","LEE 2<br/>@BRF 1 F","49.2","-","-","31","6","1","18","9","9","658","52","17","0"
"*05a6d*","Tariq Lamptey","BHA","D,M","211","FA","WHU 1<br/>@BHA 3 F","49.18","-","-","30","0","2","4","25","4","527","79","7","4"
"*05u6n*","Trincao","WOL","F","212","FA","WOL 1<br/>@LIV 3 F","49.14","-","-","28","2","1","14","15","0","345","66","6","0"
"*04adp*","Aaron Wan-Bissaka","MUN","D,M","213","FA","MUN 0<br/>@CRY 1 F","49.12","-","-","20","0","0","1","36","2","759","49","19","2"
"*05u94*","Michael Olise","CRY","M,F","215","FA","MUN 0<br/>@CRY 1 F","48.76","-","-","26","2","5","10","18","4","445","55","7","0"
"*02y6o*","Nathan Ake","MCI","D","216","FA","AVL 2<br/>@MCI 3 F","48.61","-","-","14","2","0","2","9","0","772","2","37","9"
"*03g40*","Kelechi Iheanacho","LEI","F","217","FA","SOU 1<br/>@LEI 4 F","48.6","-","-","26","4","5","12","7","1","270","27","16","0"
"*02rll*","Nathan Redmond","SOU","M,F","218","FA","SOU 1<br/>@LEI 4 F","48.6","-","-","27","1","5","9","14","0","490","36","13","0"
