"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","A","SOT","TkW","DPt2","AP","CoSF","AER","CSD"
"*030v5*","Andreas Christensen","CHE","D","219","FA","WAT 1<br/>@CHE 2 F","48.52","-","-","19","0","0","0","8","2","1,189","11","49","9"
"*02lp7*","Andros Townsend","EVE","M,F","220","FA","EVE 1<br/>@ARS 5 F","48.26","-","-","21","3","2","10","17","3","307","65","7","0"
"*04fk8*","Victor Lindelof","MUN","D","221","FA","MUN 0<br/>@CRY 1 F","48.26","-","-","28","0","2","2","11","4","1,209","9","52","6"
"*056ir*","Adam Webster","BHA","D","222","SJB","WHU 1<br/>@BHA 3 F","48.22","-","-","22","2","0","3","8","5","933","14","56","7"
"*05gcq*","Daniel Podence","WOL","M,F","223","FA","WOL 1<br/>@LIV 3 F","48.09","-","-","26","2","3","15","11","2","427","60","2","0"
"*02w6v*","Christian Benteke","CRY","F","224","FA","MUN 0<br/>@CRY 1 F","48.04","-","-","25","4","1","13","2","3","192","25","86","0"
"*038ze*","Alex Iwobi","EVE","D,M,F","225","NIM","EVE 1<br/>@ARS 5 F","47.87","-","-","28","2","2","6","19","1","554","38","9","2"
"*03rxz*","Roberto Firmino","LIV","F","226","FA","WOL 1<br/>@LIV 3 F","47.82","-","-","20","5","4","11","14","3","383","23","14","0"
"*05ubg*","Pierre Lees-Melou","NOR","M","227","FA","TOT 5<br/>@NOR 0 F","47.67","-","-","33","1","0","9","36","5","788","42","14","0"
"*02lp9*","Kyle Walker","MCI","D","228","FA","AVL 2<br/>@MCI 3 F","47.47","-","-","20","0","2","2","6","1","1,353","19","19","11"
"*04aiz*","Wilfred Ndidi","LEI","D,M","229","FA","SOU 1<br/>@LEI 4 F","47.46","-","-","19","0","0","4","32","4","745","33","42","1"
"*03yr0*","Daniel James","MUN/LEE","M,F","230","FA","LEE 2<br/>@BRF 1 F","47.02","-","-","34","4","4","18","15","10","336","59","14","0"
"*04e1k*","Solly March","BHA","M","231","FA","WHU 1<br/>@BHA 3 F","46.76","-","-","31","0","2","10","17","1","494","43","17","1"
"*059j3*","Brandon Williams","MUN/NOR","D","232","FA","TOT 5<br/>@NOR 0 F","46.68","-","-","26","0","1","1","37","8","764","64","14","3"
"*05ogb*","Anthony Elanga","MUN","M,F","233","FA","MUN 0<br/>@CRY 1 F","46.66","-","-","21","2","2","7","20","0","323","33","24","0"
"*03r8x*","Callum Wilson","NEW","F","234","PMP","NEW 2<br/>@BUR 1 F","46.58","-","-","18","8","0","15","8","4","103","32","29","0"
"*04360*","Ben Gibson","NOR","D","235","FA","TOT 5<br/>@NOR 0 F","46.56","-","-","28","0","0","4","16","6","1,111","14","53","6"
"*04fkc*","Francisco Femenia Far","WAT","D","237","FA","WAT 1<br/>@CHE 2 F","46.23","-","-","27","0","5","1","22","2","646","20","12","2"
"*05mzz*","Pascal Struijk","LEE","D,M","238","FA","LEE 2<br/>@BRF 1 F","46.22","-","-","29","1","0","4","39","9","1,068","10","40","3"
"*05ylv*","Wout Weghorst","BUR","F","239","SJB","NEW 2<br/>@BUR 1 F","46.21","-","-","20","2","3","9","9","3","274","31","55","0"
"*04rd1*","Stuart Armstrong","SOU","M,F","240","ADB","SOU 1<br/>@LEI 4 F","45.82","-","-","25","2","0","9","19","1","573","47","4","0"
"*03u2b*","Adama Traore","WOL","M,F","241","FA","WOL 1<br/>@LIV 3 F","45.81","-","-","20","1","0","5","3","0","232","109","15","0"
"*02lla*","James McArthur","CRY","M","242","RED","MUN 0<br/>@CRY 1 F","45.66","-","-","21","0","3","3","23","4","755","41","22","0"
"*02oq3*","Jay Rodriguez","BUR","F","243","FA","NEW 2<br/>@BUR 1 F","45.56","-","-","29","2","2","11","12","3","181","24","55","0"
"*05r37*","Jakub Moder","BHA","M,F","244","FA","WHU 1<br/>@BHA 3 F","45.52","-","-","28","0","3","6","25","2","567","23","25","0"
"*05r8o*","Jean-Philippe Mateta","CRY","F","245","FA","MUN 0<br/>@CRY 1 F","45.5","-","-","22","5","1","18","4","2","156","17","39","0"
"*05u1m*","Nathan Collins","BUR","D","246","NIM","NEW 2<br/>@BUR 1 F","45.45","-","-","19","2","0","5","15","5","436","17","59","5"
"*03arh*","Kurt Zouma","CHE/WHU","D","247","FA","WHU 1<br/>@BHA 3 F","45.18","-","-","24","1","0","3","6","1","873","7","50","5"
"*02lpr*","Shane Duffy","BHA","D","248","FA","WHU 1<br/>@BHA 3 F","45.14","-","-","18","1","0","6","12","7","899","6","65","5"
"*05u4m*","Patson Daka","LEI","F","249","FA","SOU 1<br/>@LEI 4 F","45.14","-","-","23","5","3","16","10","2","164","17","17","0"
"*05udk*","Cucho Hernandez","WAT","M,F","250","FA","WAT 1<br/>@CHE 2 F","45.07","-","-","25","5","2","11","5","3","221","30","33","0"
"*02ln2*","Jonny Evans","LEI","D","251","MOV","SOU 1<br/>@LEI 4 F","45.03","-","-","18","1","1","2","14","3","838","13","48","2"
"*03aoj*","Nemanja Matic","MUN","M","252","FA","MUN 0<br/>@CRY 1 F","44.99","-","-","23","0","4","1","18","3","905","20","28","0"
"*051ki*","Ben Godfrey","EVE","D","253","FA","EVE 1<br/>@ARS 5 F","44.75","-","-","23","0","0","7","32","6","540","21","37","4"
"*04u6i*","Leander Dendoncker","WOL","D,M,F","254","FA","WOL 1<br/>@LIV 3 F","44.73","-","-","30","2","2","10","17","4","706","11","30","0"
"*02m11*","Matt Doherty","TOT","D,M","255","FA","TOT 5<br/>@NOR 0 F","44.48","-","-","15","2","4","6","12","0","378","10","16","3"
"*03v6s*","Mason Holgate","EVE","D,M","256","FA","EVE 1<br/>@ARS 5 F","44.46","-","-","25","2","1","3","18","10","577","17","63","6"
"*052cc*","Billy Gilmour","NOR","M","257","FA","TOT 5<br/>@NOR 0 F","44.34","-","-","24","0","1","3","21","2","951","36","13","0"
"*05uoq*","Joshua Sargent","NOR","M,F","258","FA","TOT 5<br/>@NOR 0 F","44.23","-","-","26","2","1","3","14","1","286","39","40","0"
"*04rhe*","Naby Keita","LIV","M","260","FA","WOL 1<br/>@LIV 3 F","44.14","-","-","23","3","1","7","23","3","639","24","6","0"
"*05o6w*","Allan","EVE","M","261","SJB","EVE 1<br/>@ARS 5 F","44.12","-","-","28","0","2","3","44","10","766","43","11","0"
"*05u99*","Nuno Tavares","ARS","D","262","FA","EVE 1<br/>@ARS 5 F","44.05","-","-","22","1","1","2","14","2","481","31","24","5"
"*04azm*","Connor Roberts","SWA/BUR","D","263","NIM","NEW 2<br/>@BUR 1 F","44.02","-","-","21","1","1","4","13","2","471","35","13","6"
"*03ybi*","Marcus Rashford","MUN","M,F","264","FA","MUN 0<br/>@CRY 1 F","43.93","-","-","25","4","2","12","5","2","299","40","10","0"
"*03ysm*","Daniel Amartey","LEI","D","265","FA","SOU 1<br/>@LEI 4 F","43.88","-","-","28","0","0","1","13","4","1,393","14","33","5"
"*04gs4*","Mathias Antonsen Normann","BHA/NOR","M","266","MOV","TOT 5<br/>@NOR 0 F","43.7","-","-","23","1","2","5","21","6","536","45","27","0"
"*04yo6*","Miguel Almiron","NEW","M,F","267","FA","NEW 2<br/>@BUR 1 F","43.65","-","-","30","1","0","7","29","2","396","52","5","0"
"*04ug0*","Sean Longstaff","NEW","M","268","FA","NEW 2<br/>@BUR 1 F","43.62","-","-","24","1","1","2","34","1","478","23","13","0"
"*03pig*","Jamaal Lascelles","NEW","D","269","FA","NEW 2<br/>@BUR 1 F","43.52","-","-","26","1","0","4","7","5","515","5","89","5"
"*05ylw*","Rodrigo Bentancur","TOT","M","270","SJB","TOT 5<br/>@NOR 0 F","43.34","-","-","17","0","4","2","18","5","906","27","21","0"
"*03r9c*","Cedric Soares","ARS","D","271","FA","EVE 1<br/>@ARS 5 F","42.8","-","-","21","1","1","1","26","3","730","14","12","4"
"*03278*","Fernandinho","MCI","D,M","272","FA","AVL 2<br/>@MCI 3 F","42.78","-","-","19","2","1","4","10","1","744","19","22","0"
"*05trs*","Dimitris Giannoulis","NOR","D,M","273","FA","TOT 5<br/>@NOR 0 F","42.67","-","-","18","0","1","1","21","2","423","51","8","4"
"*04o82*","Curtis Jones","LIV","M","274","FA","WOL 1<br/>@LIV 3 F","42.62","-","-","15","1","1","7","9","0","531","44","7","0"
"*05ycu*","Hassane Kamara","WAT","D","275","FA","WAT 1<br/>@CHE 2 F","42.51","-","-","19","1","0","1","34","6","499","31","30","3"
"*02rlu*","Craig Cathcart","WAT","D","276","FA","WAT 1<br/>@CHE 2 F","42.29","-","-","31","0","1","0","15","3","734","4","48","4"
"*05n03*","Kalvin Phillips","LEE","D,M","277","FA","LEE 2<br/>@BRF 1 F","41.88","-","-","20","0","1","3","25","4","777","26","17","1"
"*04qfy*","Ricardo Pereira","LEI","D,M","279","FA","SOU 1<br/>@LEI 4 F","41.84","-","-","14","1","3","2","20","3","425","27","15","2"
"*05u79*","Enock Mwepu","BHA","M,F","280","FA","WHU 1<br/>@BHA 3 F","41.74","-","-","18","2","4","8","12","2","287","30","9","0"
"*05mxc*","Timo Werner","CHE","F","281","FUG","WAT 1<br/>@CHE 2 F","41.64","-","-","21","4","1","16","4","1","291","22","6","0"
"*0411y*","Sergi Canos","BRF","M,F","282","FA","LEE 2<br/>@BRF 1 F","41.31","-","-","31","3","2","13","25","9","420","38","9","0"
"*02lny*","Ashley Young","AVL","D,M,F","283","FA","AVL 2<br/>@MCI 3 F","41.28","-","-","24","0","2","3","6","2","415","42","7","7"
"*02on3*","Matthew Lowton","BUR","D","284","FA","NEW 2<br/>@BUR 1 F","41.23","-","-","25","1","2","2","24","6","437","16","25","5"
"*04mqy*","Pierre-Emerick Aubameyang","ARS","M,F","285","FA","EVE 1<br/>@ARS 5 F","40.85","-","-","14","4","1","18","5","3","136","10","25","0"
"*05u5d*","Boubakary Soumare","LEI","M","286","FA","SOU 1<br/>@LEI 4 F","40.54","-","-","19","0","1","2","13","0","442","31","27","0"
"*05yd2*","Samir","WAT","D","287","FA","WAT 1<br/>@CHE 2 F","40.34","-","-","19","0","0","2","11","4","538","18","48","4"
"*02lmz*","Tom Cleverley","WAT","M","288","FA","WAT 1<br/>@CHE 2 F","40.22","-","-","28","0","2","7","20","2","456","22","14","0"
"*0435m*","Granit Xhaka","ARS","D,M","289","RED","EVE 1<br/>@ARS 5 F","40.12","-","-","27","1","2","5","18","13","1,340","38","27","0"
"*02opy*","Adam Lallana","BHA","M,F","290","FA","WHU 1<br/>@BHA 3 F","40.05","-","-","24","0","1","4","17","4","834","31","15","0"
"*04tcc*","Jonny","WOL","D,M","291","KLI","WOL 1<br/>@LIV 3 F","39.93","-","-","13","2","0","5","15","1","421","30","11","0"
"*05tr9*","Mathias Jensen","BRF","M","292","FA","LEE 2<br/>@BRF 1 F","39.77","-","-","31","0","1","5","18","0","538","21","7","0"
"*04ge9*","Eddie Nketiah","ARS","F","293","RED","EVE 1<br/>@ARS 5 F","39.73","-","-","21","5","1","13","4","3","174","28","8","0"
"*03hvn*","Javier Manquillo","NEW","D","294","FA","NEW 2<br/>@BUR 1 F","39.66","-","-","19","1","2","2","29","5","230","27","16","3"
"*03ar4*","Adam Armstrong","SOU","F","296","FA","SOU 1<br/>@LEI 4 F","39.17","-","-","23","2","2","14","4","1","227","22","13","0"
"*02lkm*","Jonjo Shelvey","NEW","M","297","FA","NEW 2<br/>@BUR 1 F","39.08","-","-","24","2","1","14","17","8","731","17","10","0"
"*03am7*","Jacob Murphy","NEW","D,M,F","298","FA","NEW 2<br/>@BUR 1 F","39.03","-","-","33","1","2","5","26","4","291","27","14","0"
"*037wp*","Christian Eriksen","TOT/BRF","M","299","BAR","LEE 2<br/>@BRF 1 F","38.71","-","-","11","1","4","9","6","1","440","11","5","0"
"*05u5e*","Romain Perraud","SOU","D,M","300","FA","SOU 1<br/>@LEI 4 F","38.65","-","-","20","0","1","3","22","3","377","24","16","3"
"*05u7a*","Junior Firpo","LEE","D,M","301","FA","LEE 2<br/>@BRF 1 F","38.56","-","-","24","0","2","1","28","11","633","31","27","3"
"*055sk*","Nicolas Pepe","ARS","M,F","302","FA","EVE 1<br/>@ARS 5 F","38.42","-","-","20","1","2","9","5","0","267","22","18","0"
"*05nuh*","Robin Koch","LEE","D,M","303","FA","LEE 2<br/>@BRF 1 F","38.4","-","-","20","0","0","1","13","3","540","15","45","1"
"*05u7f*","Ibrahima Konate","LIV","D","304","PMP","WOL 1<br/>@LIV 3 F","38.24","-","-","11","0","0","0","10","2","661","5","34","4"
"*02lpu*","Adam Forshaw","LEE","M","305","FA","LEE 2<br/>@BRF 1 F","38.08","-","-","22","0","1","4","23","5","690","27","11","0"
"*04mi4*","Callum Hudson-Odoi","CHE","M,F","306","FA","WAT 1<br/>@CHE 2 F","37.92","-","-","15","1","2","7","10","1","302","33","4","0"
"*045yy*","Arthur Masuaku","WHU","D,M","307","FA","WHU 1<br/>@BHA 3 F","37.84","-","-","13","1","1","1","23","1","254","14","16","2"
"*02oq6*","Luke Shaw","MUN","D,M","308","FA","MUN 0<br/>@CRY 1 F","37.78","-","-","20","0","3","1","13","8","777","23","20","3"
"*02t1j*","Calum Chambers","ARS/AVL","D","309","FA","AVL 2<br/>@MCI 3 F","37.44","-","-","13","1","0","1","11","1","463","3","28","3"
"*05746*","Emil Krafth","NEW","D","310","NIM","NEW 2<br/>@BUR 1 F","37.35","-","-","20","0","1","2","16","5","433","13","22","6"
"*02lv9*","James Milner","LIV","D,M","311","FA","WOL 1<br/>@LIV 3 F","37.32","-","-","24","0","1","2","16","2","604","16","13","1"
"*02t1k*","Nathaniel Clyne","CRY","D","313","FA","MUN 0<br/>@CRY 1 F","37.19","-","-","16","0","1","2","10","1","442","9","10","6"
"*05o8j*","Marcal","WOL","D,M","314","FA","WOL 1<br/>@LIV 3 F","37.17","-","-","18","0","0","1","22","3","536","16","26","0"
"*05os3*","Ibrahima Diallo","SOU","M","315","FA","SOU 1<br/>@LEI 4 F","37.09","-","-","23","0","2","4","11","1","358","31","11","0"
"*05n3u*","Joe Gelhardt","LEE","F","316","FA","LEE 2<br/>@BRF 1 F","37.06","-","-","20","2","2","10","3","4","104","41","11","0"
"*05ue3*","Albert Sambi Lokonga","ARS","M","317","FA","EVE 1<br/>@ARS 5 F","36.92","-","-","19","0","0","8","18","5","723","18","16","0"
"*04mcg*","Ben Johnson","WHU","D,M","318","FA","WHU 1<br/>@BHA 3 F","36.88","-","-","20","1","0","1","16","1","398","11","15","2"
"*05n3v*","Konstantinos Tsimikas","LIV","D","319","FA","WOL 1<br/>@LIV 3 F","36.7","-","-","13","0","2","2","12","3","416","14","12","5"
"*02loq*","Aaron Lennon","BUR","M,F","320","FA","NEW 2<br/>@BUR 1 F","36.63","-","-","28","2","0","4","17","2","247","33","7","0"
"*0436l*","Christian Kabasele","WAT","D","321","FA","WAT 1<br/>@CHE 2 F","36.62","-","-","16","0","0","0","5","0","368","4","47","3"
"*02w6w*","Ashley Westwood","BUR","M","322","FA","NEW 2<br/>@BUR 1 F","36.49","-","-","27","0","3","2","12","7","837","32","9","0"
"*04rim*","Adam Masina","WAT","D","323","FA","WAT 1<br/>@CHE 2 F","36.3","-","-","15","0","1","0","13","0","294","13","29","1"
"*03r8r*","Ryan Fraser","NEW","M,F","324","FA","NEW 2<br/>@BUR 1 F","36.29","-","-","27","2","3","8","3","3","299","25","5","0"
"*0521z*","James Justin","LEI","D,M","325","SJB","SOU 1<br/>@LEI 4 F","36.27","-","-","13","0","0","1","13","0","450","17","13","2"
"*03ysd*","Sam Byram","NOR","D","326","FA","TOT 5<br/>@NOR 0 F","36.2","-","-","15","0","0","2","15","3","340","7","28","3"
"*03632*","Matej Vydra","BUR","F","327","FA","NEW 2<br/>@BUR 1 F","35.79","-","-","22","2","3","7","7","1","75","14","18","0"
"*02lz9*","Alex Oxlade-Chamberlain","LIV","M,F","328","FA","WOL 1<br/>@LIV 3 F","35.78","-","-","17","2","1","3","11","0","311","15","5","0"
"*04qr0*","Willy Boly","WOL","D","329","NOAD","WOL 1<br/>@LIV 3 F","35.71","-","-","10","0","0","1","19","1","467","5","20","1"
"*05ue7*","Frank Onyeka","BRF","M","330","FA","LEE 2<br/>@BRF 1 F","35.54","-","-","20","0","0","5","17","4","251","36","16","0"
"*03v6t*","Ben Chilwell","CHE","D,M","331","FA","WAT 1<br/>@CHE 2 F","35.54","-","-","7","3","1","6","3","0","224","18","7","0"
"*05ybq*","Vitalii Mykolenko","EVE","D,M","332","MOV","EVE 1<br/>@ARS 5 F","35.29","-","-","13","1","0","2","15","0","235","12","10","3"
"*04qos*","Issa Diop","WHU","D","333","FA","WHU 1<br/>@BHA 3 F","35.14","-","-","13","0","1","2","8","0","406","5","16","3"
"*02lls*","Marc Albrighton","LEI","M,F","334","FA","SOU 1<br/>@LEI 4 F","35.06","-","-","17","1","2","1","19","3","287","28","4","0"
"*05tr5*","Mads Roerslev","BRF","D,M","335","FA","LEE 2<br/>@BRF 1 F","35.02","-","-","21","1","1","2","12","1","199","12","12","4"
"*03rxb*","Angelo Ogbonna","WHU","D","337","FA","WHU 1<br/>@BHA 3 F","34.63","-","-","11","1","0","1","4","1","404","4","27","3"
"*05g3t*","Jeremy Ngakia","WAT","D","338","FA","WAT 1<br/>@CHE 2 F","34.52","-","-","16","0","0","0","18","0","248","15","16","2"
"*05gcn*","Steven Bergwijn","TOT","M,F","339","FA","TOT 5<br/>@NOR 0 F","34.34","-","-","25","3","1","10","2","1","139","19","4","0"
"*05ts2*","Imran Louza","WAT","M","340","FA","WAT 1<br/>@CHE 2 F","34.18","-","-","20","0","0","4","21","6","504","27","12","0"
"*05uns*","Leon Bailey","AVL","M,F","341","FA","AVL 2<br/>@MCI 3 F","34.11","-","-","18","1","2","8","11","3","144","24","10","0"
"*04t95*","Oliver Skipp","TOT","M","342","FA","TOT 5<br/>@NOR 0 F","33.92","-","-","18","0","0","1","19","6","761","20","13","0"
"*05rak*","Ozan Kabak","NOR","D","343","FA","TOT 5<br/>@NOR 0 F","33.9","-","-","11","0","0","2","5","2","349","26","22","2"
"*03bwz*","Harry Winks","TOT","M","344","FA","TOT 5<br/>@NOR 0 F","33.74","-","-","19","0","1","1","10","2","576","21","4","0"
"*04u6k*","Yerry Mina","EVE","D","345","SJB","EVE 1<br/>@ARS 5 F","33.55","-","-","13","0","0","2","10","3","285","9","30","2"
"*03dxr*","Ashley Barnes","BUR","F","346","ADB","NEW 2<br/>@BUR 1 F","33.54","-","-","23","1","0","6","2","4","121","17","50","0"
"*03p9z*","Tyler Roberts","LEE","M,F","347","FA","LEE 2<br/>@BRF 1 F","33.52","-","-","23","1","1","13","7","5","207","32","9","0"
"*03mml*","Dele Alli","TOT/EVE","M","348","FA","EVE 1<br/>@ARS 5 F","33.24","-","-","21","1","0","3","10","4","280","35","16","0"
"*05vys*","Lyanco","SOU","D","349","FA","SOU 1<br/>@LEI 4 F","33.23","-","-","15","0","0","1","15","2","281","11","19","3"
"*05ydk*","Edo Kayembe","WAT","M","350","FA","WAT 1<br/>@CHE 2 F","33.16","-","-","13","0","0","0","13","0","372","17","13","0"
"*03yrr*","Mohamed Elneny","ARS","M","351","FA","EVE 1<br/>@ARS 5 F","33.08","-","-","14","0","2","2","8","1","528","5","6","0"
"*056zd*","Adam Idah","NOR","M,F","352","FA","TOT 5<br/>@NOR 0 F","33.01","-","-","17","1","1","4","6","0","89","22","16","0"
"*04qfm*","Ryan Sessegnon","TOT","M","353","PMP","TOT 5<br/>@NOR 0 F","32.88","-","-","15","0","2","1","19","2","248","13","11","0"
"*044nm*","Rob Holding","ARS","D","354","FA","EVE 1<br/>@ARS 5 F","32.78","-","-","15","1","0","1","9","5","413","3","29","5"
"*05opl*","Wesley Fofana","LEI","D","355","NIM","SOU 1<br/>@LEI 4 F","32.75","-","-","7","0","0","1","8","2","469","10","21","1"
"*032ab*","Erik Pieters","BUR","D","356","FA","NEW 2<br/>@BUR 1 F","32.58","-","-","12","0","1","0","15","1","172","8","12","4"
"*02opl*","Jack Cork","BUR","M","358","FA","NEW 2<br/>@BUR 1 F","32.35","-","-","20","1","0","2","6","4","419","17","26","0"
"*05os6*","Edinson Cavani","MUN","F","359","FA","MUN 0<br/>@CRY 1 F","32.33","-","-","15","2","1","8","1","0","175","9","7","0"
"*05rb8*","Moises Caicedo","BHA","M","360","FA","WHU 1<br/>@BHA 3 F","32.05","-","-","8","1","1","4","10","2","225","18","9","0"
"*044ej*","Johann Gudmundsson","BUR","M","361","FA","NEW 2<br/>@BUR 1 F","31.95","-","-","18","0","1","5","6","2","198","28","15","0"
"*03dx3*","Kieran Trippier","TOT/NEW","D","362","BAR","NEW 2<br/>@BUR 1 F","31.93","-","-","6","2","0","2","10","0","132","4","10","2"
"*05nt6*","Eberechi Eze","CRY","M,F","363","ADB","MUN 0<br/>@CRY 1 F","31.7","-","-","13","1","1","1","6","1","225","26","7","0"
"*03eke*","Ayoze Perez","LEI","M,F","364","FA","SOU 1<br/>@LEI 4 F","31.62","-","-","14","2","3","6","2","3","121","17","6","0"
"*04kjd*","Nikola Vlasic","EVE/WHU","M","365","FA","WHU 1<br/>@BHA 3 F","31.24","-","-","19","1","0","3","7","0","164","25","5","0"
"*05o2l*","Donny van de Beek","MUN/EVE","M","366","FA","EVE 1<br/>@ARS 5 F","31.2","-","-","15","2","0","2","11","1","231","7","8","0"
"*03r8t*","Matt Ritchie","NEW","D,M","367","FA","NEW 2<br/>@BUR 1 F","31.2","-","-","18","0","2","1","15","5","393","13","14","0"
"*043by*","Nampalys Mendy","LEI","M","368","FA","SOU 1<br/>@LEI 4 F","31.12","-","-","14","0","0","1","6","3","593","22","5","0"
"*03m5h*","Kieran Dowell","NOR","M,F","369","FA","TOT 5<br/>@NOR 0 F","31.11","-","-","19","1","1","2","7","0","214","11","8","0"
"*05247*","Tanguy Ndombele","TOT","M","370","FA","TOT 5<br/>@NOR 0 F","31.11","-","-","9","1","1","3","7","1","230","20","2","0"
"*05nsf*","Malang Sarr","CHE","D","371","FA","WAT 1<br/>@CHE 2 F","31.1","-","-","8","0","0","0","7","2","412","1","13","4"
"*05trk*","Saman Ghoddos","BRF","M,F","372","FA","LEE 2<br/>@BRF 1 F","31.08","-","-","17","1","1","3","10","2","136","15","11","1"
"*05g49*","Lukas Rupp","NOR","M","373","FA","TOT 5<br/>@NOR 0 F","30.95","-","-","19","0","0","2","4","0","320","26","5","0"
"*04qr4*","Kortney Hause","AVL","D","374","FA","AVL 2<br/>@MCI 3 F","30.93","-","-","7","1","0","2","3","0","175","5","20","2"
"*04ami*","Luka Milivojevic","CRY","M","375","FA","MUN 0<br/>@CRY 1 F","30.52","-","-","15","0","0","0","9","1","385","12","13","0"
"*05l0f*","Nathan Tella","SOU","M,F","376","FA","SOU 1<br/>@LEI 4 F","30.48","-","-","14","0","1","5","9","2","100","32","6","0"
"*05trz*","William Troost-Ekong","WAT","D","377","FA","WAT 1<br/>@CHE 2 F","30.39","-","-","17","0","0","0","9","3","464","3","24","0"
"*04f6o*","Will Hughes","WAT/CRY","M","378","FA","MUN 0<br/>@CRY 1 F","30.39","-","-","16","0","1","0","14","6","429","25","11","0"
"*04tsd*","Japhet Tanganga","TOT","D","380","FA","TOT 5<br/>@NOR 0 F","30.15","-","-","11","0","0","2","8","5","291","13","15","5"
"*02oq7*","Jack Stephens","SOU","D","381","FA","SOU 1<br/>@LEI 4 F","30.1","-","-","11","0","0","0","12","3","358","4","13","3"
"*035mq*","Isaac Hayden","NEW","D,M","382","FA","NEW 2<br/>@BUR 1 F","29.86","-","-","14","1","0","1","14","5","261","17","19","0"
"*055se*","Marvelous Nakamba","AVL","M","383","FA","AVL 2<br/>@MCI 3 F","29.8","-","-","16","0","0","0","19","5","327","23","9","0"
"*05ygj*","Chiquinho","WOL","F","384","FA","WOL 1<br/>@LIV 3 F","29.62","-","-","8","0","3","2","6","0","55","18","4","0"
"*02llz*","Ciaran Clark","NEW","D","385","FA","NEW 2<br/>@BUR 1 F","29.57","-","-","13","0","1","1","10","5","288","9","26","1"
"*05n05*","Jamie Shackleton","LEE","D,M","386","FA","LEE 2<br/>@BRF 1 F","29.29","-","-","14","0","0","1","16","4","299","17","6","1"
"*05trd*","Shandon Baptiste","BRF","M","387","FA","LEE 2<br/>@BRF 1 F","29.26","-","-","22","1","0","4","4","3","254","30","7","0"
"*02los*","Shane Long","SOU","F","388","FA","SOU 1<br/>@LEI 4 F","29.23","-","-","13","1","0","5","5","1","43","9","24","0"
"*05trv*","Jacob Sorensen","NOR","D,M","389","FA","TOT 5<br/>@NOR 0 F","29.04","-","-","10","0","0","1","11","0","246","4","11","0"
"*04s60*","Jannik Vestergaard","LEI","D","390","FA","SOU 1<br/>@LEI 4 F","28.91","-","-","10","0","0","0","10","2","335","5","13","1"
"*02lni*","Jesse Lingard","MUN","M,F","391","FA","MUN 0<br/>@CRY 1 F","28.82","-","-","16","2","0","6","7","1","128","6","0","0"
"*03ek4*","Patrick Bamford","LEE","F","392","FA","LEE 2<br/>@BRF 1 F","28.35","-","-","9","2","2","5","0","2","85","9","5","0"
"*03r93*","Joseph Gomez","LIV","D","393","FA","WOL 1<br/>@LIV 3 F","28.23","-","-","8","0","1","0","6","2","199","6","10","3"
"*03tip*","Salomon Rondon","NEW/EVE","F","394","FA","EVE 1<br/>@ARS 5 F","28.22","-","-","20","1","1","6","1","6","116","8","38","0"
"*04u6l*","Andre Gomes","EVE","M","395","FA","EVE 1<br/>@ARS 5 F","28.18","-","-","14","0","1","4","4","3","213","20","8","0"
"*05tr4*","Mads Bech Sorensen","BRF","D","396","FA","LEE 2<br/>@BRF 1 F","28.09","-","-","11","0","0","0","7","3","351","4","9","3"
"*05r98*","Morgan Sanson","AVL","M","397","FA","AVL 2<br/>@MCI 3 F","28.04","-","-","10","0","0","0","8","0","120","26","3","0"
"*02lm3*","Fabian Delph","EVE","M","398","FA","EVE 1<br/>@ARS 5 F","28.04","-","-","11","0","0","0","15","2","258","11","5","0"
"*056iy*","Pedro Neto","WOL","M,F","399","FA","WOL 1<br/>@LIV 3 F","27.98","-","-","13","1","1","4","4","3","169","18","3","0"
"*02rn6*","James Tomkins","CRY","D","401","FA","MUN 0<br/>@CRY 1 F","27.85","-","-","8","1","0","2","3","2","276","3","10","1"
"*03xrs*","Axel Tuanzebe","AVL","D","402","FA","AVL 2<br/>@MCI 3 F","27.78","-","-","9","0","0","1","3","1","207","3","13","3"
"*05w9s*","Saul Niguez","CHE","M","403","FA","WAT 1<br/>@CHE 2 F","27.62","-","-","10","0","0","1","9","1","289","2","8","0"
"*05o8k*","Fabio Silva","WOL","F","404","FA","WOL 1<br/>@LIV 3 F","27.53","-","-","22","0","0","6","2","0","93","14","9","0"
"*04rtp*","Ken Sema","WAT","M,F","405","FA","WAT 1<br/>@CHE 2 F","27.39","-","-","18","0","0","1","6","1","122","19","12","0"
"*04fyg*","Zanka","HUD/BRF","D","406","FA","LEE 2<br/>@BRF 1 F","27.17","-","-","8","1","0","1","4","2","217","1","10","2"
"*0522t*","Anwar El Ghazi","AVL/EVE","M","407","FA","EVE 1<br/>@ARS 5 F","27.13","-","-","11","1","1","3","5","2","86","9","10","0"
"*03pie*","Divock Origi","LIV","F","408","FA","WOL 1<br/>@LIV 3 F","27.03","-","-","7","3","0","5","0","0","28","2","2","0"
"*02lpf*","Ross Barkley","CHE","M","409","FA","WAT 1<br/>@CHE 2 F","26.99","-","-","6","1","0","4","0","0","103","11","6","0"
"*05g2n*","Takumi Minamino","LIV","M,F","410","FA","WOL 1<br/>@LIV 3 F","26.98","-","-","11","3","0","4","2","1","58","5","1","0"
