"ID","Player","Team","Position","RkOv","Status","Opponent","Score","%D","ADP","Ros","+/-","GP","G","KP","SOT","TkW","DPt2","AP","Int","AER","CSD"
"*05gcr*","Bruno Fernandes","MUN","M","1","BAR","MUN 2<br/>@WOL 1 F","100","-","-","-","-","37","18","95","51","30","6","1,654","26","16","0"
"*02lol*","Harry Kane","TOT","F","4","SJB","TOT 4<br/>@LEI 2 F","98.4","-","-","-","-","35","23","49","53","12","1","635","11","76","0"
"*02oq8*","James Ward-Prowse","SOU","M","11","MOV","SOU 0<br/>@WHU 3 F","92.1","-","-","-","-","38","8","60","24","49","5","2,102","42","47","0"
"*03v9d*","Son Heung-Min","TOT","M,F","12","PNP","TOT 4<br/>@LEI 2 F","91.73","-","-","-","-","37","17","75","36","18","0","882","14","20","0"
"*03aqp*","Mohamed Salah","LIV","F","13","BAR","CRY 0<br/>@LIV 2 F","90.58","-","-","-","-","37","22","57","52","9","0","1,057","1","18","0"
"*05gcp*","Tomas Soucek","WHU","M","17","NIM","SOU 0<br/>@WHU 3 F","88.41","-","-","-","-","38","10","18","23","41","10","1,213","62","234","0"
"*04adp*","Aaron Wan-Bissaka","MUN","D,M","19","PMP","MUN 2<br/>@WOL 1 F","86.95","-","-","-","-","34","2","31","4","54","3","1,534","62","38","13"
"*03srg*","Trent Alexander-Arnold","LIV","D","20","NIM","CRY 0<br/>@LIV 2 F","85.25","-","-","-","-","36","2","77","12","33","2","1,890","49","8","11"
"*05ocl*","Ollie Watkins","AVL","F","21","MOV","CHE 1<br/>@AVL 2 F","84.71","-","-","-","-","37","14","45","45","17","5","575","7","136","0"
"*052cd*","Mason Mount","CHE","M,F","22","PNP","CHE 1<br/>@AVL 2 F","84.13","-","-","-","-","36","6","87","27","35","2","1,472","31","21","0"
"*03jv0*","Sadio Mane","LIV","M,F","23","NIM","CRY 0<br/>@LIV 2 F","84.03","-","-","-","-","35","11","61","36","30","3","793","15","36","0"
"*04yo7*","Youri Tielemans","LEI","M","25","BAR","TOT 4<br/>@LEI 2 F","81.79","-","-","-","-","38","6","49","20","45","6","2,028","46","35","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","26","PNP","EVE 0<br/>@MCI 5 F","81.67","-","-","-","-","33","16","18","46","8","3","464","6","154","0"
"*05n02*","Stuart Dallas","LEE","D,M","27","SJB","WBA 1<br/>@LEE 3 F","81.16","-","-","-","-","38","8","26","19","45","7","1,642","44","33","3"
"*0372y*","Matt Targett","AVL","D,M","29","NOAD","CHE 1<br/>@AVL 2 F","80.57","-","-","-","-","38","0","38","2","39","7","1,314","55","71","15"
"*03ek4*","Patrick Bamford","LEE","F","30","RED","WBA 1<br/>@LEE 3 F","79.36","-","-","-","-","38","17","30","48","9","3","393","10","47","0"
"*0435t*","Ilkay Gundogan","MCI","M","31","BAR","EVE 0<br/>@MCI 5 F","78.94","-","-","-","-","28","13","42","22","15","1","1,572","20","12","0"
"*0327r*","Michael Keane","EVE","D","32","RED","EVE 0<br/>@MCI 5 F","78.93","-","-","-","-","35","3","7","6","15","4","1,691","51","111","11"
"*03gu5*","Andrew Robertson","LIV","D","33","BAR","CRY 0<br/>@LIV 2 F","78.63","-","-","-","-","38","1","66","5","34","2","2,263","21","30","12"
"*0570n*","Joao Cancelo","MCI","D,M","34","ADB","EVE 0<br/>@MCI 5 F","78.53","-","-","-","-","28","2","45","11","41","8","1,616","41","30","12"
"*02m5b*","Chris Wood","BUR","F","37","SJB","BUR 0<br/>@SHU 1 F","77.35","-","-","-","-","33","12","22","39","7","0","425","1","154","0"
"*05mzw*","Luke Ayling","LEE","D","38","NOAD","WBA 1<br/>@LEE 3 F","77.21","-","-","-","-","38","0","27","6","61","7","1,881","36","66","11"
"*04qr6*","Ruben Neves","WOL","M","39","NIM","MUN 2<br/>@WOL 1 F","76.38","-","-","-","-","36","5","33","16","46","8","1,671","65","26","0"
"*0427d*","James Tarkowski","BUR","D","40","SJB","BUR 0<br/>@SHU 1 F","75.58","-","-","-","-","36","1","12","6","39","6","882","44","165","11"
"*03dyk*","Jamie Vardy","LEI","F","41","NOAD","TOT 4<br/>@LEI 2 F","75.38","-","-","-","-","34","15","28","38","12","1","293","4","50","0"
"*04spq*","Jack Harrison","LEE","M,F","42","MOV","WBA 1<br/>@LEE 3 F","75.31","-","-","-","-","36","8","59","19","38","2","732","15","26","0"
"*05n0b*","Matheus Pereira","WBA","M,F","43","NOAD","WBA 1<br/>@LEE 3 F","74.56","-","-","-","-","33","11","60","28","15","5","747","29","13","0"
"*04tm0*","Lucas Digne","EVE","D,M","45","ADB","EVE 0<br/>@MCI 5 F","74.14","-","-","-","-","30","0","46","0","38","5","982","31","92","9"
"*05mzx*","Liam Cooper","LEE","D","46","NIM","WBA 1<br/>@LEE 3 F","73.91","-","-","-","-","25","1","0","9","45","7","1,412","61","96","6"
"*03gu4*","Harry Maguire","MUN","D","47","RED","MUN 2<br/>@WOL 1 F","73.87","-","-","-","-","34","2","7","10","17","11","1,944","60","135","13"
"*03rxz*","Roberto Firmino","LIV","M,F","48","NIM","CRY 0<br/>@LIV 2 F","73.2","-","-","-","-","36","9","44","34","15","2","1,050","11","22","0"
"*04qra*","Romain Saiss","WOL","D,M","49","BAR","MUN 2<br/>@WOL 1 F","72.66","-","-","-","-","27","3","5","11","24","2","1,158","52","71","5"
"*05opk*","Vladimir Coufal","WHU","D,M","50","NIM","SOU 0<br/>@WHU 3 F","72.62","-","-","-","-","34","0","45","5","36","3","911","41","53","6"
"*0524k*","Rodri","MCI","M","51","FUG","EVE 0<br/>@MCI 5 F","72.36","-","-","-","-","34","2","33","8","40","6","2,542","36","80","0"
"*03arh*","Kurt Zouma","CHE","D","52","ADB","CHE 1<br/>@AVL 2 F","72.28","-","-","-","-","24","5","4","12","10","3","1,613","28","87","9"
"*04s60*","Jannik Vestergaard","SOU","D","53","MOV","SOU 0<br/>@WHU 3 F","72.14","-","-","-","-","30","3","7","8","31","6","1,473","42","98","6"
"*03ybi*","Marcus Rashford","MUN","M,F","54","PMP","MUN 2<br/>@WOL 1 F","72","-","-","-","-","37","11","43","37","9","4","976","8","25","0"
"*03rec*","Tyrone Mings","AVL","D","55","PNP","CHE 1<br/>@AVL 2 F","71.67","-","-","-","-","36","2","7","7","16","7","1,308","41","91","15"
"*051k7*","Reece James","CHE","D,M","56","MOV","CHE 1<br/>@AVL 2 F","71.64","-","-","-","-","32","1","42","11","35","3","1,499","17","40","8"
"*04fk9*","Jan Bednarek","SOU","D","57","NOAD","SOU 0<br/>@WHU 3 F","71.36","-","-","-","-","36","1","5","6","19","8","1,705","84","98","9"
"*04agz*","Declan Rice","WHU","M","58","NIM","SOU 0<br/>@WHU 3 F","71.3","-","-","-","-","32","2","23","8","35","2","1,343","59","44","0"
"*05opl*","Wesley Fofana","LEI","D","60","PMP","TOT 4<br/>@LEI 2 F","70.79","-","-","-","-","28","0","6","2","37","7","1,458","61","91","8"
"*02oq6*","Luke Shaw","MUN","D","61","RED","MUN 2<br/>@WOL 1 F","70.71","-","-","-","-","32","1","72","6","28","8","1,368","20","38","12"
"*0522s*","Che Adams","SOU","F","62","FA","SOU 0<br/>@WHU 3 F","70.71","-","-","-","-","36","9","37","31","16","1","429","4","54","0"
"*03yeg*","Tosin Adarabioyo","MCI/FUL","D","63","MOV","NEW 2<br/>@FUL 0 F","70.67","-","-","-","-","33","0","5","5","19","1","1,642","42","83","9"
"*04s8k*","Jorginho","CHE","M","64","NOAD","CHE 1<br/>@AVL 2 F","70.45","-","-","-","-","28","7","24","9","30","2","1,591","40","17","0"
"*02oox*","Kevin De Bruyne","MCI","M","65","RED","EVE 0<br/>@MCI 5 F","70.26","-","-","-","-","25","6","80","26","21","1","1,033","9","4","0"
"*04e1c*","Lewis Dunk","BHA","D","66","FUG","BHA 0<br/>@ARS 2 F","69.96","-","-","-","-","33","5","10","15","15","11","1,988","32","78","11"
"*05omu*","Ruben Dias","MCI","D","67","PMP","EVE 0<br/>@MCI 5 F","69.73","-","-","-","-","32","1","3","6","13","4","2,528","35","62","17"
"*04aiz*","Wilfred Ndidi","LEI","D,M","68","BAR","TOT 4<br/>@LEI 2 F","69.36","-","-","-","-","26","1","16","1","63","6","1,244","61","57","1"
"*03dx7*","Ben Mee","BUR","D","69","ADB","BUR 0<br/>@SHU 1 F","69.29","-","-","-","-","30","2","6","7","15","3","798","43","110","10"
"*03zsq*","Kyle Walker-Peters","SOU","D","70","PMP","SOU 0<br/>@WHU 3 F","69.26","-","-","-","-","30","0","16","7","53","4","1,070","38","16","9"
"*03ena*","Aaron Cresswell","WHU","D","71","NOAD","SOU 0<br/>@WHU 3 F","69.03","-","-","-","-","36","0","58","4","13","3","1,303","32","35","11"
"*052ca*","Ezri Konsa","AVL","D","72","ADB","CHE 1<br/>@AVL 2 F","68.87","-","-","-","-","36","2","2","7","13","3","1,090","29","96","13"
"*056ir*","Adam Webster","BHA","D","73","FUG","BHA 0<br/>@ARS 2 F","68.76","-","-","-","-","29","1","5","7","16","4","1,487","47","77","9"
"*02on3*","Matthew Lowton","BUR","D","74","NOAD","BUR 0<br/>@SHU 1 F","68.68","-","-","-","-","34","1","26","4","32","5","821","56","34","10"
"*02vlk*","Cesar Azpilicueta","CHE","D,M","75","NOAD","CHE 1<br/>@AVL 2 F","68.28","-","-","-","-","26","1","27","5","28","8","1,639","28","55","12"
"*02ln2*","Jonny Evans","LEI","D","77","BAR","TOT 4<br/>@LEI 2 F","67.7","-","-","-","-","28","2","10","3","12","7","1,590","46","93","10"
"*04u6r*","Andre-Frank Zambo Anguissa","FUL","M","78","FUG","NEW 2<br/>@FUL 0 F","67.37","-","-","-","-","36","0","27","9","37","6","1,192","56","63","0"
"*05os7*","Raphinha","LEE","M,F","79","ADB","WBA 1<br/>@LEE 3 F","67.36","-","-","-","-","30","6","64","24","17","3","633","29","9","0"
"*03v6t*","Ben Chilwell","CHE","D,M","80","RED","CHE 1<br/>@AVL 2 F","67.36","-","-","-","-","27","3","30","10","22","3","1,205","24","38","7"
"*03eki*","Cheikhou Kouyate","CRY","D,M","81","MOV","CRY 0<br/>@LIV 2 F","67.34","-","-","-","-","36","1","8","2","37","4","988","32","83","8"
"*02lkp*","Raheem Sterling","MCI","M,F","82","ADB","EVE 0<br/>@MCI 5 F","66.97","-","-","-","-","31","10","39","28","10","4","959","15","9","0"
"*02w6v*","Christian Benteke","CRY","F","83","BAR","CRY 0<br/>@LIV 2 F","66.89","-","-","-","-","30","10","15","34","7","4","337","4","205","0"
"*05ojg*","Nelson Semedo","WOL","D,M","84","RED","MUN 2<br/>@WOL 1 F","66.72","-","-","-","-","34","1","21","11","48","5","1,270","41","41","1"
"*05gcx*","Josh Brownhill","BUR","M,F","85","FA","BUR 0<br/>@SHU 1 F","66.41","-","-","-","-","33","0","18","7","27","2","918","69","65","0"
"*04e1e*","Ben White","BHA","D,M","86","BAR","BHA 0<br/>@ARS 2 F","66.02","-","-","-","-","36","0","8","1","26","6","1,453","62","49","11"
"*05mzz*","Pascal Struijk","LEE","D,M","87","BAR","WBA 1<br/>@LEE 3 F","65.97","-","-","-","-","27","1","4","4","30","3","1,114","47","46","8"
"*03dyp*","Riyad Mahrez","MCI","M,F","88","FUG","EVE 0<br/>@MCI 5 F","65.63","-","-","-","-","27","9","44","22","5","0","888","8","15","0"
"*04fw3*","Alexandre Lacazette","ARS","F","89","NIM","BHA 0<br/>@ARS 2 F","65.63","-","-","-","-","31","13","22","29","10","3","405","12","28","0"
"*056iy*","Pedro Neto","WOL","M,F","90","FA","MUN 2<br/>@WOL 1 F","65.52","-","-","-","-","31","5","61","21","9","4","901","31","19","0"
"*051lc*","Pablo Fornals","WHU","M,F","91","NIM","SOU 0<br/>@WHU 3 F","65.33","-","-","-","-","33","5","31","16","26","3","841","36","23","0"
"*04fk8*","Victor Lindelof","MUN","D","92","PNP","MUN 2<br/>@WOL 1 F","65.28","-","-","-","-","29","1","6","1","10","0","1,676","30","64","10"
"*043qz*","Pierre-Emile Hojbjerg","TOT","M","93","MOV","TOT 4<br/>@LEI 2 F","65.24","-","-","-","-","38","2","16","7","51","9","2,448","48","44","0"
"*05o4c*","Timothy Castagne","LEI","D,M","94","FUG","TOT 4<br/>@LEI 2 F","65.2","-","-","-","-","27","2","22","3","32","1","1,116","29","41","4"
"*02m2u*","Gylfi Sigurdsson","EVE","M,F","95","NIM","EVE 0<br/>@MCI 5 F","65.04","-","-","-","-","36","6","44","17","20","2","725","34","5","0"
"*03mga*","Darnell Furlong","WBA","D,M","96","FA","WBA 1<br/>@LEE 3 F","64.84","-","-","-","-","35","1","16","5","27","5","485","49","119","5"
"*04t3s*","Joao Moutinho","WOL","M","97","SJB","MUN 2<br/>@WOL 1 F","64.76","-","-","-","-","33","1","46","4","40","6","1,521","47","18","0"
"*04y92*","Bukayo Saka","ARS","D,M","99","MOV","BHA 0<br/>@ARS 2 F","64.48","-","-","-","-","32","5","38","20","16","1","800","25","13","0"
"*03frx*","Ola Aina","FUL","D","100","FUG","NEW 2<br/>@FUL 0 F","64.48","-","-","-","-","31","2","15","4","20","3","1,153","45","31","8"
"*04io4*","Richarlison","EVE","M,F","101","BAR","EVE 0<br/>@MCI 5 F","64.45","-","-","-","-","34","7","25","32","32","7","524","14","40","0"
"*05o4b*","Matty Cash","AVL","D","102","SJB","CHE 1<br/>@AVL 2 F","64.36","-","-","-","-","28","0","21","2","40","9","763","60","35","12"
"*04abb*","Phil Foden","MCI","M,F","103","NOAD","EVE 0<br/>@MCI 5 F","64.28","-","-","-","-","28","9","36","20","11","0","672","11","16","0"
"*02lnq*","Paul Pogba","MUN","M","104","PNP","MUN 2<br/>@WOL 1 F","64.26","-","-","-","-","26","3","26","11","26","3","1,106","26","55","0"
"*04g1w*","Antonio Rudiger","CHE","D","105","BAR","CHE 1<br/>@AVL 2 F","64.21","-","-","-","-","19","1","3","7","23","0","1,362","18","42","11"
"*04fk1*","Pascal Gross","BHA","M,F","106","FA","BHA 0<br/>@ARS 2 F","64.13","-","-","-","-","34","3","70","7","24","3","1,162","23","22","0"
"*051ki*","Ben Godfrey","NOR/EVE","D,M","107","NOAD","EVE 0<br/>@MCI 5 F","63.97","-","-","-","-","31","0","4","2","33","4","1,032","33","57","11"
"*044nm*","Rob Holding","ARS","D","108","SJB","BHA 0<br/>@ARS 2 F","63.96","-","-","-","-","30","0","4","2","20","2","1,568","24","72","11"
"*05os8*","Joachim Andersen","FUL","D","109","SJB","NEW 2<br/>@FUL 0 F","63.67","-","-","-","-","31","1","8","3","19","10","1,593","44","99","9"
"*04u6i*","Leander Dendoncker","WOL","D,M","110","PNP","MUN 2<br/>@WOL 1 F","63.62","-","-","-","-","33","1","17","8","29","4","1,028","27","85","3"
"*0520r*","Leandro Trossard","BHA","M,F","111","RED","BHA 0<br/>@ARS 2 F","63.57","-","-","-","-","35","5","50","23","14","2","786","26","4","0"
"*04rd1*","Stuart Armstrong","SOU","M","112","FA","SOU 0<br/>@WHU 3 F","63.55","-","-","-","-","33","4","35","11","41","3","998","24","8","0"
"*05mxa*","Joel Veltman","BHA","D,M","113","MOV","BHA 0<br/>@ARS 2 F","63.32","-","-","-","-","28","1","22","4","33","3","971","33","42","5"
"*035n1*","Bertrand Traore","CHE/AVL","M,F","114","FA","CHE 1<br/>@AVL 2 F","63.31","-","-","-","-","36","7","35","23","10","1","544","15","32","0"
"*02lm7*","Jack Grealish","AVL","M,F","115","SJB","CHE 1<br/>@AVL 2 F","63.1","-","-","-","-","26","6","81","19","14","6","830","12","26","0"
"*0522t*","Anwar El Ghazi","AVL","M,F","116","FA","CHE 1<br/>@AVL 2 F","63.08","-","-","-","-","28","10","26","30","13","2","394","6","28","0"
"*051la*","David McGoldrick","SHU","F","117","FA","BUR 0<br/>@SHU 1 F","63","-","-","-","-","35","8","17","24","21","7","679","2","88","0"
"*03vll*","Michail Antonio","WHU","M,F","118","RED","SOU 0<br/>@WHU 3 F","62.92","-","-","-","-","26","10","27","25","4","3","309","7","73","0"
"*03297*","Conor Townsend","WBA","D,M","119","FA","WBA 1<br/>@LEE 3 F","62.82","-","-","-","-","25","0","23","4","28","0","704","36","43","5"
"*02lp7*","Andros Townsend","CRY","M,F","120","FA","CRY 0<br/>@LIV 2 F","62.75","-","-","-","-","34","1","40","11","41","0","518","42","3","0"
"*03dxq*","Danny Ings","SOU","F","121","SJB","SOU 0<br/>@WHU 3 F","62.73","-","-","-","-","29","12","22","27","13","1","332","3","23","0"
"*02yl5*","John Stones","MCI","D","122","FUG","EVE 0<br/>@MCI 5 F","62.46","-","-","-","-","22","4","2","5","10","3","1,611","18","38","14"
"*02t1b*","Kyle Bartley","WBA","D","123","FA","WBA 1<br/>@LEE 3 F","62.39","-","-","-","-","30","3","7","5","16","4","638","38","107","5"
"*0414o*","James Maddison","LEI","M,F","124","ADB","TOT 4<br/>@LEI 2 F","62.38","-","-","-","-","31","8","51","23","16","4","850","9","2","0"
"*05n01*","Ezgjan Alioski","LEE","D,M","125","FA","WBA 1<br/>@LEE 3 F","62.36","-","-","-","-","36","2","28","8","31","7","1,095","23","40","6"
"*046c5*","Jarrod Bowen","WHU","M,F","126","RED","SOU 0<br/>@WHU 3 F","62.34","-","-","-","-","38","8","29","16","15","0","461","22","23","0"
"*04p0d*","Dwight McNeil","BUR","M","127","RED","BUR 0<br/>@SHU 1 F","62.23","-","-","-","-","36","2","48","9","24","1","873","32","19","0"
"*02rlq*","Chris Basham","SHU","D,M","128","FA","BUR 0<br/>@SHU 1 F","62.09","-","-","-","-","31","0","11","1","42","5","875","49","55","3"
"*04kj7*","Serge Aurier","TOT","D,M","129","ADB","TOT 4<br/>@LEI 2 F","61.94","-","-","-","-","19","2","18","6","33","0","640","19","37","6"
"*04civ*","Scott McTominay","MUN","M","130","RED","MUN 2<br/>@WOL 1 F","61.93","-","-","-","-","32","4","17","8","24","3","1,129","29","49","0"
"*04rhd*","Fabinho","LIV","D,M","131","PNP","CRY 0<br/>@LIV 2 F","61.9","-","-","-","-","30","0","4","1","31","6","1,904","44","54","6"
"*04sft*","Yves Bissouma","BHA","M","132","SJB","BHA 0<br/>@ARS 2 F","61.73","-","-","-","-","36","1","16","3","68","11","1,472","64","38","0"
"*04abn*","Harvey Barnes","LEI","M,F","133","FA","TOT 4<br/>@LEI 2 F","61.57","-","-","-","-","25","9","26","26","9","0","455","8","24","0"
"*02lsa*","Dan Burn","BHA","D,M","135","BAR","BHA 0<br/>@ARS 2 F","61.25","-","-","-","-","27","1","10","6","26","5","832","31","96","6"
"*02w6w*","Ashley Westwood","BUR","M","136","NOAD","BUR 0<br/>@SHU 1 F","60.93","-","-","-","-","38","3","53","7","15","7","1,608","44","14","0"
"*04lav*","Ethan Ampadu","SHU","D,M","137","FA","BUR 0<br/>@SHU 1 F","60.93","-","-","-","-","25","0","11","2","36","3","828","49","52","2"
"*04qrd*","Ivan Cavaleiro","FUL","M,F","138","FA","NEW 2<br/>@FUL 0 F","60.81","-","-","-","-","36","3","43","17","14","2","552","19","48","0"
"*05oh2*","Thiago Alcantara","LIV","M","139","PMP","CRY 0<br/>@LIV 2 F","60.74","-","-","-","-","24","1","30","5","36","4","1,541","30","31","0"
"*05mxc*","Timo Werner","CHE","M,F","140","FUG","CHE 1<br/>@AVL 2 F","60.59","-","-","-","-","35","6","36","32","9","2","614","8","10","0"
"*04qqv*","Fred","MUN","M","141","FA","MUN 2<br/>@WOL 1 F","60.58","-","-","-","-","30","1","25","7","39","5","1,584","45","9","0"
"*04u6k*","Yerry Mina","EVE","D","142","FA","EVE 0<br/>@MCI 5 F","60.55","-","-","-","-","24","2","1","4","14","2","1,133","24","66","8"
"*04fyc*","Charlie Taylor","BUR","D","143","FA","BUR 0<br/>@SHU 1 F","60.48","-","-","-","-","29","0","12","2","28","1","696","29","39","10"
"*0521z*","James Justin","LEI","D,M","144","FA","TOT 4<br/>@LEI 2 F","60.43","-","-","-","-","23","2","20","3","37","4","848","30","26","6"
"*05nt7*","Thiago Silva","CHE","D","145","PMP","CHE 1<br/>@AVL 2 F","60.41","-","-","-","-","23","2","5","4","12","6","1,805","33","47","11"
"*02lpn*","Eric Dier","TOT","D,M","146","FUG","TOT 4<br/>@LEI 2 F","60.12","-","-","-","-","28","0","6","2","14","3","1,488","23","86","8"
"*04mqy*","Pierre-Emerick Aubameyang","ARS","M,F","147","ADB","BHA 0<br/>@ARS 2 F","60.02","-","-","-","-","29","10","22","22","8","2","487","7","35","0"
"*04u6q*","Caglar Soyuncu","LEI","D","148","ADB","TOT 4<br/>@LEI 2 F","59.99","-","-","-","-","23","1","7","3","17","2","1,215","28","63","6"
"*043c1*","Oleksandr Zinchenko","MCI","D","149","NOAD","EVE 0<br/>@MCI 5 F","59.85","-","-","-","-","20","0","15","4","15","0","1,229","23","29","10"
"*051k0*","John McGinn","AVL","M","150","ADB","CHE 1<br/>@AVL 2 F","59.61","-","-","-","-","37","3","42","11","37","12","1,086","43","22","0"
"*045c8*","Gabriel Jesus","MCI","F","151","MOV","EVE 0<br/>@MCI 5 F","59.45","-","-","-","-","29","9","31","16","6","2","622","15","19","0"
"*04rxe*","Nathaniel Phillips","LIV","D","152","NIM","CRY 0<br/>@LIV 2 F","59.43","-","-","-","-","17","1","7","2","14","2","940","20","96","7"
"*02ljr*","Conor Coady","WOL","D","153","FA","MUN 2<br/>@WOL 1 F","59.39","-","-","-","-","37","1","3","2","23","5","1,634","27","41","10"
"*03g40*","Kelechi Iheanacho","LEI","F","154","MOV","TOT 4<br/>@LEI 2 F","59.11","-","-","-","-","25","12","28","25","5","1","402","2","8","0"
"*05n03*","Kalvin Phillips","LEE","M","155","BAR","WBA 1<br/>@LEE 3 F","59.05","-","-","-","-","29","1","35","5","38","10","1,189","45","30","1"
"*04aj0*","Ademola Lookman","EVE/FUL","M,F","156","FA","NEW 2<br/>@FUL 0 F","59.03","-","-","-","-","34","4","61","23","11","5","849","20","7","0"
"*03r8x*","Callum Wilson","NEW","F","157","FA","NEW 2<br/>@FUL 0 F","58.88","-","-","-","-","26","12","17","20","5","2","237","7","44","0"
"*055sk*","Nicolas Pepe","ARS","M,F","158","PMP","BHA 0<br/>@ARS 2 F","58.69","-","-","-","-","29","10","11","21","15","4","509","12","36","0"
"*03rxb*","Angelo Ogbonna","WHU","D","159","FUG","SOU 0<br/>@WHU 3 F","58.66","-","-","-","-","28","3","4","4","13","5","828","30","63","9"
"*037mt*","Harrison Reed","FUL","M","160","FA","NEW 2<br/>@FUL 0 F","58.64","-","-","-","-","31","0","21","4","38","5","1,273","50","20","0"
"*03yu2*","Abdoulaye Doucoure","EVE","M","161","FA","EVE 0<br/>@MCI 5 F","58.6","-","-","-","-","29","2","21","5","32","6","1,140","39","38","0"
"*0327v*","Wilfried Zaha","CRY","M,F","162","PMP","CRY 0<br/>@LIV 2 F","58.55","-","-","-","-","30","11","30","20","18","6","575","9","9","0"
"*03juz*","Toby Alderweireld","TOT","D","163","FA","TOT 4<br/>@LEI 2 F","58.47","-","-","-","-","25","1","8","3","22","2","1,186","10","46","10"
"*056mf*","Neal Maupay","BHA","F","164","FA","BHA 0<br/>@ARS 2 F","58.42","-","-","-","-","33","8","32","26","8","4","510","13","21","0"
"*02m79*","Ryan Bertrand","SOU","D,M","165","FA","SOU 0<br/>@WHU 3 F","58.4","-","-","-","-","29","0","14","3","32","5","953","30","38","8"
"*03srm*","N'Golo Kante","CHE","M","166","FA","CHE 1<br/>@AVL 2 F","58.38","-","-","-","-","30","0","22","3","42","7","1,323","59","17","0"
"*0554i*","Joelinton","NEW","M,F","167","FA","NEW 2<br/>@FUL 0 F","58.33","-","-","-","-","31","4","17","21","21","3","425","9","83","0"
"*04yo6*","Miguel Almiron","NEW","M,F","168","FA","NEW 2<br/>@FUL 0 F","58.27","-","-","-","-","34","4","31","15","29","3","697","25","8","0"
"*04qr0*","Willy Boly","WOL","D","169","FA","MUN 2<br/>@WOL 1 F","58.19","-","-","-","-","21","1","3","4","20","2","855","32","57","6"
"*05o8m*","James Rodriguez","EVE","M,F","170","FA","EVE 0<br/>@MCI 5 F","58.11","-","-","-","-","23","6","40","18","17","4","858","15","6","0"
"*02lp9*","Kyle Walker","MCI","D","171","PMP","EVE 0<br/>@MCI 5 F","58.1","-","-","-","-","24","1","8","3","19","1","1,564","14","27","10"
"*05nt6*","Eberechi Eze","CRY","M","173","NOAD","CRY 0<br/>@LIV 2 F","57.83","-","-","-","-","34","4","43","13","14","3","916","24","12","0"
"*03u2b*","Adama Traore","WOL","M,F","174","MOV","MUN 2<br/>@WOL 1 F","57.74","-","-","-","-","37","2","55","13","16","4","534","7","73","0"
"*03v6s*","Mason Holgate","EVE","D","175","FA","EVE 0<br/>@MCI 5 F","57.63","-","-","-","-","28","1","8","3","36","9","872","35","39","10"
"*02lo3*","Gareth Bale","TOT","M,F","176","PNP","TOT 4<br/>@LEI 2 F","57.46","-","-","-","-","20","11","21","19","10","1","268","8","23","0"
"*03rxi*","Georginio Wijnaldum","LIV","M","177","PNP","CRY 0<br/>@LIV 2 F","57.27","-","-","-","-","38","2","21","9","7","1","1,629","26","39","0"
"*05nzu*","Gabriel Magalhaes","ARS","D","178","FA","BHA 0<br/>@ARS 2 F","56.19","-","-","-","-","23","2","2","4","15","5","1,329","26","57","6"
"*05ohc*","Sergio Reguilon","TOT","D,M","179","FA","TOT 4<br/>@LEI 2 F","55.92","-","-","-","-","27","0","17","4","24","5","929","32","29","8"
"*03rzp*","Antonee Robinson","FUL","D,M","180","FA","NEW 2<br/>@FUL 0 F","55.9","-","-","-","-","28","0","29","4","28","7","784","37","36","5"
"*04gpx*","Dara O'Shea","WBA","D","181","FA","WBA 1<br/>@LEE 3 F","55.89","-","-","-","-","28","0","5","0","25","3","515","45","72","4"
"*0329y*","Joel Ward","CRY","D","182","FA","CRY 0<br/>@LIV 2 F","55.18","-","-","-","-","26","0","7","1","25","5","588","41","48","8"
"*05n04*","Mateusz Klich","LEE","M","183","FA","WBA 1<br/>@LEE 3 F","54.99","-","-","-","-","35","4","44","11","20","6","1,207","11","15","0"
"*03ksl*","Semi Ajayi","WBA","D","185","FA","WBA 1<br/>@LEE 3 F","54.76","-","-","-","-","33","2","7","4","14","6","686","42","75","3"
"*02lk5*","Jordan Henderson","LIV","D,M","186","FA","CRY 0<br/>@LIV 2 F","53.76","-","-","-","-","21","1","14","4","15","0","1,584","34","11","1"
"*0326y*","Hector Bellerin","ARS","D,M","187","FA","BHA 0<br/>@ARS 2 F","53.37","-","-","-","-","25","1","20","5","19","8","933","33","31","7"
"*02lkm*","Jonjo Shelvey","NEW","M","188","SJB","NEW 2<br/>@FUL 0 F","53.04","-","-","-","-","30","1","37","9","14","7","1,070","36","28","0"
"*051l5*","John Fleck","SHU","M","189","FA","BUR 0<br/>@SHU 1 F","52.81","-","-","-","-","31","0","33","5","33","4","944","28","12","0"
"*02m4d*","Craig Dawson","WAT/WHU","D","190","NIM","SOU 0<br/>@WHU 3 F","52.23","-","-","-","-","22","3","2","5","8","6","609","32","57","7"
"*05749*","Kieran Tierney","ARS","D,M","191","PNP","BHA 0<br/>@ARS 2 F","52.19","-","-","-","-","27","1","31","3","15","4","939","16","18","7"
"*02m87*","Oriol Romeu","SOU","M","192","FA","SOU 0<br/>@WHU 3 F","52.15","-","-","-","-","21","1","14","4","35","6","1,053","30","31","0"
"*05nnx*","Rodrigo","LEE","M,F","193","NOAD","WBA 1<br/>@LEE 3 F","51.93","-","-","-","-","26","7","31","18","7","3","430","5","23","0"
"*02llz*","Ciaran Clark","NEW","D","194","FA","NEW 2<br/>@FUL 0 F","51.87","-","-","-","-","22","1","2","2","14","3","644","29","69","4"
