"ID","Player","Team","Position","RkOv","Status","Opponent","Score","%D","ADP","Ros","+/-","GP","G","KP","SOT","TkW","DPt2","AP","Int","AER","CSD"
"*05t69*","Harry Boyes","SHU","D","512","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4l*","Mungo Bridge","AVL","F","513","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o2q*","Zak Brunt","SHU","M","514","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05raa*","Hugo Bueno","WOL","D","515","FA","MUN 2<br/>@WOL 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rb8*","Moises Caicedo","BHA","M","516","FA","BHA 0<br/>@ARS 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gdm*","Jake Cain","LIV","M","517","FA","CRY 0<br/>@LIV 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05gbo*","Leonardo Campana","WOL","F","518","FA","MUN 2<br/>@WOL 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o8l*","Oliver Casey","LEE","D","520","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r39*","Kgaogelo Chauke","SOU","M","521","FA","SOU 0<br/>@WHU 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r43*","Benjamin Chrisene","AVL","M","522","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052jy*","Christian Marques","WOL","D","593","FA","MUN 2<br/>@WOL 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05g4d*","Dennis Cirkin","TOT","D","523","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*059j2*","Leighton Clarkson","LIV","M","524","FA","CRY 0<br/>@LIV 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05nnu*","Ben Cottrell","ARS","M","525","FA","BHA 0<br/>@ARS 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04xjt*","Conor Coventry","WHU","M","526","FA","SOU 0<br/>@WHU 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ogl*","Charlie Cresswell","LEE","D","527","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052k1*","Luke Cundle","WOL","M","528","FA","MUN 2<br/>@WOL 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*054ow*","Vontae Daley-Campbell","LEI","D","529","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05raj*","Ben Davies","LIV","D","530","FA","CRY 0<br/>@LIV 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05oh1*","Lars Dendoncker","BHA","M","532","FA","BHA 0<br/>@ARS 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05nio*","Alfie Devine","TOT","M","533","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r2u*","Cheikh Diaby","WBA","F","534","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052k8*","Tommy Doyle","MCI","M","535","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05roa*","Cody Drameh","LEE","D","536","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04zyc*","Anthony Driscoll-Glennon","BUR","D","537","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r40*","Frankie Ealing","AVL","D","538","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052i4*","Bjorn Engels","AVL","D","539","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04mf8*","Nathan Ferguson","CRY","D","540","FA","CRY 0<br/>@LIV 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05lo6*","Will Ferry","SOU","M","541","FA","SOU 0<br/>@WHU 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r8j*","Ryan Finnigan","SOU","M","542","FA","SOU 0<br/>@WHU 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052i7*","Ethan Fitzhugh","LEI","M","543","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05qza*","Shane Flynn","LEI","M","544","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lpu*","Adam Forshaw","LEE","M","546","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05afg*","Ethan Galbraith","MUN","M","547","FA","MUN 2<br/>@WOL 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ss7*","Taylor Gardner-Hickman","WBA","F","548","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05n3u*","Joe Gelhardt","LEE","F","549","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04tc9*","Claudio Gomes","MCI","M","551","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05o2n*","Kyron Gordon","SHU","D","552","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4r*","Sam Greenwood","LEE","F","554","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*059iv*","Peter Gwargis","BHA","M","555","FA","BHA 0<br/>@ARS 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05reo*","Reece Hannam","CRY","D","556","FA","CRY 0<br/>@LIV 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4s*","George Harmon","WBA","D","557","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rey*","Kaine Hayden","AVL","M","559","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04c39*","Nathan Holland","WHU","M","565","FA","SOU 0<br/>@WHU 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05t6z*","Tim Iroegbunam","WBA","M","567","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4q*","Sylvester Jasper","FUL","F","569","FA","NEW 2<br/>@FUL 0 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4k*","Taylor Jay-Hart","AVL","M","570","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ozb*","Jack Jenkins","LEE","M","571","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*059iw*","Teddy Jenks","BHA","M","572","FA","BHA 0<br/>@ARS 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05reu*","Kyle John","EVE","D","573","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rei*","Nile John","TOT","M","574","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lnd*","Phil Jones","MUN","D","575","FA","MUN 2<br/>@WOL 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r8c*","Michal Karbownik","BHA","D","576","FA","BHA 0<br/>@ARS 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05t6f*","Toby King","WBA","M","577","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05a6f*","Billy Koumetio","LIV","D","578","FA","CRY 0<br/>@LIV 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lyy*","Henri Lansbury","AVL","M","580","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rdy*","Marcel Lavinier","TOT","D","581","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4i*","Hayden Lindley","AVL","M","584","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05s08*","Valentino Livramento","CHE","D","585","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05oj4*","Emmanuel Longelo","WHU","F","587","FA","SOU 0<br/>@WHU 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4d*","Nigel Lonwijk","WOL","D","588","FA","MUN 2<br/>@WOL 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rjj*","Joel Lopez Salguero","ARS","D","589","FA","BHA 0<br/>@ARS 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rc8*","Frankie Maguire","SHU","M","590","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r2b*","Anthony Mancini","BUR","M","591","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rej*","Dilan Markanday","TOT","F","592","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05swf*","Tawanda Maswanhise","LEI","M","595","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r33*","Luke Mbete","MCI","D","596","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04qfn*","Kevin McDonald","FUL","M","597","FA","NEW 2<br/>@FUL 0 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4p*","Richard Nartey","BUR","D","600","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05qz9*","Ben Nelson","LEI","D","601","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04ybj*","Felix Nmecha","MCI","M","602","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4w*","Ademipo Odubeko","WHU","F","603","FA","SOU 0<br/>@WHU 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r93*","Tyler Onyango","EVE","M","607","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05t6x*","William Osula","SHU","F","608","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05l8q*","Cole Palmer","MCI","M","609","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*052k2*","Taylor Perry","WOL","M","610","FA","MUN 2<br/>@WOL 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rkb*","Isaac Price","EVE","M","611","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r44*","Arjan Raikhy","AVL","M","612","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M","613","FA","CRY 0<br/>@LIV 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05a6i*","Lewis Richards","WOL","D","614","FA","MUN 2<br/>@WOL 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4t*","Rico Richards","WBA","M","615","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02lq9*","Jack Rodwell","SHU","M","616","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r41*","Callum Rowe","AVL","M","618","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4j*","Edward Rowe","AVL","M","619","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*03yr6*","Henri Saivet","NEW","M","620","FA","NEW 2<br/>@FUL 0 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r92*","Thierry Small","EVE","D","621","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r42*","Harrison Sohna","AVL","M","622","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rip*","Thanawat Suengchitthawon","LEI","M","627","FA","TOT 4<br/>@LEI 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rl4*","Crysencio Summerville","LEE","M","628","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r3z*","Sil Swinkels","AVL","D","629","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4m*","Michael Tait","AVL","F","630","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ss6*","Caleb Taylor","WBA","D","631","FA","WBA 1<br/>@LEE 3 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05l30*","Max Thompson","BUR","F","632","FA","BUR 0<br/>@SHU 1 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r3y*","Jake Walker","AVL","D","636","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r4z*","Jensen Weir","BHA","M","639","FA","BHA 0<br/>@ARS 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05rka*","Reece Welch","EVE","D","640","FA","EVE 0<br/>@MCI 5 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*02m65*","Connor Wickham","CRY","F","642","FA","CRY 0<br/>@LIV 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*043pi*","Ben Woodburn","LIV","M,F","643","FA","CRY 0<br/>@LIV 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*04vya*","Sam Woods","CRY","D","644","FA","CRY 0<br/>@LIV 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*059iu*","Romaric Yapi","BHA","D","645","FA","BHA 0<br/>@ARS 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
"*05r45*","Brad Young","AVL","M","646","FA","CHE 1<br/>@AVL 2 F","0","-","-","-","-","0","0","0","0","0","0","0","0","0","0"
